seconds,mean_intensity
-20,3.927
-10,4.275
0,2.839
10,3.117
20,3.173
30,3.509
40,3.401
50,2.874
60,3.556
70,2.88
80,2.705
90,2.734
100,2.848
110,3.129
120,3.19
130,3.178
140,3.167
150,4.111
160,3.64
170,3.716
180,3.354
190,3.953
200,3.754
210,3.924
220,3.602
230,3.655
240,4.129
250,3.76
260,3.857
270,3.652
280,3.591
290,3.471
300,3.746
310,3.623
320,3.544
330,4.129
340,4.006
350,3.509
360,3.556
370,3.678
380,3.535
390,3.474
400,4.076
410,3.751
420,4
430,4.102
440,4.55
450,4.889
460,4.936
470,4.854
