seconds,mean_intensity
-20,6.19
-10,6.505
0,2.657
10,2.851
20,3.067
30,3.461
40,3.488
50,4.663
60,4.566
70,3.657
80,3.63
90,3.874
100,5.09
110,4.208
120,4.87
130,4.573
140,4.269
150,4.497
160,4.444
170,4.83
180,4.354
190,4.531
200,4.566
210,5.13
220,4.85
230,4.775
240,5.352
250,4.882
260,5.109
270,5.217
280,5.099
290,5.112
300,5.082
310,5.078
320,4.838
330,4.971
340,4.678
350,4.539
360,4.539
370,4.459
380,4.478
390,4.632
400,4.238
410,4.114
420,4.577
430,4.712
440,4.509
450,4.259
460,3.977
470,4.162
