seconds,mean_intensity
-20,5.473
-10,5.272
0,5.426
10,5.944
20,5.748
30,5.549
40,5.339
50,7.106
60,6.768
70,5.98
80,6.641
90,5.798
100,5.941
110,5.521
120,5.739
130,6.476
140,5.658
150,5.473
160,5.849
170,5.16
180,4.924
190,5.389
200,5.496
210,5.16
220,5.176
230,5.202
240,5.499
250,5.647
260,5.168
270,5.619
280,4.599
290,5.162
300,4.964
310,5.515
320,4.745
330,5.454
340,6.154
350,5.824
360,6.196
370,6.448
380,6.364
390,5.521
400,6.51
410,5.246
420,4.924
430,4.894
440,5.462
450,5.485
460,5.221
470,5.137
