seconds,mean_intensity
-20,5.471
-10,5.633
0,2.413
10,2.242
20,3.362
30,3.046
40,3.288
50,3.208
60,4.204
70,4.546
80,5.175
90,3.946
100,4.65
110,4.204
120,4.958
130,4.571
140,4.846
150,4.458
160,3.975
170,5.033
180,4.904
190,5.429
200,4.742
210,5.529
220,5.175
230,6.242
240,5.704
250,5.838
260,6.392
270,6.308
280,6.617
290,7.379
300,6.429
310,6.95
320,6.5
330,6.783
340,7.475
350,7.392
360,6.917
370,6.108
380,6.396
390,6.338
400,5.987
410,5.754
420,6.183
430,5.8
440,6.033
450,5.446
460,5.842
470,5.346
