seconds,mean_intensity
-20,4.682
-10,4.403
0,3.982
10,4.595
20,3.931
30,3.736
40,3.723
50,3.45
60,3.098
70,3.23
80,3.286
90,2.989
100,3.076
110,3.208
120,3.251
130,3.409
140,3.132
150,3.606
160,3.092
170,2.548
180,3.186
190,3.11
200,3.121
210,3.349
220,3.526
230,3.595
240,3.794
250,3.875
260,3.664
270,3.329
280,3.642
290,3.248
300,3.195
310,2.915
320,3.501
330,3.557
340,3.242
350,2.848
360,2.843
370,3.425
380,3.132
390,3.152
400,3.007
410,2.729
420,2.982
430,3.166
440,2.906
450,3.002
460,2.998
470,2.772
