,position (um),Sema5c intensity,Abi intensity
100,6.8894,13.5777,2.3318
101,6.9583,12.6701,2.1704
102,7.0272,9.3712,1.9711
103,7.0961,4.722,2.1453
104,7.165,3.1883,1.7457
105,7.2339,3.0685,1.7831
106,7.3028,3.4916,1.9684
107,7.3717,6.1322,1.7162
108,7.4406,12.6346,2.5472
109,7.5095,22.2124,3.1925
110,7.5784,32.9358,4.3306
111,7.6473,35.1151,4.6167
112,7.7162,33.3331,7.2817
113,7.7851,36.6423,6.2534
114,7.854,29.9956,6.3653
115,7.9229,24.4574,6.3327
116,7.9918,21.9947,5.844
117,8.0607,17.0283,4.8836
118,8.1296,13.7379,5.0491
119,8.1984,10.2752,5.0033
120,8.2673,9.1405,5.0871
121,8.3362,5.6397,4.249
122,8.4051,4.715,4.1532
123,8.474,4.6313,3.044
124,8.5429,2.826,2.7074
125,8.6118,2.7805,3.2104
126,8.6807,4.0932,2.476
127,8.7496,4.0787,2.6453
128,8.8185,3.0684,2.7869
129,8.8874,2.7316,3.8334
130,8.9563,3.7358,3.0881
131,9.0252,3.8037,3.331
132,9.0941,3.2127,3.6261
133,9.163,4.9282,2.4709
134,9.2319,6.8285,1.6191
135,9.3008,8.3192,1.9112
136,9.3697,7.4303,1.6699
137,9.4385,3.5186,1.0074
138,9.5074,2.6751,0.869
139,9.5763,1.5511,1.0264
140,9.6452,2.0006,0.8638
141,9.7141,0.9267,0.7015
142,9.783,0.9943,1.1424
143,9.8519,1.2667,1.2493
144,9.9208,1.2294,0.9369
145,9.9897,1.7255,1.2286
146,10.0586,1.9517,1.2246
147,10.1275,2.1875,1.1265
148,10.1964,4.5865,1.6959
149,10.2653,4.9192,1.0714
150,10.3342,6.0932,1.1538
151,10.4031,8.1899,1.1189
152,10.472,12.3726,0.9293
153,10.5409,11.7645,0.8663
154,10.6098,10.9587,1.1646
155,10.6786,10.2464,1.2043
156,10.7475,8.8541,0.9523
157,10.8164,4.9141,0.5966
158,10.8853,2.201,0.9917
159,10.9542,2.0774,1.235
160,11.0231,1.7042,1.0808
161,11.092,1.8892,0.7632
162,11.1609,2.4999,1.4113
163,11.2298,4.4165,1.6705
164,11.2987,4.0876,2.0122
165,11.3676,2.4577,1.4632
166,11.4365,2.1087,1.6688
167,11.5054,4.0335,1.9731
168,11.5743,7.9298,3.0889
169,11.6432,11.0302,4.167
170,11.7121,14.1334,3.3639
171,11.781,15.7185,2.7871
172,11.8499,15.422,2.6833
173,11.9187,20.9998,3.3653
174,11.9876,24.8183,3.9963
175,12.0565,22.8389,5.185
176,12.1254,17.3523,5.5344
177,12.1943,14.388,4.8644
178,12.2632,11.8231,3.5185
179,12.3321,10.3003,3.2423
180,12.401,11.2391,2.147
181,12.4699,9.324,1.72
182,12.5388,6.383,2.1693
183,12.6077,5.6304,2.203
184,12.6766,6.1611,2.9623
185,12.7455,6.0881,2.4024
186,12.8144,9.2962,2.9017
187,12.8833,9.9836,3.4308
188,12.9522,10.0447,3.5208
189,13.0211,10.0976,4.0619
190,13.09,12.3493,4.3198
191,13.1588,14.6318,4.3797
192,13.2277,11.8038,3.9189
193,13.2966,8.7826,3.8406
194,13.3655,8.5363,2.7334
195,13.4344,10.6451,2.4742
196,13.5033,9.3828,2.7407
197,13.5722,13.0428,2.7616
198,13.6411,14.9733,2.6953
199,13.71,13.4359,2.7338
200,13.7789,11.3031,2.4501
201,13.8478,9.8295,2.5923
202,13.9167,8.7091,2.1634
203,13.9856,8.0324,2.4697
204,14.0545,9.1756,2.7775
205,14.1234,11.4975,2.8991
206,14.1923,10.1255,2.9673
207,14.2612,9.8093,2.5657
208,14.3301,11.9397,3.2785
209,14.3989,13.0112,3.1616
210,14.4678,12.2075,4.0257
211,14.5367,15.8639,4.0077
212,14.6056,13.7491,3.2621
213,14.6745,13.0887,1.9876
214,14.7434,8.874,2.9174
215,14.8123,6.7336,2.7868
216,14.8812,6.9422,2.4459
217,14.9501,6.6792,2.1953
218,15.019,6.4507,2.1648
219,15.0879,6.0329,2.2793
220,15.1568,7.979,2.7049
221,15.2257,9.3013,2.7038
222,15.2946,9.3076,2.5003
223,15.3635,10.3033,3.0696
224,15.4324,8.2275,3.2774
225,15.5013,9.142,2.8523
226,15.5702,8.7849,2.0463
227,15.6391,7.9266,3.0957
228,15.7079,9.1077,2.6449
229,15.7768,9.6554,2.8323
230,15.8457,10.8654,2.6218
231,15.9146,9.8289,3.4359
232,15.9835,12.4696,4.6162
233,16.0524,14.129,4.3152
234,16.1213,13.788,4.9427
235,16.1902,11.7955,4.52
236,16.2591,9.4944,5.0557
237,16.328,9.1553,4.3739
238,16.3969,12.417,4.7663
239,16.4658,13.9666,5.5171
240,16.5347,15.6162,5.645
241,16.6036,17.6342,5.7018
242,16.6725,15.8455,6.6077
243,16.7414,14.8029,6.2725
244,16.8103,14.1701,5.9467
245,16.8792,13.4066,6.1953
246,16.948,13.5294,5.9475
247,17.0169,11.9734,4.2911
248,17.0858,8.9271,2.7084
249,17.1547,7.8189,1.7878
250,17.2236,8.868,2.5914
251,17.2925,10.6235,2.7315
252,17.3614,10.5039,2.669
253,17.4303,12.7096,3.1817
254,17.4992,18.6852,4.0687
255,17.5681,23.2355,3.3254
256,17.637,26.8147,4.0398
257,17.7059,24.4413,4.5272
258,17.7748,21.1817,4.6387
259,17.8437,15.0033,3.4158
260,17.9126,10.9795,3.3393
261,17.9815,9.5254,3.0822
262,18.0504,6.9526,3.4659
263,18.1193,8.3059,3.9511
264,18.1881,11.4303,3.4665
265,18.257,14.0844,3.3775
266,18.3259,13.8551,4.029
267,18.3948,18.3942,3.0134
268,18.4637,20.605,2.9768
269,18.5326,21.3662,4.3918
270,18.6015,19.9566,4.6118
271,18.6704,14.5128,6.9056
272,18.7393,11.6099,6.3859
273,18.8082,8.5011,5.6231
274,18.8771,7.2849,4.6137
275,18.946,8.0773,4.7314
276,19.0149,7.506,4.6407
277,19.0838,10.2788,4.2033
278,19.1527,12.8109,3.8399
279,19.2216,17.9145,3.8582
280,19.2905,17.9563,3.913
281,19.3594,22.0242,4.4652
282,19.4282,23.7111,5.5383
283,19.4971,30.8922,5.6948
284,19.566,30.3687,7.7498
285,19.6349,25.7936,7.3979
286,19.7038,18.5545,6.6529
287,19.7727,12.5331,6.329
288,19.8416,7.4575,5.8897
289,19.9105,7.1849,4.7255
290,19.9794,6.6223,3.7971
291,20.0483,5.9025,3.6744
292,20.1172,3.361,2.883
293,20.1861,2.7137,3.4844
294,20.255,3.5072,3.5065
295,20.3239,5.2273,2.7338
296,20.3928,3.1051,3.2824
297,20.4617,4.8893,2.4619
298,20.5306,6.7632,2.1114
299,20.5995,6.8832,2.5113
300,20.6683,5.3303,1.8001
301,20.7372,5.6267,1.8233
302,20.8061,5.5872,1.5344
303,20.875,3.5984,2.012
304,20.9439,4.6141,1.9939
305,21.0128,5.9819,2.979
306,21.0817,9.9799,2.9699
307,21.1506,12.3431,3.255
308,21.2195,12.0693,4.0296
309,21.2884,11.234,4.9719
310,21.3573,12.5304,4.6886
311,21.4262,11.4524,4.7969
312,21.4951,7.6173,5.2311
313,21.564,5.9046,4.5585
314,21.6329,4.8607,3.6577
315,21.7018,5.5923,4.4414
316,21.7707,5.1992,4.4
317,21.8396,4.5886,4.0761
318,21.9084,4.9892,5.4992
319,21.9773,7.2251,5.456
320,22.0462,7.5881,5.3439
321,22.1151,10.4477,4.1895
322,22.184,11.6988,3.7953
323,22.2529,11.055,3.2169
324,22.3218,9.7826,3.27
325,22.3907,8.0078,3.3242
326,22.4596,7.0038,3.0375
327,22.5285,4.8371,2.2562
328,22.5974,5.1898,2.857
329,22.6663,5.1257,2.1946
330,22.7352,4.857,2.1979
331,22.8041,6.1671,2.7778
332,22.873,6.8723,2.329
333,22.9419,9.4541,2.0056
334,23.0108,10.3635,1.5117
335,23.0797,10.3744,2.4215
336,23.1486,12.3119,3.5841
337,23.2174,17.7196,3.5101
338,23.2863,26.0632,4.3691
339,23.3552,33.192,4.7593
340,23.4241,39.2427,6.3068
341,23.493,47.3901,5.9045
342,23.5619,46.2759,5.6542
343,23.6308,42.2549,5.7547
344,23.6997,30.3819,5.4042
345,23.7686,22.3589,5.8992
346,23.8375,17.7941,5.7419
347,23.9064,15.1167,4.6305
348,23.9753,16.1471,4.8997
349,24.0442,16.485,4.9421
350,24.1131,14.9657,4.5133
351,24.182,12.5758,4.3494
352,24.2509,9.1674,3.9036
353,24.3198,4.9638,2.7443
354,24.3887,4.4387,2.6755
355,24.4575,4.1523,1.8898
356,24.5264,4.258,1.2583
357,24.5953,3.6236,1.8505
358,24.6642,3.1363,1.9646
359,24.7331,3.9684,1.6741
360,24.802,4.2331,2.4814
361,24.8709,4.3167,3.7705
362,24.9398,5.3947,4.5105
363,25.0087,6.201,4.5479
364,25.0776,7.5939,4.6013
365,25.1465,13.3897,4.3844
366,25.2154,24.1353,5.0321
367,25.2843,27.2658,5.6828
368,25.3532,28.2101,6.4824
369,25.4221,22.2388,5.7491
370,25.491,16.3561,5.5868
371,25.5599,10.967,4.228
372,25.6288,10.1906,5.253
373,25.6976,8.1101,3.346
374,25.7665,6.4235,2.2512
375,25.8354,5.3218,2.6568
376,25.9043,4.199,3.1587
377,25.9732,4.9141,3.0884
378,26.0421,4.5031,2.5703
379,26.111,6.3607,3.2745
380,26.1799,7.4854,2.7318
381,26.2488,9.5996,4.7479
382,26.3177,10.435,6.0331
383,26.3866,15.3473,4.9351
384,26.4555,14.983,5.3407
385,26.5244,20.2585,5.7236
386,26.5933,15.1247,5.3807
387,26.6622,8.6585,4.0176
388,26.7311,3.7692,4.4394
389,26.8,3.1264,3.4439
390,26.8689,3.8972,2.5532
391,26.9377,4.2538,2.8018
392,27.0066,4.5586,2.4115
393,27.0755,2.5053,2.4109
394,27.1444,1.6241,1.5781
395,27.2133,2.127,1.4355
396,27.2822,2.526,1.7035
397,27.3511,3.7059,0.9705
398,27.42,2.4592,0.8384
399,27.4889,2.5396,1.4891
400,27.5578,3.4345,1.2506
401,27.6267,3.5459,1.2098
402,27.6956,2.3963,1.1338
403,27.7645,1.3633,1.4944
404,27.8334,1.654,1.7917
405,27.9023,2.1418,1.4784
406,27.9712,2.5748,1.9595
407,28.0401,2.0754,1.5595
408,28.109,2.952,1.6348
409,28.1778,2.8253,1.2606
410,28.2467,2.5142,1.3466
411,28.3156,2.6206,1.0715
412,28.3845,2.395,1.1985
413,28.4534,1.7877,1.5859
414,28.5223,2.486,1.5686
415,28.5912,2.9179,1.8566
416,28.6601,3.4722,1.3143
417,28.729,2.879,1.0185
418,28.7979,1.979,1.02
419,28.8668,2.4984,1.4291
420,28.9357,2.8834,1.6864
421,29.0046,5.4462,2.0424
422,29.0735,7.5145,2.9444
423,29.1424,8.7229,3.3187
424,29.2113,13.5303,3.1628
425,29.2802,11.9121,3.6154
426,29.3491,10.1902,4.3523
427,29.4179,8.4753,4.0015
428,29.4868,9.434,3.1391
429,29.5557,13.3542,2.6546
430,29.6246,12.9226,3.3709
431,29.6935,12.573,2.9744
432,29.7624,8.6352,2.2845
433,29.8313,6.9939,1.9822
434,29.9002,5.0729,1.6566
435,29.9691,4.1311,2.0902
436,30.038,4.602,1.9205
437,30.1069,5.9414,2.7011
438,30.1758,6.1953,1.6205
439,30.2447,6.9912,2.0222
440,30.3136,12.9074,2.3015
441,30.3825,17.0705,3.1522
442,30.4514,17.1379,4.6003
443,30.5203,16.6252,4.5562
444,30.5892,16.5434,4.8659
445,30.6581,14.9835,5.264
446,30.7269,13.5769,4.2769
447,30.7958,12.1721,3.8328
448,30.8647,10.723,3.1335
449,30.9336,9.2163,4.0011
450,31.0025,9.5002,4.4206
451,31.0714,13.6927,4.4559
452,31.1403,18.126,4.8848
453,31.2092,19.9094,6.0324
454,31.2781,22.4395,5.5764
455,31.347,22.1708,6.8701
456,31.4159,24.552,8.2451
457,31.4848,26.4401,8.4233
458,31.5537,27.7534,8.8015
459,31.6226,28.3817,8.7015
460,31.6915,27.5302,8.4416
461,31.7604,27.1207,8.3674
462,31.8293,23.5365,7.105
463,31.8982,18.4618,6.2994
464,31.967,14.7109,5.5737
465,32.0359,11.3682,4.3612
466,32.1048,7.4433,3.7598
467,32.1737,10.1369,3.6275
468,32.2426,9.7829,4.0242
469,32.3115,7.8731,4.9956
470,32.3804,5.7027,5.4097
471,32.4493,3.8917,5.4397
472,32.5182,4.5004,5.4064
473,32.5871,4.5679,4.6096
474,32.656,5.0712,4.7513
475,32.7249,5.6465,5.8966
476,32.7938,8.825,5.6217
477,32.8627,12.3313,6.2015
478,32.9316,12.9955,6.4343
479,33.0005,10.8712,6.3893
480,33.0694,8.6467,6.0565
481,33.1383,7.4188,5.1703
482,33.2071,6.1751,3.8281
483,33.276,4.6774,3.5813
484,33.3449,6.4288,4.4495
485,33.4138,7.2521,4.905
486,33.4827,7.3619,4.439
487,33.5516,9.8946,4.574
488,33.6205,13.9592,4.9009
489,33.6894,17.9656,4.7882
490,33.7583,21.2609,5.2292
491,33.8272,20.4585,5.0825
492,33.8961,16.7112,4.2633
493,33.965,11.8227,5.104
494,34.0339,11.3369,4.7478
495,34.1028,7.5394,4.3191
496,34.1717,6.9516,4.8674
497,34.2406,5.1667,5.0275
498,34.3095,4.2711,3.9892
499,34.3784,4.513,4.6109
500,34.4472,7.609,4.1368
501,34.5161,6.9952,3.8906
502,34.585,8.5196,4.7013
503,34.6539,8.1095,4.5629
504,34.7228,9.3284,4.7453
505,34.7917,6.9705,4.4588
506,34.8606,6.8136,3.8139
507,34.9295,6.2227,3.1969
508,34.9984,10.8078,2.7941
509,35.0673,13.0055,2.6993
510,35.1362,11.8041,3.8414
511,35.2051,8.0989,4.5647
512,35.274,6.2193,4.3662
513,35.3429,5.6262,4.5208
514,35.4118,5.3574,4.0169
515,35.4807,4.0998,3.4967
516,35.5496,3.3832,1.9991
517,35.6185,4.2523,2.8024
518,35.6873,4.314,2.507
519,35.7562,3.673,2.2362
520,35.8251,3.3958,1.6697
521,35.894,3.0812,1.9487
522,35.9629,1.891,2.1796
523,36.0318,2.6601,2.233
524,36.1007,3.6104,2.4337
525,36.1696,4.7802,3.7187
526,36.2385,6.3655,3.8634
527,36.3074,6.304,4.0729
528,36.3763,5.4161,2.7856
529,36.4452,5.1414,3.1732
530,36.5141,4.7774,2.2553
531,36.583,2.5303,1.3562
532,36.6519,1.6334,1.5791
533,36.7208,1.4503,1.6284
534,36.7897,2.5288,1.3956
535,36.8586,5.6438,0.7183
536,36.9274,8.9453,1.5292
537,36.9963,9.5335,2.3081
538,37.0652,11.4051,2.5053
539,37.1341,10.7904,3.5896
540,37.203,8.4728,3.7338
541,37.2719,5.5259,2.8459
542,37.3408,4.1493,1.932
543,37.4097,2.4357,1.973
544,37.4786,1.6919,1.1812
545,37.5475,0.6667,1.7301
546,37.6164,1.7886,1.9315
547,37.6853,0.9267,1.5973
548,37.7542,1.402,1.5129
549,37.8231,3.5201,1.4653
550,37.892,2.4578,2.7464
551,37.9609,4.7545,3.4236
552,38.0298,5.1002,2.6946
553,38.0987,4.6213,3.2069
554,38.1675,4.5275,3.1722
555,38.2364,2.8793,2.939
556,38.3053,2.8018,2.2968
557,38.3742,1.7684,1.3051
558,38.4431,2.2128,1.2556
559,38.512,1.7799,1.6526
560,38.5809,1.8135,1.8015
561,38.6498,2.0322,1.464
562,38.7187,2.036,2.0034
563,38.7876,2.5232,2.0091
564,38.8565,1.479,1.8072
565,38.9254,2.3029,1.653
566,38.9943,2.3919,1.6314
567,39.0632,1.8235,1.2628
568,39.1321,1.3429,1.1946
569,39.201,2.0515,1.8158
570,39.2699,4.88,1.265
571,39.3388,3.1051,1.598
572,39.4076,4.8228,1.6125
573,39.4765,5.3867,1.862
574,39.5454,5.2729,1.7816
575,39.6143,4.3828,1.4203
576,39.6832,3.1512,1.862
577,39.7521,5.214,2.0263
578,39.821,5.735,2.9489
579,39.8899,7.0028,2.516
580,39.9588,7.8337,2.268
581,40.0277,5.5308,2.1225
582,40.0966,5.1547,2.0793
583,40.1655,6.5074,2.1255
584,40.2344,6.5285,2.5653
585,40.3033,4.4251,3.0122
586,40.3722,4.7161,3.6171
587,40.4411,5.3421,2.2893
588,40.51,6.1219,1.8161
589,40.5789,7.9525,2.0955
590,40.6478,6.4038,1.9216
591,40.7166,6.9542,1.4419
592,40.7855,8.4252,2.0869
593,40.8544,5.2196,2.2063
594,40.9233,4.1217,1.6367
595,40.9922,3.1484,1.5171
596,41.0611,2.0783,2.191
597,41.13,1.7414,1.9001
598,41.1989,1.8703,3.0705
599,41.2678,3.028,2.7917
600,41.3367,3.6097,1.8906
601,41.4056,3.7063,2.1466
602,41.4745,6.2445,1.8491
603,41.5434,9.0646,1.885
604,41.6123,9.3388,2.9437
605,41.6812,8.9535,3.1409
606,41.7501,7.5804,2.8816
607,41.819,7.2225,3.025
608,41.8879,7.3297,3.5578
609,41.9567,9.4523,2.5177
610,42.0256,7.5245,2.867
611,42.0945,3.9225,2.2144
612,42.1634,5.3705,2.7283
613,42.2323,6.8766,2.5578
614,42.3012,9.651,2.7698
615,42.3701,11.4163,4.3236
616,42.439,13.7003,4.493
617,42.5079,17.5642,4.128
618,42.5768,22.875,5.5377
619,42.6457,22.692,8.0446
620,42.7146,19.8425,8.4785
621,42.7835,22.1339,10.6592
622,42.8524,28.1753,10.6016
623,42.9213,31.0057,11.8498
624,42.9902,33.3387,11.5577
625,43.0591,35.5739,10.5116
626,43.128,45.3172,9.9834
627,43.1968,46.6315,8.018
628,43.2657,39.0874,8.2114
629,43.3346,25.2092,6.7245
630,43.4035,16.8402,6.0525
631,43.4724,13.0125,6.1254
632,43.5413,10.5124,5.0781
633,43.6102,7.8652,4.9809
634,43.6791,7.0613,4.6081
635,43.748,9.334,4.3298
636,43.8169,13.7709,4.1608
637,43.8858,13.9682,5.2631
638,43.9547,14.4544,5.5174
639,44.0236,14.1366,5.0646
640,44.0925,10.8839,4.6457
641,44.1614,10.5555,3.77
642,44.2303,13.2428,2.4737
643,44.2992,14.3339,2.9475
644,44.3681,14.9241,2.8156
645,44.437,11.8425,2.5061
646,44.5058,8.3406,2.476
647,44.5747,7.4741,1.9261
648,44.6436,6.7353,2.6806
649,44.7125,8.8555,3.1063
650,44.7814,10.0471,2.5131
651,44.8503,9.2018,2.4368
652,44.9192,7.0316,2.1857
653,44.9881,4.0894,1.266
654,45.057,2.1291,1.3308
655,45.1259,3.4688,1.4789
656,45.1948,3.9019,1.9347
657,45.2637,6.53,2.736
658,45.3326,6.5142,3.5596
659,45.4015,6.4463,3.5558
660,45.4704,4.9327,4.171
661,45.5393,3.7422,3.8612
662,45.6082,3.3193,3.1561
663,45.6771,4.7785,2.9499
664,45.7459,6.6616,3.4112
665,45.8148,6.9119,2.6396
666,45.8837,8.0041,3.3576
667,45.9526,8.2416,2.9865
668,46.0215,7.7524,2.8356
669,46.0904,5.3724,2.5309
670,46.1593,5.5229,2.3472
671,46.2282,5.886,2.2848
672,46.2971,3.9791,1.7928
673,46.366,3.0145,1.7781
674,46.4349,2.1291,1.8791
675,46.5038,3.5028,2.5343
676,46.5727,4.4111,3.488
677,46.6416,4.8028,3.1966
678,46.7105,3.2603,3.707
679,46.7794,4.4128,3.0365
680,46.8483,3.8917,3.2464
681,46.9172,4.828,2.9117
682,46.986,5.3282,3.2489
683,47.0549,6.163,2.6559
684,47.1238,6.8298,2.8052
685,47.1927,6.5382,2.6607
686,47.2616,3.357,3.4785
687,47.3305,4.1505,3.6131
688,47.3994,5.2388,3.7132
689,47.4683,7.2702,5.0504
690,47.5372,9.1218,5.4791
691,47.6061,9.62,5.95
692,47.675,8.0869,5.8044
693,47.7439,5.5282,5.3006
694,47.8128,4.3485,3.446
695,47.8817,4.8148,2.7162
696,47.9506,5.3946,2.8586
697,48.0195,5.4792,3.3254
698,48.0884,4.3312,2.8461
699,48.1573,4.7113,2.427
700,48.2261,5.1605,2.1041
701,48.295,5.6308,2.3811
702,48.3639,5.529,2.1593
703,48.4328,5.1296,2.7661
704,48.5017,6.2849,2.2571
705,48.5706,7.2641,2.5864
706,48.6395,10.0427,2.9558
707,48.7084,9.9645,3.9295
708,48.7773,13.115,5.1607
709,48.8462,16.231,4.8957
710,48.9151,21.1252,6.073
711,48.984,17.5283,6.6622
712,49.0529,16.2322,5.8764
713,49.1218,13.9418,5.8994
714,49.1907,10.987,6.1317
715,49.2596,8.9199,4.0484
716,49.3285,7.6374,3.3818
717,49.3974,8.2498,3.3295
718,49.4662,9.6864,4.1666
719,49.5351,8.4147,3.4984
720,49.604,5.9184,3.5617
721,49.6729,4.5497,3.3629
722,49.7418,4.3636,2.7735
723,49.8107,5.7047,2.8258
724,49.8796,6.0016,2.4206
725,49.9485,4.5968,1.9661
726,50.0174,2.7789,1.9455
727,50.0863,3.3013,2.6098
728,50.1552,2.7731,2.1766
729,50.2241,3.6244,2.4343
730,50.293,4.2233,2.5585
731,50.3619,5.0052,2.7061
732,50.4308,4.0757,2.3867
733,50.4997,4.4765,2.1197
734,50.5686,4.6681,1.7298
735,50.6375,2.7279,1.3029
736,50.7063,1.7406,2.1696
737,50.7752,1.2177,2.0522
738,50.8441,2.0622,2.4667
739,50.913,4.6732,2.4124
740,50.9819,6.2966,2.0421
741,51.0508,5.7229,2.517
742,51.1197,3.7671,2.5984
743,51.1886,4.0563,2.4437
744,51.2575,3.4704,3.2453
745,51.3264,2.8503,2.575
746,51.3953,3.2592,2.1648
747,51.4642,4.2768,2.1608
748,51.5331,4.8399,2.3062
749,51.602,7.0435,2.1967
750,51.6709,8.8938,2.4757
751,51.7398,13.9022,3.5913
752,51.8087,17.7863,4.0822
753,51.8776,22.2195,4.7352
754,51.9464,22.8313,6.2338
755,52.0153,19.9468,6.0098
756,52.0842,15.7609,6.7222
757,52.1531,14.5571,6.2363
758,52.222,12.1913,6.8517
759,52.2909,11.9415,7.1308
760,52.3598,12.7442,5.707
761,52.4287,11.4143,4.7868
762,52.4976,13.1917,4.5037
763,52.5665,11.4538,3.9988
764,52.6354,11.0657,3.5459
765,52.7043,9.2505,3.1412
766,52.7732,8.3507,3.6863
767,52.8421,9.2123,3.5159
768,52.911,9.3918,3.8665
769,52.9799,9.3228,4.01
770,53.0488,9.1614,3.1334
771,53.1177,10.4216,2.5558
772,53.1866,7.7646,2.8881
773,53.2554,5.4889,2.3578
774,53.3243,4.3969,2.1281
775,53.3932,4.0617,2.0459
776,53.4621,3.0037,1.7897
777,53.531,3.0107,1.4783
778,53.5999,3.3241,2.8666
779,53.6688,3.8721,2.8901
780,53.7377,3.9492,2.5648
781,53.8066,4.4169,2.5892
782,53.8755,5.0105,2.6318
783,53.9444,4.1857,2.3066
784,54.0133,5.2659,2.2755
785,54.0822,8.5296,2.4246
786,54.1511,9.3234,1.5627
787,54.22,10.4886,1.7727
788,54.2889,8.5861,2.3122
789,54.3578,8.9858,2.3873
790,54.4267,8.0742,2.9163
791,54.4955,9.0606,4.6875
792,54.5644,6.6999,4.5286
793,54.6333,8.1077,3.2097
794,54.7022,9.8612,2.9975
795,54.7711,5.4655,2.3493
796,54.84,5.0706,2.2718
797,54.9089,3.2463,2.3714
798,54.9778,3.51,3.2172
799,55.0467,3.4622,3.1303
800,55.1156,2.3729,2.7289
801,55.1845,2.2961,2.5423
802,55.2534,3.3462,3.0659
803,55.3223,7.3768,3.6145
804,55.3912,9.2195,4.1925
805,55.4601,8.5221,4.006
806,55.529,12.4804,3.9773
807,55.5979,14.9436,3.4787
808,55.6668,16.4874,3.8939
809,55.7356,11.3149,4.8603
810,55.8045,9.1665,5.8421
811,55.8734,8.8211,5.92
812,55.9423,10.2709,5.8508
813,56.0112,9.3974,6.3662
814,56.0801,11.0834,6.2137
815,56.149,9.3169,6.073
816,56.2179,9.9655,6.9478
817,56.2868,11.9877,7.2905
818,56.3557,12.2397,7.5703
819,56.4246,13.7866,7.3034
820,56.4935,14.6759,6.9057
821,56.5624,14.0848,6.941
822,56.6313,14.5577,6.47
823,56.7002,14.632,5.7291
824,56.7691,14.1436,6.1973
825,56.838,14.0296,5.3335
826,56.9069,10.5687,4.3779
827,56.9757,8.7652,4.0071
828,57.0446,8.2554,3.3276
829,57.1135,9.5881,4.4771
830,57.1824,13.2914,4.1467
831,57.2513,13.1838,4.0284
832,57.3202,13.6058,4.6818
833,57.3891,15.1722,6.4678
834,57.458,18.7591,6.3001
