,position (um),Sema5c intensity,Abi intensity
0,0.0,1.7193,3.3715
1,0.0689,2.2775,3.031
2,0.1378,2.9819,2.77
3,0.2067,2.9615,4.0125
4,0.2756,4.1041,4.611
5,0.3445,4.7329,5.6433
6,0.4134,3.2647,5.5075
7,0.4823,5.929,6.8926
8,0.5512,7.83,6.9836
9,0.6201,7.0723,6.4561
10,0.6889,9.5159,5.6243
11,0.7578,10.8291,5.6532
12,0.8267,7.0744,5.9086
13,0.8956,6.4929,6.1617
14,0.9645,9.8984,6.2329
15,1.0334,9.8951,6.9738
16,1.1023,6.8437,5.0764
17,1.1712,5.5052,4.3878
18,1.2401,4.28,4.6295
19,1.309,3.6628,4.8996
20,1.3779,2.4706,4.3346
21,1.4468,1.243,6.7928
22,1.5157,2.3123,4.6308
23,1.5846,2.4933,5.1829
24,1.6535,2.9404,4.3874
25,1.7224,5.9213,3.6042
26,1.7913,6.4832,3.3852
27,1.8602,4.2432,2.9282
28,1.929,3.5428,3.9813
29,1.9979,2.2116,3.293
30,2.0668,2.2208,4.3511
31,2.1357,3.1796,4.9089
32,2.2046,3.3371,5.7329
33,2.2735,3.8085,6.4531
34,2.3424,3.2939,6.0221
35,2.4113,3.4952,5.4179
36,2.4802,5.2104,4.9406
37,2.5491,5.1285,5.1006
38,2.618,4.5537,5.2244
39,2.6869,3.8522,4.5576
40,2.7558,5.1766,5.0562
41,2.8247,4.9661,5.148
42,2.8936,4.2861,4.6129
43,2.9625,6.4421,5.2175
44,3.0314,7.1015,6.4568
45,3.1003,6.151,5.6003
46,3.1691,7.7176,6.5253
47,3.238,6.2087,6.9538
48,3.3069,9.4919,8.3714
49,3.3758,11.5593,9.215
50,3.4447,10.6858,10.2749
51,3.5136,11.1195,11.6369
52,3.5825,14.621,11.8733
53,3.6514,15.9357,13.7611
54,3.7203,14.5489,13.0923
55,3.7892,12.0601,10.2592
56,3.8581,8.5608,8.1403
57,3.927,6.1836,7.6412
58,3.9959,5.5423,6.1312
59,4.0648,4.3901,6.2119
60,4.1337,5.0422,5.876
61,4.2026,5.3996,5.5227
62,4.2715,4.0396,5.9364
63,4.3404,5.2809,6.4665
64,4.4092,5.0171,5.8919
65,4.4781,3.6564,6.1326
66,4.547,5.0643,6.553
67,4.6159,6.2279,5.7764
68,4.6848,5.35,6.5752
69,4.7537,5.5396,6.689
70,4.8226,4.8557,6.3581
71,4.8915,7.6175,6.1596
72,4.9604,13.6141,7.596
73,5.0293,20.409,7.7548
74,5.0982,27.7763,9.2632
75,5.1671,30.9132,10.1843
76,5.236,29.6138,9.786
77,5.3049,23.9435,8.8855
78,5.3738,19.3612,8.354
79,5.4427,12.3419,8.6207
80,5.5116,9.6621,10.5982
81,5.5805,8.3298,9.9606
82,5.6493,8.768,8.154
83,5.7182,9.36,7.8736
84,5.7871,8.2905,4.9435
85,5.856,6.6546,3.8222
86,5.9249,6.3697,3.6106
87,5.9938,6.1149,2.6741
88,6.0627,6.5438,2.3452
89,6.1316,5.5175,1.9034
90,6.2005,6.0593,1.6188
91,6.2694,5.3786,2.0937
92,6.3383,5.0419,2.4872
93,6.4072,3.5825,2.6269
94,6.4761,3.4711,2.5211
95,6.545,4.0208,3.5702
96,6.6139,4.8093,3.5795
97,6.6828,2.3277,4.3453
98,6.7517,3.1255,2.8288
99,6.8206,5.5025,2.7922
100,6.8894,6.5439,3.3104
101,6.9583,8.5951,3.8862
102,7.0272,10.6612,4.7063
103,7.0961,7.8525,5.1023
104,7.165,7.5602,5.9978
105,7.2339,8.0774,7.1349
106,7.3028,9.0444,7.9465
107,7.3717,12.0103,8.532
108,7.4406,14.5238,8.8931
109,7.5095,14.2764,8.9923
110,7.5784,11.0247,7.7631
111,7.6473,7.1917,7.0263
112,7.7162,5.497,7.4024
113,7.7851,5.782,7.2384
