,position (um),Sema5c intensity,Abi intensity
0,0.0,11.0324,4.301
1,0.0689,13.4078,6.7003
2,0.1378,15.2796,8.4669
3,0.2067,20.1405,10.7508
4,0.2756,19.3185,11.3083
5,0.3445,19.0964,11.7503
6,0.4134,18.2218,9.4291
7,0.4823,18.424,10.4605
8,0.5512,18.6401,7.051
9,0.6201,15.5109,6.9804
10,0.6889,13.0495,6.9922
11,0.7578,11.833,7.545
12,0.8267,10.3872,6.4189
13,0.8956,9.7265,5.5021
14,0.9645,7.4111,5.3036
15,1.0334,5.8448,4.619
16,1.1023,4.6149,4.6021
17,1.1712,3.514,4.8412
18,1.2401,2.7865,5.0239
19,1.309,3.8911,5.5838
20,1.3779,5.2291,6.3042
21,1.4468,3.6388,4.5893
22,1.5157,3.3271,5.2805
23,1.5846,3.2634,5.9479
24,1.6535,2.4756,4.2951
25,1.7224,5.3579,3.7237
26,1.7913,6.5595,3.7735
27,1.8602,7.3766,4.0604
28,1.929,8.4433,4.4784
29,1.9979,6.4382,4.5842
30,2.0668,6.6033,3.9058
31,2.1357,6.9291,4.006
32,2.2046,5.0995,3.0618
33,2.2735,4.8573,3.1138
34,2.3424,5.6504,3.2012
35,2.4113,8.0064,4.0418
36,2.4802,11.7824,3.9941
37,2.5491,14.4554,4.053
38,2.618,13.5466,4.0932
39,2.6869,10.8578,4.1368
40,2.7558,7.7027,3.954
41,2.8247,6.349,4.3884
42,2.8936,4.7231,3.8061
43,2.9625,5.7224,3.9867
44,3.0314,6.4297,3.7565
45,3.1003,6.3033,3.2411
46,3.1691,11.0827,3.1269
47,3.238,17.468,3.3604
48,3.3069,24.4248,4.4541
49,3.3758,22.1655,5.1302
50,3.4447,15.7295,4.5757
51,3.5136,10.5285,4.5047
52,3.5825,4.78,3.9772
53,3.6514,4.8481,3.6648
54,3.7203,7.3773,3.8544
55,3.7892,10.5509,4.6124
56,3.8581,8.7832,4.6825
57,3.927,11.6461,4.6935
58,3.9959,12.5777,5.1283
59,4.0648,11.7723,5.2411
60,4.1337,13.8703,5.238
61,4.2026,18.7776,5.7478
62,4.2715,19.846,6.0963
63,4.3404,15.3357,6.8071
64,4.4092,12.0408,7.8119
65,4.4781,16.5766,9.0693
66,4.547,20.189,8.0202
67,4.6159,20.1589,7.9965
68,4.6848,21.7339,9.2888
69,4.7537,22.0804,8.8117
70,4.8226,19.4784,8.29
71,4.8915,18.2685,7.8458
72,4.9604,15.8529,6.7004
73,5.0293,15.4905,7.5976
74,5.0982,16.0564,7.2494
75,5.1671,13.0491,5.7064
76,5.236,12.5736,5.6544
77,5.3049,8.0141,4.9109
78,5.3738,6.8411,4.5926
79,5.4427,5.8269,5.3702
80,5.5116,6.4827,5.0255
81,5.5805,5.864,3.7096
82,5.6493,6.8467,3.4892
83,5.7182,5.9317,4.5319
84,5.7871,4.9788,4.9484
85,5.856,4.8791,3.6624
86,5.9249,3.7432,3.1462
87,5.9938,3.1496,3.3727
88,6.0627,3.8486,4.1017
89,6.1316,4.0794,3.5204
90,6.2005,5.2264,3.6949
91,6.2694,5.464,2.8614
92,6.3383,3.6076,2.5181
93,6.4072,4.3197,2.6633
94,6.4761,3.9416,3.1938
95,6.545,4.6581,2.8585
96,6.6139,4.7742,2.4551
97,6.6828,8.0412,3.0171
98,6.7517,8.3134,3.1621
