,position (um),Sema5c intensity,Abi intensity
0,0.0,22.9915,9.7378
1,0.0689,20.2246,8.0487
2,0.1378,21.425,7.6582
3,0.2067,19.5329,6.5079
4,0.2756,19.7737,4.4432
5,0.3445,18.2454,5.2717
6,0.4134,12.9694,5.1119
7,0.4823,8.2244,3.8244
8,0.5512,5.5612,3.7433
9,0.6201,7.6754,3.5261
10,0.6889,12.2722,2.7847
11,0.7578,21.1175,3.2827
12,0.8267,26.9358,3.6082
13,0.8956,34.1636,4.2552
14,0.9645,35.0847,4.4098
15,1.0334,27.3414,5.9941
16,1.1023,20.7452,5.9178
17,1.1712,15.4215,5.1241
18,1.2401,12.5122,5.1559
19,1.309,9.3116,4.7953
20,1.3779,7.5549,4.2028
21,1.4468,9.6506,4.2273
22,1.5157,16.1533,3.8311
23,1.5846,18.5896,3.3288
24,1.6535,24.5969,3.4603
25,1.7224,22.6131,2.9498
26,1.7913,17.4928,3.3745
27,1.8602,11.0375,2.9069
28,1.929,10.8017,2.7917
29,1.9979,15.7217,3.0563
30,2.0668,18.2155,3.8182
31,2.1357,14.2173,2.8158
32,2.2046,12.7347,3.1812
33,2.2735,8.9909,2.7614
34,2.3424,9.2961,3.2875
35,2.4113,7.6489,3.2694
36,2.4802,5.5257,3.6081
37,2.5491,4.6474,3.2087
38,2.618,4.3478,3.2836
39,2.6869,5.1791,2.6049
40,2.7558,8.3853,2.259
41,2.8247,9.0304,2.0254
42,2.8936,9.4221,3.1168
43,2.9625,9.0575,3.6629
44,3.0314,9.341,3.9454
45,3.1003,7.6235,3.1943
46,3.1691,7.8615,3.8074
47,3.238,7.4494,3.7889
48,3.3069,8.4625,4.3615
49,3.3758,9.9817,4.0426
50,3.4447,11.2392,4.069
51,3.5136,18.5251,5.5025
52,3.5825,21.2649,6.421
53,3.6514,20.1181,7.5935
54,3.7203,19.5715,9.8643
55,3.7892,18.4629,9.2131
56,3.8581,16.3916,7.8095
57,3.927,13.8921,7.0054
58,3.9959,12.3451,5.9498
59,4.0648,9.7438,5.5347
60,4.1337,9.4269,4.2369
61,4.2026,6.8614,4.4524
62,4.2715,5.7849,3.5836
63,4.3404,4.062,3.3157
64,4.4092,4.897,4.3057
65,4.4781,6.061,4.365
66,4.547,6.4309,4.4505
67,4.6159,7.1567,5.1339
68,4.6848,8.4609,4.8267
69,4.7537,7.5869,5.2809
70,4.8226,7.0968,4.3477
71,4.8915,11.9433,4.2667
72,4.9604,14.9008,4.0101
73,5.0293,16.9198,4.7053
74,5.0982,16.1182,4.933
75,5.1671,20.6381,3.9742
76,5.236,19.9021,3.918
77,5.3049,18.1073,3.6626
78,5.3738,16.3313,2.955
79,5.4427,12.8523,4.2332
80,5.5116,13.6475,5.1111
81,5.5805,14.5308,3.918
82,5.6493,19.523,4.0072
83,5.7182,22.782,3.3795
84,5.7871,18.9405,4.1504
85,5.856,15.7417,3.319
86,5.9249,10.0137,2.8411
87,5.9938,6.6389,3.4337
88,6.0627,5.2402,2.9914
89,6.1316,7.3077,2.9146
90,6.2005,9.6421,3.5944
91,6.2694,11.0151,3.2966
92,6.3383,13.728,4.4457
93,6.4072,15.9205,3.6472
94,6.4761,12.3709,3.1493
95,6.545,10.7758,3.0609
96,6.6139,8.0156,2.9119
97,6.6828,7.5429,3.3187
98,6.7517,7.2201,3.053
99,6.8206,12.4648,2.5503
100,6.8894,13.1845,2.7817
101,6.9583,10.9053,2.3417
102,7.0272,10.9984,2.8106
103,7.0961,11.4267,4.3705
104,7.165,13.1718,3.3216
105,7.2339,14.1631,3.9417
106,7.3028,17.6772,4.3429
107,7.3717,18.0883,5.0965
108,7.4406,23.5112,6.0118
109,7.5095,24.6407,6.7308
110,7.5784,22.3279,8.6349
111,7.6473,20.7089,9.7748
112,7.7162,19.5628,9.7234
113,7.7851,17.3686,7.4788
114,7.854,16.7578,6.5513
115,7.9229,10.4468,5.9023
116,7.9918,7.7682,5.0552
117,8.0607,5.9859,3.7076
118,8.1296,5.4475,2.9083
119,8.1984,4.2783,3.0193
120,8.2673,2.8881,2.5984
121,8.3362,3.3554,2.3752
122,8.4051,4.0781,2.2669
123,8.474,3.7716,2.0923
124,8.5429,5.2284,1.4495
125,8.6118,4.5198,1.2256
126,8.6807,5.0569,2.0678
127,8.7496,4.7979,2.0465
128,8.8185,4.3253,2.0098
129,8.8874,5.4028,1.4979
130,8.9563,4.9383,1.5244
131,9.0252,4.7585,2.4262
132,9.0941,4.2801,1.9203
133,9.163,4.6815,1.6668
134,9.2319,4.3318,1.79
135,9.3008,4.4743,2.097
136,9.3697,6.0633,1.763
137,9.4385,4.1868,2.4838
138,9.5074,5.457,2.3148
139,9.5763,4.3246,2.225
140,9.6452,3.7361,1.6928
141,9.7141,4.4948,1.4107
142,9.783,4.5825,1.7859
143,9.8519,4.0898,2.1113
144,9.9208,3.4196,1.4493
145,9.9897,5.1594,1.6868
146,10.0586,6.2858,2.0962
147,10.1275,6.2988,2.2521
148,10.1964,9.2227,2.642
149,10.2653,8.889,2.1039
150,10.3342,10.158,2.2604
151,10.4031,9.7516,3.3541
152,10.472,11.5109,3.4729
153,10.5409,11.7109,4.2411
154,10.6098,11.583,3.458
155,10.6786,16.3559,5.0437
156,10.7475,18.0967,4.9633
157,10.8164,18.0491,6.4131
158,10.8853,19.4235,6.2262
159,10.9542,19.724,6.6077
160,11.0231,16.0285,5.4201
161,11.092,15.7744,5.1529
162,11.1609,17.9916,4.5143
163,11.2298,19.6037,4.418
164,11.2987,17.6881,4.4548
165,11.3676,15.1198,5.6512
166,11.4365,11.7043,5.1026
167,11.5054,9.5349,4.0465
168,11.5743,8.894,3.3094
169,11.6432,8.4021,3.1338
170,11.7121,9.5237,3.126
171,11.781,11.4263,2.9374
172,11.8499,13.4945,3.7769
173,11.9187,14.1109,3.6423
174,11.9876,13.0253,4.1383
175,12.0565,10.7917,4.4102
176,12.1254,9.1146,3.3101
177,12.1943,6.5791,4.9615
178,12.2632,5.4621,4.0138
179,12.3321,5.2255,4.0945
180,12.401,5.1939,4.053
181,12.4699,4.8259,4.003
182,12.5388,6.3378,3.8214
183,12.6077,11.8028,3.7988
184,12.6766,14.5095,3.7501
185,12.7455,17.4398,3.9981
186,12.8144,14.8078,3.2374
187,12.8833,10.6797,2.6864
188,12.9522,6.9201,2.0896
189,13.0211,4.5289,2.8089
190,13.09,4.1135,1.9505
191,13.1588,3.2009,2.1422
192,13.2277,4.4551,2.2509
193,13.2966,5.7075,2.1916
194,13.3655,6.3696,2.9462
195,13.4344,7.8723,2.8022
196,13.5033,7.2287,3.097
197,13.5722,6.6295,2.7052
198,13.6411,5.9045,2.7626
199,13.71,5.5735,2.5742
200,13.7789,3.8831,3.0322
201,13.8478,3.8347,2.9919
202,13.9167,4.9451,3.0941
203,13.9856,5.7479,2.589
204,14.0545,4.7292,3.0799
205,14.1234,3.6966,2.6823
206,14.1923,4.2695,3.3158
207,14.2612,4.5358,2.8194
208,14.3301,4.5867,2.4024
209,14.3989,4.0992,2.5202
210,14.4678,5.0982,2.2818
211,14.5367,8.421,2.2618
212,14.6056,9.3924,3.3771
213,14.6745,12.2722,3.5811
214,14.7434,12.9323,4.1212
215,14.8123,11.6114,3.3364
216,14.8812,11.4018,3.1305
217,14.9501,8.3332,2.9332
218,15.019,5.8608,2.9554
219,15.0879,5.6357,2.6359
220,15.1568,5.3999,2.4389
221,15.2257,4.3125,2.7716
222,15.2946,4.3332,3.1415
223,15.3635,4.2814,3.1885
224,15.4324,3.4767,2.5963
225,15.5013,2.777,2.8287
226,15.5702,4.1074,2.2583
227,15.6391,4.6638,2.7368
228,15.7079,3.28,2.4398
229,15.7768,1.7722,2.3393
230,15.8457,1.92,2.5392
231,15.9146,2.0336,3.0058
232,15.9835,3.0203,3.6594
233,16.0524,3.0939,3.5996
234,16.1213,3.3901,3.3733
235,16.1902,2.6358,3.7828
236,16.2591,2.7347,3.857
237,16.328,2.1382,2.5469
238,16.3969,1.8541,3.5376
239,16.4658,0.9885,3.9186
240,16.5347,1.2627,3.564
241,16.6036,3.2493,3.3463
242,16.6725,5.766,3.6156
243,16.7414,7.4909,4.8383
244,16.8103,10.4374,7.5143
245,16.8792,15.9351,9.4987
246,16.948,19.3058,7.8355
247,17.0169,18.9192,8.2258
248,17.0858,15.3953,7.7045
249,17.1547,11.3792,6.712
250,17.2236,9.4657,5.5799
251,17.2925,7.9408,4.9457
252,17.3614,7.3831,4.2139
253,17.4303,6.7074,4.2658
254,17.4992,6.3292,5.4508
255,17.5681,6.9845,5.529
256,17.637,7.1316,5.2584
257,17.7059,10.2274,5.5935
258,17.7748,8.4322,6.9412
259,17.8437,9.5428,7.4581
260,17.9126,13.2815,7.4976
261,17.9815,9.1479,6.1814
262,18.0504,8.8515,6.8077
263,18.1193,7.6906,5.137
264,18.1881,6.1685,5.3592
265,18.257,6.266,4.6106
266,18.3259,7.2301,4.717
267,18.3948,6.4878,4.6404
268,18.4637,6.2141,4.5894
269,18.5326,6.3256,4.3831
270,18.6015,6.4164,3.6139
271,18.6704,7.0388,3.334
272,18.7393,6.8796,3.3566
273,18.8082,8.5639,2.4963
274,18.8771,9.0905,3.0026
275,18.946,8.0164,3.2158
276,19.0149,6.6806,3.75
277,19.0838,5.4923,3.3507
278,19.1527,4.2204,3.3567
279,19.2216,3.3128,3.543
280,19.2905,3.7506,3.1597
281,19.3594,3.1588,2.9644
282,19.4282,3.7435,2.6439
283,19.4971,3.4256,2.6187
284,19.566,7.5446,3.3717
285,19.6349,9.3327,3.8638
286,19.7038,8.1003,3.2723
287,19.7727,7.3928,4.1409
288,19.8416,11.451,4.7339
289,19.9105,18.489,4.961
290,19.9794,29.2004,5.5878
291,20.0483,33.3576,7.4752
292,20.1172,31.1946,10.6734
293,20.1861,23.7406,9.2077
294,20.255,20.9482,7.3057
295,20.3239,19.1488,6.8295
296,20.3928,13.5633,5.6279
297,20.4617,10.5939,4.1815
298,20.5306,7.9181,4.2924
299,20.5995,6.0433,3.7814
300,20.6683,8.6166,4.2702
301,20.7372,7.6401,3.3797
302,20.8061,9.3209,3.5557
303,20.875,11.5772,4.2268
304,20.9439,15.9164,4.3051
305,21.0128,17.1793,5.7407
306,21.0817,13.8099,6.0172
307,21.1506,11.2741,9.2586
308,21.2195,9.8685,8.9547
309,21.2884,6.2067,7.3999
310,21.3573,4.0352,6.4774
311,21.4262,3.6522,6.4373
312,21.4951,6.034,5.7818
313,21.564,5.3957,5.0794
314,21.6329,5.3754,3.0928
315,21.7018,6.7011,3.0997
316,21.7707,7.1889,3.0591
317,21.8396,5.4922,2.895
318,21.9084,4.7764,2.9884
319,21.9773,3.3365,2.8089
320,22.0462,2.9773,2.0729
321,22.1151,4.1592,2.181
322,22.184,4.4063,2.4014
323,22.2529,2.923,2.448
324,22.3218,3.8296,2.8591
325,22.3907,3.432,2.9747
326,22.4596,3.0709,2.6083
327,22.5285,5.2069,2.3804
328,22.5974,5.3431,2.4492
329,22.6663,6.6692,2.9463
330,22.7352,7.1015,3.1135
331,22.8041,7.168,3.3497
332,22.873,9.4098,3.431
333,22.9419,14.6363,2.5216
334,23.0108,20.1535,3.1852
335,23.0797,27.4128,4.1053
336,23.1486,23.4814,4.2076
337,23.2174,20.6107,5.1238
338,23.2863,12.0923,4.8288
339,23.3552,5.8708,3.7623
340,23.4241,4.1536,2.6227
341,23.493,4.1769,2.9802
342,23.5619,4.0441,3.2556
343,23.6308,4.4311,3.5355
344,23.6997,2.4499,4.3153
345,23.7686,2.9883,3.1337
346,23.8375,2.0026,2.6189
347,23.9064,1.9937,3.4366
348,23.9753,2.3654,3.4142
349,24.0442,3.9368,2.2777
350,24.1131,4.3374,3.6302
351,24.182,7.3853,3.4802
352,24.2509,9.2226,3.8451
353,24.3198,11.3349,4.8394
354,24.3887,14.798,5.8008
355,24.4575,17.5433,6.1472
356,24.5264,20.908,6.8411
357,24.5953,27.5074,7.8511
358,24.6642,30.9177,9.331
359,24.7331,32.2626,8.8242
360,24.802,35.9466,9.1696
361,24.8709,31.845,8.4191
362,24.9398,24.3379,8.4026
363,25.0087,19.2301,7.135
364,25.0776,13.0915,5.784
365,25.1465,10.406,5.4186
366,25.2154,9.9093,5.7518
367,25.2843,8.8049,4.4645
368,25.3532,10.826,4.2918
369,25.4221,12.5636,4.0021
370,25.491,13.1325,5.1006
371,25.5599,12.6668,4.9497
372,25.6288,11.608,4.5296
373,25.6976,15.9445,3.7274
374,25.7665,16.9849,3.8979
375,25.8354,17.1181,3.5654
376,25.9043,13.6436,3.7828
377,25.9732,10.4715,3.6152
378,26.0421,9.0165,2.9862
379,26.111,7.1427,2.3946
380,26.1799,6.7246,2.3954
381,26.2488,6.8719,2.5575
382,26.3177,8.8442,2.8361
383,26.3866,7.6018,2.4786
384,26.4555,7.9945,2.8822
385,26.5244,6.7301,3.477
386,26.5933,7.2949,4.4478
387,26.6622,9.6957,4.162
388,26.7311,11.7111,4.8326
389,26.8,14.697,4.475
390,26.8689,14.64,5.6182
391,26.9377,11.2756,4.1352
392,27.0066,7.3938,3.5272
393,27.0755,6.5615,3.5889
394,27.1444,7.3633,3.8598
395,27.2133,10.3566,4.4755
396,27.2822,13.9476,5.8784
397,27.3511,21.3127,6.9628
398,27.42,21.8791,8.719
399,27.4889,17.6442,6.7468
400,27.5578,12.8636,4.8859
401,27.6267,9.2017,3.4355
402,27.6956,7.3326,3.5736
403,27.7645,4.4933,4.5588
404,27.8334,3.639,3.3341
405,27.9023,1.7587,2.6645
406,27.9712,1.3165,2.8525
407,28.0401,2.152,2.0968
408,28.109,3.2186,1.7844
409,28.1778,3.3145,2.2564
410,28.2467,2.9267,1.7997
411,28.3156,2.5519,1.6019
412,28.3845,3.6879,1.3674
413,28.4534,4.1865,1.6992
414,28.5223,5.7066,3.2736
415,28.5912,6.2334,3.808
416,28.6601,13.3356,4.3083
417,28.729,15.8877,7.3822
418,28.7979,19.7405,7.9215
419,28.8668,16.4329,7.8823
420,28.9357,12.7492,7.6024
421,29.0046,10.567,6.8129
422,29.0735,8.5207,5.3349
423,29.1424,7.1768,4.1407
424,29.2113,5.937,3.3881
425,29.2802,7.6604,3.2871
426,29.3491,6.7265,3.2688
427,29.4179,8.1502,3.0717
428,29.4868,8.6916,3.3396
429,29.5557,13.5506,3.6008
430,29.6246,15.2103,5.9619
431,29.6935,20.356,6.0232
432,29.7624,22.9771,5.8235
433,29.8313,23.1046,6.6172
434,29.9002,24.9948,6.1949
435,29.9691,31.1953,6.572
436,30.038,33.9056,6.7703
437,30.1069,35.0345,7.8983
438,30.1758,31.8977,9.0766
439,30.2447,28.1875,7.6029
440,30.3136,22.6126,6.8481
441,30.3825,14.0721,6.002
442,30.4514,10.9153,5.3856
443,30.5203,10.4726,3.5686
444,30.5892,11.9138,3.9693
445,30.6581,11.9568,5.0879
446,30.7269,7.9039,4.0828
447,30.7958,6.1993,2.5432
448,30.8647,8.4485,2.6354
449,30.9336,5.9627,2.6973
450,31.0025,8.0661,2.5347
451,31.0714,5.8787,2.182
452,31.1403,4.4784,2.2482
453,31.2092,3.3585,3.3183
454,31.2781,4.5239,2.8527
455,31.347,5.1861,2.113
456,31.4159,11.0185,3.0751
457,31.4848,19.9986,4.0831
458,31.5537,24.9217,3.9192
459,31.6226,29.497,4.6107
460,31.6915,31.9916,4.1009
461,31.7604,25.8358,4.6482
462,31.8293,20.0448,5.9816
463,31.8982,17.0209,5.8282
464,31.967,14.3721,6.1982
465,32.0359,14.2123,6.3787
466,32.1048,15.6721,6.9256
467,32.1737,15.6846,9.2813
468,32.2426,15.9776,12.0402
469,32.3115,17.6817,14.6703
470,32.3804,17.1141,14.9891
471,32.4493,16.0839,14.4554
472,32.5182,14.1209,14.3428
473,32.5871,16.6247,12.4832
474,32.656,20.7656,11.2323
475,32.7249,22.7359,10.6665
476,32.7938,17.1849,10.2957
477,32.8627,8.512,8.4563
478,32.9316,3.9233,6.838
479,33.0005,3.3911,4.4114
480,33.0694,3.8566,4.2925
481,33.1383,4.2378,3.4662
482,33.2071,2.5976,3.8519
483,33.276,2.7749,4.0779
484,33.3449,1.6596,3.7578
485,33.4138,2.2947,3.8781
486,33.4827,2.7629,4.3656
487,33.5516,2.4699,3.6529
488,33.6205,3.8204,3.8778
489,33.6894,3.3874,4.1555
490,33.7583,4.1591,4.6752
491,33.8272,3.7873,5.3779
492,33.8961,4.5066,6.6159
493,33.965,2.7958,5.7424
494,34.0339,1.5526,5.6342
495,34.1028,1.8938,3.9845
496,34.1717,2.291,3.3163
497,34.2406,1.2199,3.4453
498,34.3095,1.7858,2.5972
499,34.3784,2.4998,2.9758
500,34.4472,2.1681,3.0316
501,34.5161,5.4585,4.0412
502,34.585,6.7312,4.9807
503,34.6539,9.6767,5.7764
504,34.7228,15.7789,7.0554
505,34.7917,19.1116,6.739
506,34.8606,19.4895,7.2111
507,34.9295,19.5394,7.9858
508,34.9984,16.7783,7.2796
509,35.0673,13.3985,7.0401
510,35.1362,11.1953,7.465
