,position (um),Sema5c intensity,Abi intensity
0,0.0,7.1196,4.9853
1,0.0689,5.3834,5.6589
2,0.1378,3.3971,5.3429
3,0.2067,2.5251,4.7377
4,0.2756,4.2368,6.1631
5,0.3445,5.4114,4.9218
6,0.4134,4.7839,3.3792
7,0.4823,4.8005,3.2569
8,0.5512,4.2971,2.9342
9,0.6201,2.5738,2.4666
10,0.6889,2.6478,1.5371
11,0.7578,1.5954,1.1339
12,0.8267,1.4032,1.7392
13,0.8956,1.855,1.8498
14,0.9645,3.3718,1.7265
15,1.0334,3.4458,2.4817
16,1.1023,3.5667,3.2722
17,1.1712,2.5775,4.6434
18,1.2401,2.292,3.6382
19,1.309,3.1816,3.6901
20,1.3779,5.2978,2.8492
21,1.4468,6.3308,2.874
22,1.5157,4.1044,2.2749
23,1.5846,3.0182,3.2199
24,1.6535,2.2514,3.5238
25,1.7224,1.463,3.5613
26,1.7913,1.5829,4.1248
27,1.8602,1.5085,2.9616
28,1.929,1.5867,2.8419
29,1.9979,4.1019,3.0577
30,2.0668,7.1424,2.754
31,2.1357,7.8881,2.9858
32,2.2046,8.6425,2.8103
33,2.2735,8.0259,2.753
34,2.3424,8.3638,2.9707
35,2.4113,8.3319,3.6678
36,2.4802,6.9784,4.4814
37,2.5491,8.0353,5.1384
38,2.618,7.6707,4.9593
39,2.6869,8.2552,4.2028
40,2.7558,10.2003,4.217
41,2.8247,9.7242,3.6491
42,2.8936,10.6863,3.8464
43,2.9625,7.9919,4.0493
44,3.0314,8.5083,3.8109
45,3.1003,8.7851,4.584
46,3.1691,9.4403,3.3827
47,3.238,8.3617,4.4794
48,3.3069,6.0288,6.4896
49,3.3758,4.9785,5.9181
50,3.4447,6.0391,6.5515
51,3.5136,7.8142,5.5692
52,3.5825,7.4991,4.1914
53,3.6514,10.1717,3.1487
54,3.7203,9.3948,2.8202
55,3.7892,9.9272,2.9085
56,3.8581,10.1053,3.4615
57,3.927,8.6622,3.9295
58,3.9959,11.663,3.2907
59,4.0648,9.5534,3.5958
60,4.1337,9.2834,4.0926
61,4.2026,9.325,4.8201
62,4.2715,9.8025,5.1537
63,4.3404,12.2011,4.6191
64,4.4092,15.2174,4.4716
65,4.4781,17.3657,3.5608
66,4.547,15.8825,2.7712
67,4.6159,18.3257,2.439
68,4.6848,21.074,2.8085
69,4.7537,24.0949,3.2638
70,4.8226,28.9947,3.298
71,4.8915,35.3283,3.7353
72,4.9604,39.1929,4.6622
73,5.0293,39.5549,5.4285
74,5.0982,31.2496,6.0694
75,5.1671,21.8727,5.8996
76,5.236,17.9153,5.2348
77,5.3049,15.1199,4.3054
78,5.3738,12.8038,4.1962
79,5.4427,12.5713,4.2841
80,5.5116,10.2663,4.997
81,5.5805,7.6101,6.1811
82,5.6493,5.7111,5.9319
83,5.7182,4.6088,7.2065
84,5.7871,4.7271,4.4765
85,5.856,7.9519,3.3706
86,5.9249,8.3874,3.8229
87,5.9938,8.8625,3.6774
88,6.0627,6.5243,2.5132
89,6.1316,5.3251,2.4575
90,6.2005,5.3902,3.1815
91,6.2694,6.0651,2.9027
92,6.3383,6.4152,2.8281
93,6.4072,5.6773,2.8852
94,6.4761,7.6678,3.1426
95,6.545,8.5787,3.6864
96,6.6139,8.778,2.4812
97,6.6828,11.1361,2.5009
98,6.7517,11.0515,3.113
99,6.8206,7.3495,3.0668
100,6.8894,9.6122,3.6243
101,6.9583,8.4658,3.1649
102,7.0272,7.1829,3.5704
103,7.0961,6.1827,2.988
104,7.165,6.8969,3.6754
105,7.2339,7.0664,4.1635
106,7.3028,9.355,4.4612
107,7.3717,11.678,3.9846
108,7.4406,12.7439,5.1051
109,7.5095,11.5991,5.4571
110,7.5784,7.1519,5.3824
111,7.6473,3.8091,3.9009
112,7.7162,4.0975,3.5639
113,7.7851,3.7058,2.5326
114,7.854,4.5166,2.2843
115,7.9229,4.4635,2.8336
116,7.9918,5.5023,2.7293
117,8.0607,6.4996,1.7877
118,8.1296,6.18,2.0368
119,8.1984,7.6812,2.116
120,8.2673,8.3387,2.3406
121,8.3362,9.6609,1.2382
122,8.4051,9.5895,1.7766
123,8.474,6.9961,1.9041
124,8.5429,4.7628,2.2734
125,8.6118,4.5687,2.456
126,8.6807,7.3092,3.6631
127,8.7496,10.9903,3.3003
128,8.8185,10.9657,2.9721
129,8.8874,9.5569,3.589
130,8.9563,10.5098,3.7665
131,9.0252,10.07,3.282
132,9.0941,13.4171,2.4184
133,9.163,11.6373,2.9895
134,9.2319,10.5353,2.8194
135,9.3008,9.2398,3.226
136,9.3697,7.8179,3.2307
137,9.4385,4.7223,2.1812
138,9.5074,3.1613,2.428
139,9.5763,3.5197,1.4946
140,9.6452,3.5001,2.064
141,9.7141,8.1761,2.3922
142,9.783,10.0987,3.0305
143,9.8519,12.9913,2.5132
144,9.9208,12.7621,3.2186
145,9.9897,13.2766,2.6045
146,10.0586,11.1459,2.1566
147,10.1275,10.1474,3.3952
148,10.1964,10.3596,3.383
149,10.2653,13.1595,2.2076
150,10.3342,16.5342,2.3203
151,10.4031,15.9194,3.2074
152,10.472,18.2504,2.8857
153,10.5409,13.5711,3.5429
154,10.6098,14.8999,3.72
155,10.6786,14.96,3.0105
