,position (um),Sema5c intensity,Abi intensity
175,12.0565,7.3543,2.7631
176,12.1254,12.1501,3.084
177,12.1943,17.9266,3.1707
178,12.2632,23.8685,3.2855
179,12.3321,21.7591,4.448
180,12.401,13.3898,4.1673
181,12.4699,10.2178,5.3019
182,12.5388,7.0822,5.0626
183,12.6077,7.0742,3.6157
184,12.6766,6.7673,2.9894
185,12.7455,6.3361,3.1654
186,12.8144,5.6668,3.3241
187,12.8833,6.5208,4.2525
188,12.9522,10.4222,5.4007
189,13.0211,13.4272,5.3409
190,13.09,16.1799,6.2624
191,13.1588,16.5003,4.5176
192,13.2277,17.5932,4.2379
193,13.2966,15.7295,2.5911
194,13.3655,16.3538,2.4831
195,13.4344,11.347,2.8512
196,13.5033,12.4737,2.6007
197,13.5722,7.4662,3.1696
198,13.6411,7.3565,3.88
199,13.71,7.3661,4.1184
200,13.7789,9.4465,3.8593
201,13.8478,7.7446,3.7625
202,13.9167,8.1051,3.5366
203,13.9856,8.5004,3.5453
204,14.0545,13.8572,4.5609
205,14.1234,17.1655,6.357
206,14.1923,24.2003,7.1416
207,14.2612,29.636,6.4952
208,14.3301,29.146,6.8195
209,14.3989,25.4792,6.958
210,14.4678,24.8504,6.8391
211,14.5367,24.5377,6.4096
212,14.6056,13.4727,4.8162
213,14.6745,11.027,4.2366
214,14.7434,8.7092,3.5447
215,14.8123,8.8273,2.9663
216,14.8812,7.6802,2.2061
217,14.9501,8.0265,2.142
218,15.019,7.6523,2.0033
219,15.0879,7.5902,1.8104
220,15.1568,6.6277,1.4622
221,15.2257,5.9033,1.6717
222,15.2946,4.9529,2.3842
223,15.3635,4.3543,2.4537
224,15.4324,3.252,2.407
225,15.5013,5.1082,3.4958
226,15.5702,8.7367,4.3827
227,15.6391,7.7449,3.8198
228,15.7079,7.2869,4.0552
229,15.7768,4.8849,3.965
230,15.8457,5.0079,3.8919
231,15.9146,5.9913,4.1204
232,15.9835,7.0014,3.7962
233,16.0524,5.9871,3.6146
234,16.1213,5.9386,2.4636
235,16.1902,9.6711,2.2383
236,16.2591,11.9091,1.9143
237,16.328,11.227,2.4374
238,16.3969,9.7355,2.9563
239,16.4658,9.7299,2.3429
240,16.5347,6.1266,2.2122
241,16.6036,6.2161,1.9129
242,16.6725,7.0235,1.8115
243,16.7414,10.4677,2.2831
244,16.8103,11.0237,2.2921
245,16.8792,13.3385,3.2886
246,16.948,15.6752,4.2578
247,17.0169,15.3417,4.8419
248,17.0858,16.4788,3.9545
249,17.1547,12.6231,3.5178
250,17.2236,8.4139,2.6461
251,17.2925,6.9476,2.4392
252,17.3614,7.4259,3.434
253,17.4303,6.1334,3.2554
254,17.4992,6.7048,2.7093
255,17.5681,4.3886,2.1562
256,17.637,5.8937,2.228
257,17.7059,5.7572,2.0108
258,17.7748,7.0771,2.7857
259,17.8437,11.1259,4.0742
260,17.9126,14.8658,3.6771
261,17.9815,13.5861,3.9035
262,18.0504,12.9597,4.0924
263,18.1193,13.1306,3.0335
264,18.1881,10.4212,2.4576
265,18.257,10.5178,2.4422
266,18.3259,13.7144,3.0265
267,18.3948,16.572,2.9904
268,18.4637,17.3479,3.9328
269,18.5326,16.8857,4.3718
270,18.6015,14.9265,3.893
271,18.6704,13.8832,3.6849
272,18.7393,15.0327,4.3528
273,18.8082,12.5082,4.3887
274,18.8771,18.5502,5.3295
275,18.946,17.758,5.8066
276,19.0149,22.8741,6.5529
277,19.0838,23.0434,6.7603
278,19.1527,18.5954,6.1648
279,19.2216,16.7364,6.5282
280,19.2905,12.7125,5.9833
281,19.3594,10.2477,5.1115
282,19.4282,10.1085,4.3132
283,19.4971,11.0122,4.8602
284,19.566,10.7573,4.5605
285,19.6349,7.9899,4.1091
286,19.7038,7.7352,4.49
287,19.7727,7.0324,4.7077
288,19.8416,5.5599,4.8854
289,19.9105,8.2427,4.9345
290,19.9794,9.1555,5.4215
291,20.0483,13.3222,6.014
292,20.1172,14.7697,6.139
293,20.1861,15.9778,6.4914
294,20.255,17.6368,5.8376
295,20.3239,16.1121,6.7964
296,20.3928,15.8295,6.3413
297,20.4617,11.3518,6.6239
298,20.5306,8.2489,5.3431
299,20.5995,6.0504,5.7214
300,20.6683,5.4174,4.0964
301,20.7372,6.1517,3.9425
302,20.8061,6.9213,3.9079
303,20.875,5.9887,4.4534
304,20.9439,5.9743,3.5215
305,21.0128,5.7655,3.1487
306,21.0817,4.4595,2.8952
307,21.1506,6.4886,2.4031
308,21.2195,3.7231,2.9822
309,21.2884,5.2212,2.9896
310,21.3573,7.293,3.3256
311,21.4262,12.6048,3.9023
312,21.4951,18.4195,4.3889
313,21.564,23.707,5.5352
314,21.6329,28.6444,5.9389
315,21.7018,27.683,5.6753
316,21.7707,25.2914,3.941
317,21.8396,20.2388,2.8729
318,21.9084,17.9002,3.7453
319,21.9773,16.6191,3.6355
320,22.0462,13.2519,3.4165
321,22.1151,12.4416,3.2875
322,22.184,12.107,3.9775
323,22.2529,13.548,4.6462
324,22.3218,17.4999,5.4335
325,22.3907,18.0625,6.3563
326,22.4596,17.087,5.9539
327,22.5285,16.5976,5.7813
328,22.5974,13.6981,4.6797
329,22.6663,9.8941,4.0185
330,22.7352,9.1535,3.2038
331,22.8041,7.6535,2.5394
332,22.873,5.7855,3.6499
333,22.9419,4.7269,3.8395
334,23.0108,4.2691,3.1498
335,23.0797,4.5158,3.3653
336,23.1486,4.1773,2.8374
337,23.2174,3.194,3.4409
338,23.2863,5.1706,4.1582
339,23.3552,6.9905,4.7556
340,23.4241,9.7878,4.0681
341,23.493,12.621,4.4562
342,23.5619,14.6238,4.9172
343,23.6308,14.4748,4.9279
344,23.6997,12.7486,5.225
345,23.7686,11.1426,4.1837
346,23.8375,8.8567,4.3985
347,23.9064,4.218,2.8259
348,23.9753,5.9966,2.7837
349,24.0442,7.6554,3.7819
350,24.1131,7.0643,4.3282
351,24.182,8.0396,5.6116
352,24.2509,9.039,6.4766
353,24.3198,10.2223,5.4874
354,24.3887,9.6062,5.2909
355,24.4575,8.3385,5.9216
356,24.5264,8.5642,4.6941
357,24.5953,5.4319,4.7222
358,24.6642,4.2353,4.2745
359,24.7331,2.0866,3.5463
360,24.802,2.5242,3.27
361,24.8709,2.0644,2.3295
362,24.9398,2.9543,2.828
363,25.0087,5.9266,2.9319
364,25.0776,6.7509,2.7582
365,25.1465,7.3046,2.8405
366,25.2154,11.3714,2.4687
367,25.2843,18.2943,2.7985
368,25.3532,20.7783,3.1835
369,25.4221,23.2307,3.6289
370,25.491,20.2181,4.4798
371,25.5599,15.2446,3.6006
372,25.6288,9.7407,3.6001
373,25.6976,7.5188,3.7625
374,25.7665,8.4935,3.8818
375,25.8354,8.8945,6.1024
376,25.9043,9.9515,5.8158
377,25.9732,15.2201,7.8157
378,26.0421,14.6189,6.2005
379,26.111,11.973,4.7131
380,26.1799,7.7283,3.2633
381,26.2488,4.7646,2.4202
382,26.3177,6.7449,2.493
383,26.3866,4.5696,1.8008
384,26.4555,2.7883,2.3007
385,26.5244,2.0337,2.064
386,26.5933,0.9002,2.1434
387,26.6622,1.2873,1.7258
388,26.7311,1.4707,1.8187
389,26.8,2.4854,2.1842
390,26.8689,1.4542,1.5713
391,26.9377,1.3096,1.7464
392,27.0066,1.4862,2.0651
393,27.0755,1.2848,2.0719
394,27.1444,2.8218,1.8957
395,27.2133,4.7783,1.7911
396,27.2822,6.247,2.3676
397,27.3511,5.4081,2.986
398,27.42,4.3865,3.2758
399,27.4889,3.3788,4.1955
400,27.5578,6.3724,5.3293
401,27.6267,5.9219,5.4477
402,27.6956,6.251,4.9775
403,27.7645,6.5582,4.0506
404,27.8334,4.3446,3.5056
405,27.9023,3.484,4.7332
406,27.9712,5.4829,4.8043
407,28.0401,6.9731,4.1374
408,28.109,9.2909,4.8477
409,28.1778,10.8507,3.8443
410,28.2467,6.571,3.7194
411,28.3156,3.8356,3.3982
412,28.3845,3.2186,2.8772
413,28.4534,3.843,2.5038
414,28.5223,2.9797,3.0657
415,28.5912,4.8462,2.8988
416,28.6601,5.9697,3.1849
417,28.729,9.708,5.0617
418,28.7979,11.2238,5.1774
419,28.8668,12.3741,5.1492
420,28.9357,12.5097,3.9036
421,29.0046,10.0377,4.474
422,29.0735,6.8792,4.3513
423,29.1424,5.1166,2.6398
424,29.2113,6.2121,2.8383
425,29.2802,7.6411,2.0955
426,29.3491,8.3826,2.1549
427,29.4179,5.6938,2.3636
428,29.4868,3.9875,2.0894
429,29.5557,3.3385,1.9007
430,29.6246,3.0963,2.3298
431,29.6935,3.5245,3.0236
432,29.7624,4.376,2.3608
433,29.8313,2.8924,3.8587
434,29.9002,3.2649,4.7689
435,29.9691,4.23,4.8069
436,30.038,4.4158,4.6882
437,30.1069,5.8327,4.5241
438,30.1758,5.1669,2.6103
439,30.2447,5.0157,2.0894
440,30.3136,6.5254,2.1395
441,30.3825,7.8667,1.7983
442,30.4514,9.686,2.2543
443,30.5203,8.7702,2.787
444,30.5892,12.1802,3.4272
445,30.6581,16.969,3.3066
446,30.7269,15.1404,4.5948
447,30.7958,13.4352,4.232
448,30.8647,10.1063,3.6455
449,30.9336,5.8356,2.4706
450,31.0025,5.8451,1.9702
451,31.0714,5.966,1.4722
452,31.1403,4.3032,2.139
453,31.2092,5.1201,1.9301
454,31.2781,5.9539,2.5819
455,31.347,8.5173,3.3585
456,31.4159,13.3358,3.1588
457,31.4848,23.8146,4.5143
458,31.5537,32.397,6.8404
459,31.6226,35.9243,8.2415
460,31.6915,34.4465,10.0553
461,31.7604,22.7438,10.3893
462,31.8293,16.1424,8.9706
463,31.8982,11.5859,7.8626
464,31.967,11.6158,6.4633
465,32.0359,12.9575,5.083
466,32.1048,14.9263,6.4258
467,32.1737,11.5493,4.8242
468,32.2426,7.9545,4.4045
469,32.3115,6.7734,3.6719
470,32.3804,5.4768,2.8869
471,32.4493,4.0371,2.7465
472,32.5182,3.5974,1.6779
473,32.5871,2.7792,2.0127
474,32.656,2.5981,1.7896
475,32.7249,1.3021,1.623
476,32.7938,0.6468,1.6072
477,32.8627,1.3989,1.5988
478,32.9316,0.9663,1.5551
479,33.0005,1.1861,1.7438
480,33.0694,1.2719,1.4401
481,33.1383,2.9475,1.9633
482,33.2071,4.8343,1.7291
483,33.276,5.8685,2.2791
484,33.3449,10.0801,2.0042
485,33.4138,12.8088,2.9917
486,33.4827,13.1533,3.7066
487,33.5516,14.2096,3.1941
488,33.6205,17.0124,4.2958
489,33.6894,16.0795,4.0001
490,33.7583,11.4853,3.3512
491,33.8272,11.3444,2.6814
492,33.8961,13.8484,2.2198
493,33.965,16.2851,2.3469
494,34.0339,21.0379,2.9214
495,34.1028,21.8977,3.1924
496,34.1717,20.3225,3.3683
497,34.2406,20.3373,3.9365
498,34.3095,19.9168,6.0159
499,34.3784,20.6363,7.3066
500,34.4472,24.7999,6.9273
501,34.5161,27.9672,5.9873
502,34.585,30.8319,5.9404
503,34.6539,31.3053,5.5144
504,34.7228,22.5361,6.4732
505,34.7917,19.2888,6.0907
506,34.8606,17.2111,5.154
507,34.9295,20.7873,6.1473
508,34.9984,22.0617,6.0231
509,35.0673,25.7324,6.1787
510,35.1362,29.4654,5.8927
511,35.2051,27.8074,4.4594
512,35.274,22.874,6.2438
513,35.3429,18.8753,6.3956
514,35.4118,14.074,5.4243
515,35.4807,10.8651,4.27
516,35.5496,9.7093,2.7288
517,35.6185,7.5944,2.7141
518,35.6873,9.1803,2.1217
519,35.7562,6.9177,2.2125
520,35.8251,5.1865,2.2891
521,35.894,4.9959,1.8121
522,35.9629,4.658,1.7598
523,36.0318,5.6102,2.1395
524,36.1007,6.271,2.4724
525,36.1696,6.5417,2.211
526,36.2385,5.2766,2.1214
527,36.3074,6.8673,1.9841
528,36.3763,7.7188,1.6778
529,36.4452,9.0316,1.6255
530,36.5141,10.7537,2.0657
531,36.583,12.0557,2.2083
532,36.6519,10.3316,2.4986
533,36.7208,10.0032,2.615
534,36.7897,9.0689,2.9453
535,36.8586,11.4713,3.0882
536,36.9274,12.2574,2.6638
537,36.9963,11.2739,2.1976
538,37.0652,9.3977,1.771
539,37.1341,10.3738,1.7545
540,37.203,10.6272,1.7861
541,37.2719,8.7397,1.7694
542,37.3408,6.4191,1.6382
543,37.4097,6.5607,2.9065
544,37.4786,9.1217,3.0513
545,37.5475,8.7383,2.7698
546,37.6164,11.9688,3.5627
547,37.6853,16.9591,4.7746
548,37.7542,17.1989,4.5578
549,37.8231,16.6652,3.362
550,37.892,15.6261,2.8154
551,37.9609,19.6789,3.4484
552,38.0298,21.1988,3.6104
553,38.0987,21.6032,3.9649
554,38.1675,24.0978,4.6457
555,38.2364,21.4743,5.26
556,38.3053,19.4295,4.7649
557,38.3742,18.9257,4.1376
558,38.4431,17.7462,4.0273
559,38.512,16.6048,3.5898
560,38.5809,15.5284,3.2494
561,38.6498,16.0821,2.8481
562,38.7187,16.3372,2.142
563,38.7876,17.8547,2.378
564,38.8565,17.9685,2.2865
565,38.9254,14.9866,2.4193
566,38.9943,18.8487,3.5891
567,39.0632,22.3643,4.0406
568,39.1321,30.0515,4.5157
569,39.201,33.7807,5.1229
570,39.2699,29.7435,4.5721
571,39.3388,23.8106,5.0847
572,39.4076,22.6472,6.89
573,39.4765,22.0739,6.5748
574,39.5454,18.6626,6.6585
575,39.6143,16.448,7.5886
576,39.6832,14.0267,6.16
577,39.7521,14.7549,5.8051
578,39.821,13.9886,4.1118
579,39.8899,11.9607,3.2312
580,39.9588,8.4941,3.4903
581,40.0277,9.4013,3.3609
582,40.0966,8.8946,3.5302
583,40.1655,10.1678,3.5725
584,40.2344,12.2355,4.747
585,40.3033,12.2117,5.0511
586,40.3722,11.9672,5.2243
587,40.4411,11.4384,4.9202
588,40.51,14.2664,3.9568
589,40.5789,16.6654,4.1587
590,40.6478,13.788,2.9972
591,40.7166,10.6905,2.2721
592,40.7855,7.4108,3.484
593,40.8544,4.0178,3.2378
594,40.9233,3.9009,1.6467
595,40.9922,3.8795,1.7
596,41.0611,4.5382,1.7695
597,41.13,3.7141,1.6759
598,41.1989,3.5984,2.4821
599,41.2678,3.115,1.7971
600,41.3367,2.3883,1.4225
601,41.4056,2.1559,1.7416
602,41.4745,2.3221,1.6785
603,41.5434,2.0804,1.6133
604,41.6123,2.3897,2.026
605,41.6812,2.1038,1.8472
606,41.7501,2.2941,1.6824
607,41.819,2.6848,2.2418
608,41.8879,5.1663,1.5592
609,41.9567,4.9389,1.9436
610,42.0256,4.0262,1.5294
611,42.0945,4.9262,1.4438
612,42.1634,3.3329,1.0049
613,42.2323,2.8605,1.2365
614,42.3012,2.1837,1.6932
615,42.3701,2.184,1.5851
616,42.439,4.5344,2.0943
617,42.5079,6.0917,2.6068
618,42.5768,4.0539,2.739
619,42.6457,5.0787,3.1832
620,42.7146,6.3395,2.9173
621,42.7835,9.2815,2.2745
622,42.8524,10.9559,2.0366
623,42.9213,14.4515,2.5457
624,42.9902,18.4827,2.4795
625,43.0591,16.9113,2.7724
626,43.128,22.6715,2.6891
627,43.1968,30.2641,3.3552
628,43.2657,35.8332,2.8851
629,43.3346,42.2744,3.1957
630,43.4035,43.4988,4.1936
631,43.4724,37.6681,5.2418
632,43.5413,25.4096,5.82
633,43.6102,16.2684,4.9572
634,43.6791,7.9461,5.9077
635,43.748,7.7562,5.6007
636,43.8169,9.7486,4.7765
637,43.8858,11.6384,5.46
638,43.9547,15.8664,7.1138
639,44.0236,21.5734,7.2534
640,44.0925,27.0435,7.6732
641,44.1614,23.3443,6.2868
642,44.2303,17.1429,5.1311
643,44.2992,16.4585,6.3937
644,44.3681,18.3869,5.7637
645,44.437,20.0986,7.7506
646,44.5058,21.0356,7.5366
647,44.5747,19.6444,8.6964
648,44.6436,20.9824,10.8309
649,44.7125,22.1899,9.8556
650,44.7814,17.4661,8.9613
651,44.8503,14.5029,7.1693
652,44.9192,16.8695,5.7609
653,44.9881,17.6619,4.5099
654,45.057,13.7479,4.6449
655,45.1259,9.7102,4.4566
656,45.1948,8.2944,3.3268
657,45.2637,5.4175,2.4976
658,45.3326,4.025,3.1857
659,45.4015,3.6123,2.9719
660,45.4704,3.3389,2.5658
661,45.5393,3.0703,1.6107
662,45.6082,2.6701,1.8487
663,45.6771,2.4642,2.7683
664,45.7459,1.6714,3.1234
665,45.8148,3.3412,2.3028
666,45.8837,2.8094,2.448
667,45.9526,3.0718,1.8663
668,46.0215,3.746,1.6856
669,46.0904,4.2498,1.8074
670,46.1593,4.0059,2.0163
671,46.2282,3.9728,2.5427
672,46.2971,6.1936,2.4934
673,46.366,6.5891,3.8218
674,46.4349,10.3085,5.1044
675,46.5038,12.8139,5.055
676,46.5727,12.5668,4.6783
677,46.6416,7.71,5.2254
678,46.7105,5.4879,3.3767
679,46.7794,3.6987,3.2121
680,46.8483,5.1915,3.2189
681,46.9172,7.3188,2.41
682,46.986,7.174,2.4882
683,47.0549,5.6965,2.7261
684,47.1238,6.2714,3.0533
685,47.1927,6.1668,4.0002
686,47.2616,5.1632,4.5605
687,47.3305,4.8778,3.7828
688,47.3994,6.1461,4.9445
689,47.4683,7.0435,4.9157
690,47.5372,9.5849,6.0604
691,47.6061,10.6374,5.7708
692,47.675,7.5847,4.4122
693,47.7439,3.7008,4.2455
694,47.8128,2.151,4.3927
695,47.8817,1.7224,3.7655
696,47.9506,1.2423,3.3799
697,48.0195,1.5851,3.0244
698,48.0884,3.0847,3.0696
699,48.1573,2.6942,2.4567
700,48.2261,2.7327,1.7394
701,48.295,4.0807,1.5291
702,48.3639,5.7235,1.2634
703,48.4328,9.8516,1.9899
704,48.5017,12.7783,3.0634
705,48.5706,12.2302,3.2387
706,48.6395,12.7068,2.7219
707,48.7084,15.9986,3.1481
708,48.7773,19.1775,3.8653
709,48.8462,15.0959,2.8535
710,48.9151,11.5879,2.5253
711,48.984,9.5548,3.503
712,49.0529,5.8632,3.7462
713,49.1218,8.6375,3.7176
714,49.1907,13.6449,4.2276
715,49.2596,19.084,4.9736
716,49.3285,22.2839,5.4606
717,49.3974,18.9447,5.6082
718,49.4662,14.3017,4.4598
719,49.5351,9.6317,4.1952
720,49.604,9.8079,4.7857
721,49.6729,9.6715,4.8253
722,49.7418,13.3838,6.9208
723,49.8107,18.3522,8.1774
724,49.8796,21.263,8.7741
725,49.9485,24.4663,9.3452
726,50.0174,18.2184,10.2006
727,50.0863,14.6083,9.0328
728,50.1552,10.6743,6.9516
729,50.2241,9.2256,7.8661
730,50.293,6.7086,6.7385
731,50.3619,6.0491,5.5929
732,50.4308,5.9376,5.081
733,50.4997,4.4064,3.6635
734,50.5686,4.0431,3.7375
735,50.6375,2.3449,4.7628
736,50.7063,3.5175,3.3586
737,50.7752,3.0122,2.9283
738,50.8441,2.2907,2.1342
739,50.913,3.1457,2.0171
740,50.9819,5.9221,3.2549
741,51.0508,5.9234,3.3911
742,51.1197,3.7651,3.2129
743,51.1886,4.6131,3.2974
744,51.2575,5.431,3.0524
745,51.3264,4.585,3.6704
746,51.3953,3.9673,3.3424
747,51.4642,6.3795,2.9719
748,51.5331,5.4828,2.826
749,51.602,6.3308,2.7624
750,51.6709,7.4148,1.9541
751,51.7398,8.333,2.285
752,51.8087,6.7134,2.5717
753,51.8776,7.8035,2.5137
754,51.9464,10.7534,2.186
755,52.0153,10.5434,2.5615
756,52.0842,10.5815,2.2966
757,52.1531,8.158,2.2018
758,52.222,6.1125,1.9224
759,52.2909,4.7384,2.4125
760,52.3598,6.3982,2.2125
761,52.4287,5.8391,2.2922
762,52.4976,4.9495,1.7744
763,52.5665,6.8283,1.8423
764,52.6354,5.2778,1.7798
765,52.7043,6.8914,1.8389
766,52.7732,7.7391,2.7776
767,52.8421,10.5663,2.2283
768,52.911,10.8459,2.6241
769,52.9799,9.3716,3.8327
770,53.0488,8.0338,4.039
771,53.1177,6.2569,5.2293
772,53.1866,6.3104,6.4377
773,53.2554,7.6075,7.1008
774,53.3243,6.3488,7.4415
775,53.3932,7.3234,6.3233
776,53.4621,6.1672,5.3121
777,53.531,4.9871,4.925
778,53.5999,4.7219,4.9907
779,53.6688,5.6254,3.7487
780,53.7377,4.4905,3.4538
781,53.8066,4.0636,2.6555
782,53.8755,4.5819,2.6517
783,53.9444,5.0526,2.3758
784,54.0133,4.5315,2.3369
785,54.0822,5.7325,3.0758
786,54.1511,8.7165,3.1768
787,54.22,6.4503,3.1647
788,54.2889,3.6903,3.1116
789,54.3578,3.394,2.8883
790,54.4267,2.2184,3.3542
791,54.4955,2.3233,3.4855
792,54.5644,4.0454,4.3187
793,54.6333,4.5289,3.9737
794,54.7022,7.3517,4.7642
795,54.7711,9.8239,4.3079
796,54.84,9.6611,3.8972
797,54.9089,6.9716,3.4933
798,54.9778,6.576,3.7502
799,55.0467,4.6858,3.5658
800,55.1156,3.5763,3.044
801,55.1845,2.2662,3.3453
802,55.2534,2.6677,2.9861
803,55.3223,3.4132,2.8165
804,55.3912,2.8908,2.4618
805,55.4601,2.5146,2.6123
806,55.529,2.735,3.3926
807,55.5979,5.3896,3.33
808,55.6668,8.8495,2.8789
809,55.7356,8.7107,2.3841
810,55.8045,6.6738,2.2127
811,55.8734,3.4393,2.6188
812,55.9423,3.9371,2.9313
813,56.0112,3.1491,1.6077
814,56.0801,3.6455,2.0525
815,56.149,4.6127,2.506
816,56.2179,7.9792,2.7806
817,56.2868,10.0887,2.7648
818,56.3557,11.393,4.0614
819,56.4246,12.899,3.8432
820,56.4935,11.0947,3.9517
821,56.5624,11.5473,4.6584
822,56.6313,15.1285,4.2414
823,56.7002,24.7118,4.7764
824,56.7691,32.1946,5.2761
825,56.838,31.2269,5.1223
826,56.9069,29.0631,4.0101
827,56.9757,25.779,3.0746
828,57.0446,20.2774,3.7254
829,57.1135,12.4739,3.615
830,57.1824,8.4251,2.8409
831,57.2513,6.9316,3.6698
832,57.3202,10.1749,3.209
833,57.3891,12.7562,3.8502
