,position (um),Ecad intensity,Abi intensity
0,0.0,13.1894,2.40071
1,0.069,12.8379,1.80281
2,0.138,13.3006,1.56259
3,0.207,18.7528,1.3223
4,0.276,17.4413,1.25698
5,0.344,17.6518,1.58384
6,0.413,18.2129,1.76265
7,0.482,12.5867,1.38844
8,0.551,13.9495,1.11228
9,0.62,12.3687,1.36278
10,0.689,13.314,1.49305
11,0.758,12.2268,1.44716
12,0.827,11.0264,1.37212
13,0.896,10.4457,1.74555
14,0.965,10.6091,1.30501
15,1.033,9.1448,1.00601
16,1.102,7.3731,0.86337
17,1.171,9.0425,0.73948
18,1.24,10.0859,0.78441
19,1.309,12.5999,0.78452
20,1.378,15.1184,1.1351
21,1.447,17.1976,1.92757
22,1.516,15.4402,2.04692
23,1.585,17.5611,2.10102
24,1.653,18.6095,1.86774
25,1.722,15.5445,1.74919
26,1.791,19.3576,1.6083
27,1.86,17.9396,1.29392
28,1.929,14.7061,1.26795
29,1.998,11.6924,1.23913
30,2.067,10.4237,1.01632
31,2.136,9.1736,1.26291
32,2.205,9.4015,0.75266
33,2.274,12.5354,1.2148
34,2.342,13.3832,1.25325
35,2.411,12.0133,1.81803
36,2.48,11.718,2.10232
37,2.549,10.6365,1.94961
38,2.618,10.5081,1.45303
39,2.687,10.3277,2.27889
40,2.756,10.9725,2.35273
41,2.825,10.26,1.80737
42,2.894,9.6925,1.60181
43,2.962,9.288,1.48091
44,3.031,9.9102,1.64855
45,3.1,8.4913,1.48069
46,3.169,6.898,1.68292
47,3.238,8.2491,1.52162
48,3.307,9.941,1.67421
49,3.376,12.9234,1.59668
50,3.445,16.0833,2.02992
51,3.514,17.6766,2.53779
52,3.583,17.7061,2.14995
53,3.651,14.2484,2.00207
54,3.72,11.4582,1.80669
55,3.789,9.8086,1.68565
56,3.858,14.1578,1.49422
57,3.927,14.4907,1.17443
58,3.996,15.9314,1.35375
59,4.065,15.0027,1.5031
60,4.134,13.3381,1.10639
61,4.203,10.753,1.40966
62,4.271,10.3849,1.72722
63,4.34,10.8779,1.19594
64,4.409,10.2436,0.95606
65,4.478,10.8061,0.79193
66,4.547,11.1682,0.83805
67,4.616,11.8505,0.71912
68,4.685,15.9106,1.07382
69,4.754,23.1429,1.49061
70,4.823,25.2513,2.45994
71,4.892,22.1573,2.1395
72,4.96,20.7576,2.29757
73,5.029,18.0107,1.95609
74,5.098,15.2307,2.0654
75,5.167,15.0057,2.32403
76,5.236,16.4436,2.45274
77,5.305,19.4497,2.71028
78,5.374,22.7418,3.08275
79,5.443,22.9608,3.18866
80,5.512,25.1289,4.08254
81,5.58,26.7259,3.64572
82,5.649,23.523,3.81433
83,5.718,21.3982,3.41843
84,5.787,17.2862,3.60889
85,5.856,16.3529,3.21394
86,5.925,15.3237,3.4208
87,5.994,15.6781,3.05072
88,6.063,15.2912,4.11793
89,6.132,17.7575,3.618
90,6.201,20.8808,3.3644
91,6.269,26.308,3.6716
92,6.338,27.1997,3.23299
93,6.407,30.1127,2.90497
94,6.476,25.2852,1.92992
95,6.545,23.5907,1.62529
96,6.614,23.4927,1.24383
97,6.683,23.6081,1.41232
98,6.752,21.4181,1.18509
99,6.821,22.8452,1.45671
100,6.889,21.08,1.40365
101,6.958,16.3813,1.33168
102,7.027,16.9029,1.92759
103,7.096,15.3329,2.56476
104,7.165,15.1426,2.82983
105,7.234,17.4767,2.46319
106,7.303,18.2261,2.47673
107,7.372,16.4344,2.31545
108,7.441,17.5733,2.13383
109,7.51,16.0125,1.82317
110,7.578,11.7698,1.79625
111,7.647,9.3074,1.69427
112,7.716,10.9667,1.94133
113,7.785,11.3001,2.23062
114,7.854,10.5146,2.12847
115,7.923,13.2189,1.8966
116,7.992,14.7242,1.52356
117,8.061,13.8099,2.52343
118,8.13,11.9485,2.44627
119,8.198,13.8647,2.41883
120,8.267,12.6679,2.67168
121,8.336,11.5251,2.57425
122,8.405,11.6232,2.56129
123,8.474,12.5246,2.7651
124,8.543,11.3209,2.63038
125,8.612,11.4119,1.82335
126,8.681,13.5214,1.90409
127,8.75,15.3855,2.6113
128,8.818,15.9628,1.86825
129,8.887,18.8086,1.84021
130,8.956,21.7657,2.50841
131,9.025,21.7315,2.57811
132,9.094,24.6407,4.1542
133,9.163,22.5351,5.30851
134,9.232,18.6234,5.63119
135,9.301,16.6856,5.83466
136,9.37,15.2907,5.10948
137,9.439,14.3728,4.29553
138,9.507,13.1776,4.80473
139,9.576,13.7003,4.30005
140,9.645,12.8314,2.64206
141,9.714,9.4216,2.89059
142,9.783,10.5942,1.98991
143,9.852,11.3958,1.84926
144,9.921,11.6462,1.47132
145,9.99,12.062,1.58096
146,10.059,10.9063,2.17558
147,10.127,10.3745,2.20722
148,10.196,10.9003,1.34688
149,10.265,9.0272,1.04848
150,10.334,6.6952,1.28613
151,10.403,6.4183,0.38644
152,10.472,7.0514,0.69895
153,10.541,6.8076,1.24319
154,10.61,6.9659,1.22192
155,10.679,6.8819,1.13236
156,10.748,7.5302,1.20765
157,10.816,8.2533,1.05428
158,10.885,9.5604,1.05816
159,10.954,10.0421,0.82897
