,position (um),Ecad intensity,Abi intensity
0,0.0,9.2426,1.93367
1,0.0689,9.2217,1.26636
2,0.1378,7.2686,1.93976
3,0.2067,8.0941,1.61282
4,0.2756,8.935,1.75122
5,0.3445,12.2983,1.5252
6,0.4134,11.5232,0.84806
7,0.4823,9.3966,1.1803
8,0.5512,9.9369,1.66965
9,0.6201,11.0998,1.87049
10,0.6889,11.9614,2.03352
11,0.7578,13.9237,2.51868
12,0.8267,14.9953,3.86266
13,0.8956,17.4429,2.9543
14,0.9645,15.4641,3.02494
15,1.0334,13.634,2.87147
16,1.1023,9.6171,3.03975
17,1.1712,8.4193,2.90153
18,1.2401,9.4219,2.36496
19,1.309,8.4088,1.65935
20,1.3779,5.6115,1.44696
21,1.4468,6.3166,1.48847
22,1.5157,8.4225,1.58198
23,1.5846,9.1094,1.46627
24,1.6535,8.6268,1.07137
25,1.7224,8.0394,0.85287
26,1.7913,10.777,0.5981
27,1.8602,9.7328,1.26763
28,1.929,11.8632,1.13259
29,1.9979,9.7863,0.92035
30,2.0668,9.1748,1.60431
31,2.1357,7.9868,0.997
32,2.2046,5.7347,0.88836
33,2.2735,8.6942,1.03947
34,2.3424,8.8273,0.71501
35,2.4113,9.3784,0.58135
36,2.4802,10.1995,1.10364
37,2.5491,13.7709,1.36456
38,2.618,15.6137,1.75056
39,2.6869,16.4265,1.91961
40,2.7558,15.6291,2.05919
41,2.8247,15.3865,2.28547
42,2.8936,10.8737,2.17805
43,2.9625,11.2699,2.46492
44,3.0314,11.8422,1.97465
45,3.1003,10.8542,1.94491
46,3.1691,11.3194,1.5515
47,3.238,9.632,0.73223
48,3.3069,11.4539,1.17578
49,3.3758,10.6673,0.94672
50,3.4447,11.8633,1.13155
51,3.5136,13.2908,1.1659
52,3.5825,15.4306,1.52053
53,3.6514,16.2875,1.63415
54,3.7203,17.1718,1.65543
55,3.7892,15.5274,1.64078
56,3.8581,17.0226,2.07873
57,3.927,16.1508,2.61562
58,3.9959,20.5889,2.31212
59,4.0648,20.5266,1.85204
60,4.1337,22.2753,1.81433
61,4.2026,21.2989,2.10514
62,4.2715,18.3779,1.58865
63,4.3404,14.2913,1.71228
64,4.4092,12.219,1.9702
65,4.4781,11.4061,2.64345
66,4.547,8.1874,3.16455
67,4.6159,7.5768,2.8382
68,4.6848,6.9816,3.05975
69,4.7537,10.0951,2.64524
70,4.8226,12.1346,1.99495
71,4.8915,14.7774,2.09426
72,4.9604,17.5565,2.14515
73,5.0293,17.3599,2.51995
74,5.0982,16.1159,1.86808
75,5.1671,16.2135,1.90956
76,5.236,13.2118,2.06813
77,5.3049,10.6049,1.99552
78,5.3738,8.0216,1.20898
79,5.4427,4.4052,0.94884
80,5.5116,3.307,0.38571
81,5.5805,2.7108,0.19853
82,5.6493,3.0933,0.78129
83,5.7182,3.249,0.69725
84,5.7871,5.1702,0.69191
85,5.856,3.9451,0.53765
86,5.9249,5.147,0.57027
87,5.9938,3.8838,0.43977
88,6.0627,2.662,0.7982
89,6.1316,2.5502,0.33574
90,6.2005,2.1548,0.57381
91,6.2694,2.2126,0.83076
92,6.3383,3.3223,0.66809
93,6.4072,2.7279,1.05263
94,6.4761,1.8089,0.73125
95,6.545,2.9358,0.50352
96,6.6139,3.9519,0.96194
97,6.6828,4.6789,1.23794
98,6.7517,5.5754,1.11834
99,6.8206,6.3162,0.75973
100,6.8894,6.6578,0.64615
101,6.9583,8.1422,0.7114
102,7.0272,7.0439,0.47069
103,7.0961,5.8386,0.66533
104,7.165,6.2217,0.8525
105,7.2339,3.6253,1.46248
106,7.3028,2.5385,0.84668
107,7.3717,3.0582,0.73119
108,7.4406,3.8197,0.57383
109,7.5095,4.0755,0.89367
110,7.5784,3.1103,0.59284
111,7.6473,3.5674,0.3167
112,7.7162,2.7971,0.26932
113,7.7851,2.0923,1.39353
114,7.854,3.2475,0.89489
115,7.9229,4.7353,0.58752
116,7.9918,7.4473,1.08326
117,8.0607,13.1356,1.34284
118,8.1296,16.4105,2.04922
119,8.1984,20.2755,2.61228
120,8.2673,24.5835,3.22971
121,8.3362,18.5322,2.82327
122,8.4051,15.7911,2.15789
123,8.474,10.9564,1.66815
124,8.5429,9.6245,1.52712
125,8.6118,9.9588,1.03863
126,8.6807,9.2686,1.31608
127,8.7496,10.8085,1.6019
128,8.8185,10.5156,1.55474
129,8.8874,10.863,1.33756
130,8.9563,14.272,1.53287
131,9.0252,14.5613,2.32497
132,9.0941,15.5658,2.60132
133,9.163,14.6834,3.20654
134,9.2319,14.1816,2.94795
135,9.3008,13.8793,2.32077
136,9.3697,10.607,2.40503
137,9.4385,10.3506,2.84531
138,9.5074,10.5781,3.13055
139,9.5763,13.9222,2.90085
140,9.6452,14.6539,2.6845
141,9.7141,17.4691,2.90552
142,9.783,15.6014,3.37171
143,9.8519,16.9173,2.42542
144,9.9208,17.1142,1.99717
145,9.9897,17.3663,2.44619
146,10.0586,18.0713,2.17563
147,10.1275,14.9283,2.37354
148,10.1964,15.1126,1.64258
149,10.2653,13.8162,1.45494
150,10.3342,11.1579,1.13425
151,10.4031,12.3017,1.27161
152,10.472,13.9968,1.0391
153,10.5409,13.6788,1.31707
154,10.6098,10.2061,1.73219
155,10.6786,8.0632,1.68315
156,10.7475,8.8036,1.06301
157,10.8164,7.4888,0.76503
158,10.8853,5.6023,0.69807
159,10.9542,4.8825,0.86978
160,11.0231,4.0554,0.58915
161,11.092,6.637,0.1069
162,11.1609,6.1435,0.20478
163,11.2298,5.9939,0.38882
164,11.2987,6.2127,0.43468
165,11.3676,3.6234,0.53444
166,11.4365,4.3153,0.34682
167,11.5054,1.978,0.25223
168,11.5743,2.2836,0.70596
169,11.6432,3.2871,0.63314
170,11.7121,2.8527,0.81114
171,11.781,1.0027,0.79744
172,11.8499,2.3406,0.67393
173,11.9187,2.263,0.3322
174,11.9876,1.6996,0.06032
175,12.0565,2.6454,0.21944
176,12.1254,3.5629,0.2583
177,12.1943,2.0633,0.36655
178,12.2632,1.6176,0.93643
179,12.3321,3.3938,0.51348
180,12.401,4.44,0.40057
181,12.4699,4.7443,0.752
182,12.5388,6.6973,0.84233
183,12.6077,7.4059,1.42494
184,12.6766,8.6346,1.7658
185,12.7455,10.6217,2.16266
186,12.8144,12.5008,1.28777
187,12.8833,13.9031,0.89001
188,12.9522,12.5744,0.83647
189,13.0211,10.1572,0.73436
190,13.09,9.9115,1.05912
191,13.1588,6.7153,0.71791
192,13.2277,7.5306,1.13715
193,13.2966,7.2748,0.94724
194,13.3655,6.1232,1.29996
195,13.4344,4.442,0.67884
196,13.5033,4.4234,0.73977
197,13.5722,5.3795,0.85909
198,13.6411,4.116,0.74456
199,13.71,3.5563,0.51252
