,position (um),Ecad intensity,Abi intensity
0,0.0,13.8531,1.5255
1,0.0689,11.6985,1.51361
2,0.1378,14.4439,2.20931
3,0.2067,14.9357,2.4554
4,0.2756,13.2061,1.94115
5,0.3445,11.963,1.12198
6,0.4134,11.2222,1.04542
7,0.4823,8.4795,1.03361
8,0.5512,7.0987,0.53991
9,0.6201,7.2267,0.53068
10,0.6889,5.4277,0.72425
11,0.7578,7.8604,0.48551
12,0.8267,8.6297,0.65867
13,0.8956,7.4975,1.02636
14,0.9645,8.4353,1.02301
15,1.0334,9.0533,1.62331
16,1.1023,7.9197,2.26647
17,1.1712,7.723,2.38717
18,1.2401,9.5272,1.43689
19,1.309,10.6474,1.20429
20,1.3779,9.592,1.21582
21,1.4468,8.1776,1.09081
22,1.5157,7.8103,1.13242
23,1.5846,6.0413,1.44216
24,1.6535,6.4677,1.51046
25,1.7224,5.6849,2.07777
26,1.7913,4.8023,2.58547
27,1.8602,5.6476,2.2837
28,1.929,6.4269,2.44624
29,1.9979,8.0341,1.95668
30,2.0668,8.1394,1.38944
31,2.1357,7.3977,0.66488
32,2.2046,7.4088,0.6414
33,2.2735,7.3603,0.32842
34,2.3424,7.6397,0.72202
35,2.4113,8.1761,0.47203
36,2.4802,8.1343,0.4863
37,2.5491,7.7081,0.24726
38,2.618,10.4131,0.53497
39,2.6869,11.0135,0.44499
40,2.7558,11.9523,0.51978
41,2.8247,10.5596,0.91601
42,2.8936,11.6211,1.12276
43,2.9625,14.8317,0.75172
44,3.0314,15.0426,1.29234
45,3.1003,16.737,0.98515
46,3.1691,17.4632,1.32331
47,3.238,20.0811,1.22877
48,3.3069,20.6351,1.75027
49,3.3758,22.2067,1.94788
50,3.4447,25.6473,2.28035
51,3.5136,30.8199,3.17309
52,3.5825,29.7153,3.44111
53,3.6514,23.7199,3.33395
54,3.7203,17.8538,2.33611
55,3.7892,16.3832,2.19282
56,3.8581,15.4281,1.81257
57,3.927,14.1808,1.78127
58,3.9959,14.1324,1.3223
59,4.0648,12.2603,1.40011
60,4.1337,10.6178,0.6851
61,4.2026,8.2592,0.44714
62,4.2715,6.3671,0.72926
63,4.3404,4.9062,0.33185
64,4.4092,4.4904,0.37099
65,4.4781,5.0729,0.50514
66,4.547,5.6211,0.28808
67,4.6159,3.9627,0.29386
68,4.6848,4.3263,0.57734
69,4.7537,5.3621,0.73887
70,4.8226,6.0607,0.8457
71,4.8915,6.2926,0.71897
72,4.9604,6.2795,0.65184
73,5.0293,6.6321,0.65489
74,5.0982,6.6143,1.25239
75,5.1671,5.4352,1.31166
76,5.236,7.3738,0.88916
77,5.3049,7.8704,0.90022
78,5.3738,8.6067,0.72774
79,5.4427,8.7199,0.95728
80,5.5116,9.8652,1.47348
81,5.5805,11.9889,2.06305
82,5.6493,11.4772,2.09647
83,5.7182,13.4327,2.03963
84,5.7871,11.6043,1.28766
85,5.856,10.9958,1.18517
86,5.9249,8.1923,0.97596
87,5.9938,7.4773,1.74052
88,6.0627,9.2641,1.41085
89,6.1316,9.3571,1.31184
90,6.2005,9.1808,0.8003
91,6.2694,8.9401,1.04844
92,6.3383,11.1549,0.73272
93,6.4072,9.3055,1.10099
94,6.4761,9.521,1.53663
95,6.545,12.3678,1.25886
96,6.6139,12.641,1.17352
97,6.6828,11.5185,1.53968
98,6.7517,9.1522,1.6045
99,6.8206,8.8816,1.05584
100,6.8894,7.8397,0.5923
101,6.9583,11.425,0.35312
102,7.0272,14.8952,0.41509
103,7.0961,14.9675,1.15762
104,7.165,15.7147,1.44146
105,7.2339,19.4954,1.40503
106,7.3028,21.1586,1.13592
107,7.3717,20.402,1.26733
108,7.4406,19.6629,1.69967
109,7.5095,18.057,2.21702
110,7.5784,17.6602,2.21763
111,7.6473,14.1026,2.04939
112,7.7162,11.9695,2.60748
113,7.7851,10.574,2.44795
114,7.854,12.8573,1.98462
115,7.9229,10.2748,2.0574
116,7.9918,10.2183,1.32594
117,8.0607,10.4648,0.9758
118,8.1296,9.3512,1.09488
119,8.1984,7.8244,0.70691
120,8.2673,7.0679,0.63868
121,8.3362,8.6603,0.809
122,8.4051,9.7972,0.6915
123,8.474,12.0179,0.63173
124,8.5429,15.5174,0.93722
125,8.6118,16.7095,0.94557
126,8.6807,14.4894,0.78119
127,8.7496,13.2161,0.5679
128,8.8185,12.2867,0.56604
129,8.8874,12.0536,0.58096
130,8.9563,11.2025,0.35648
131,9.0252,11.2782,0.60561
132,9.0941,11.4461,0.5139
133,9.163,10.6149,0.58622
134,9.2319,9.3909,0.86785
135,9.3008,10.445,0.6814
136,9.3697,12.6139,1.16791
137,9.4385,13.0096,1.12717
138,9.5074,16.8001,1.30441
139,9.5763,19.3371,1.72046
140,9.6452,16.2947,1.8915
141,9.7141,13.9889,2.03114
142,9.783,14.0628,1.55996
143,9.8519,16.212,0.9243
144,9.9208,12.5972,1.20104
145,9.9897,11.5549,0.89087
146,10.0586,8.3681,0.84453
147,10.1275,10.21,0.61152
148,10.1964,12.871,0.73218
149,10.2653,12.6907,0.62921
150,10.3342,12.4323,0.64181
151,10.4031,12.7803,0.67269
152,10.472,11.9875,0.73544
153,10.5409,14.1812,1.01418
154,10.6098,11.9502,0.79929
155,10.6786,9.6255,0.923
156,10.7475,10.4824,0.96968
157,10.8164,9.8999,1.26686
158,10.8853,9.338,1.06349
159,10.9542,10.8507,1.342
160,11.0231,10.9315,2.41425
161,11.092,8.9124,1.70641
162,11.1609,8.2422,0.94944
163,11.2298,9.0458,0.76649
164,11.2987,9.5564,0.60089
165,11.3676,8.1644,0.84187
166,11.4365,8.3426,0.87418
167,11.5054,9.1586,0.646
168,11.5743,8.1609,0.95622
169,11.6432,8.7033,0.61453
170,11.7121,8.8533,0.64373
171,11.781,10.1732,0.75117
172,11.8499,12.3015,0.68701
173,11.9187,12.372,0.46725
174,11.9876,12.4095,0.80599
175,12.0565,15.5712,0.78788
176,12.1254,17.9596,0.67907
177,12.1943,17.9796,1.60674
178,12.2632,19.4453,1.77436
179,12.3321,20.8611,2.16467
180,12.401,24.1307,3.09226
181,12.4699,28.8165,2.54089
182,12.5388,34.902,2.8867
183,12.6077,31.6282,4.1094
184,12.6766,27.3564,3.46452
185,12.7455,22.8679,2.49215
186,12.8144,22.2767,2.4312
187,12.8833,15.3895,1.67833
188,12.9522,10.7861,1.58531
189,13.0211,9.4255,0.82615
190,13.09,8.7498,0.84992
191,13.1588,7.6495,0.6932
192,13.2277,6.3773,0.68816
193,13.2966,5.7009,0.67949
194,13.3655,5.5293,0.72459
195,13.4344,5.8988,0.24785
196,13.5033,7.5719,0.52155
197,13.5722,8.4747,0.83987
198,13.6411,8.22,0.74682
199,13.71,9.3422,0.96217
200,13.7789,11.0081,1.36321
201,13.8478,12.2057,1.42965
202,13.9167,10.1929,1.12502
203,13.9856,10.7448,1.30839
204,14.0545,12.2741,1.20526
205,14.1234,12.5665,1.03931
206,14.1923,12.0757,0.78548
207,14.2612,12.7785,0.84473
208,14.3301,10.907,1.05678
209,14.3989,9.8804,1.16512
210,14.4678,11.0573,1.62522
211,14.5367,11.5911,1.70847
212,14.6056,13.4144,1.63439
213,14.6745,17.702,2.19676
214,14.7434,21.5839,2.2556
215,14.8123,21.2942,1.16482
216,14.8812,19.4222,0.8214
217,14.9501,19.67,1.03765
218,15.019,18.5498,0.96306
219,15.0879,14.481,1.19534
220,15.1568,14.0578,1.29151
221,15.2257,15.5862,1.17248
222,15.2946,14.5322,1.21746
223,15.3635,14.1717,1.3606
224,15.4324,10.9933,0.67827
225,15.5013,12.214,0.57744
226,15.5702,12.0537,0.45791
227,15.6391,11.601,0.5638
228,15.7079,8.255,0.6574
229,15.7768,8.6058,1.29918
230,15.8457,8.983,1.84417
231,15.9146,7.6188,2.62921
232,15.9835,6.6051,3.19038
233,16.0524,8.9869,3.71583
234,16.1213,9.9389,4.26718
235,16.1902,11.3261,3.97406
236,16.2591,13.1188,3.16887
237,16.328,18.8855,3.94392
238,16.3969,21.9965,3.62104
239,16.4658,21.5394,3.29425
240,16.5347,21.1989,3.45831
241,16.6036,19.339,3.19717
242,16.6725,23.6064,3.07141
243,16.7414,27.2845,2.6184
244,16.8103,28.6774,4.17249
245,16.8792,26.9517,5.4919
246,16.948,27.4568,4.19075
247,17.0169,25.9021,4.42264
248,17.0858,25.2227,3.27702
249,17.1547,21.6857,2.45186
250,17.2236,23.1129,2.45306
251,17.2925,19.1852,2.05357
252,17.3614,16.2251,1.71355
253,17.4303,12.8682,1.89829
254,17.4992,9.4569,1.34315
255,17.5681,9.2908,0.72631
256,17.637,7.8725,1.1433
257,17.7059,6.8404,0.94674
258,17.7748,8.2366,0.69691
259,17.8437,7.027,0.31366
260,17.9126,7.7634,0.27513
261,17.9815,7.4199,0.19304
262,18.0504,7.3482,0.35437
263,18.1193,6.9815,0.73562
264,18.1881,8.6584,0.7472
265,18.257,9.2776,0.63405
266,18.3259,9.8258,1.02764
267,18.3948,11.2217,0.7395
268,18.4637,16.4931,0.97552
269,18.5326,15.231,1.49581
270,18.6015,15.6177,1.0222
271,18.6704,16.4691,1.34477
272,18.7393,14.9354,1.2252
273,18.8082,15.7823,0.80376
274,18.8771,17.5487,1.1214
275,18.946,17.7927,1.67887
276,19.0149,18.7669,1.55069
277,19.0838,22.4955,1.48031
278,19.1527,21.3215,2.15109
279,19.2216,19.8552,2.82588
280,19.2905,21.9558,2.88149
281,19.3594,20.5205,1.72161
282,19.4282,14.8974,1.34995
283,19.4971,11.3239,1.33015
284,19.566,11.381,1.20311
285,19.6349,11.3586,0.66049
286,19.7038,9.1782,1.05793
287,19.7727,8.8504,1.17369
288,19.8416,9.004,1.31998
289,19.9105,10.1199,1.2221
290,19.9794,10.43,1.28802
291,20.0483,12.7088,0.79779
292,20.1172,18.6016,1.25787
293,20.1861,23.1452,1.77539
294,20.255,24.467,2.05072
295,20.3239,20.5874,1.25148
296,20.3928,19.1867,1.7882
297,20.4617,13.5314,1.41213
298,20.5306,11.0051,1.79818
299,20.5995,11.228,1.63604
300,20.6683,12.6001,1.28667
301,20.7372,14.0262,1.04521
302,20.8061,15.3222,1.14369
303,20.875,15.0906,1.68559
304,20.9439,12.9725,1.5179
305,21.0128,12.8853,1.41995
306,21.0817,14.5344,1.5931
307,21.1506,14.448,1.66883
308,21.2195,14.167,1.19865
309,21.2884,15.2787,1.33148
310,21.3573,13.7273,0.99041
311,21.4262,12.2783,0.88026
312,21.4951,13.5416,0.99928
313,21.564,14.3152,0.90651
314,21.6329,11.6801,1.08919
315,21.7018,9.646,1.03567
316,21.7707,7.7189,0.80408
317,21.8396,8.3464,1.10328
318,21.9084,9.2576,0.54657
319,21.9773,7.578,0.85172
320,22.0462,8.4825,0.66869
321,22.1151,7.9092,0.52432
322,22.184,8.5398,0.37389
323,22.2529,8.1453,0.38526
324,22.3218,7.8875,0.47965
325,22.3907,10.2747,0.74087
326,22.4596,11.7156,1.16221
327,22.5285,11.6167,0.93357
328,22.5974,11.5736,0.68585
329,22.6663,15.8288,1.17376
330,22.7352,21.0167,1.83595
331,22.8041,25.4769,2.33434
332,22.873,23.7094,2.91305
333,22.9419,19.3206,3.0106
334,23.0108,18.4297,2.48731
335,23.0797,17.9815,1.80782
336,23.1486,14.82,2.12327
337,23.2174,12.0021,1.72113
338,23.2863,9.9569,1.15514
339,23.3552,10.8028,1.00821
340,23.4241,9.1089,1.45777
341,23.493,10.7645,1.24998
342,23.5619,11.6682,0.9826
343,23.6308,11.9619,1.09836
344,23.6997,14.468,1.79962
345,23.7686,15.5212,2.52583
346,23.8375,15.3323,2.98029
347,23.9064,17.6539,3.01405
348,23.9753,18.8992,2.96843
349,24.0442,19.3428,2.27267
350,24.1131,19.5783,2.21249
351,24.182,18.1879,1.99446
352,24.2509,16.9573,2.046
353,24.3198,13.0806,1.76157
354,24.3887,12.5558,1.69482
355,24.4575,11.5364,1.68616
356,24.5264,11.7566,1.4653
357,24.5953,13.6459,1.77674
358,24.6642,13.7954,2.23386
359,24.7331,13.9706,2.68434
360,24.802,12.3135,2.61236
361,24.8709,15.1106,1.64132
362,24.9398,13.5559,2.0978
363,25.0087,12.6654,1.95188
364,25.0776,15.5809,2.55123
365,25.1465,17.616,2.88017
366,25.2154,14.9435,2.97246
367,25.2843,15.4818,2.12863
368,25.3532,17.3818,1.24512
369,25.4221,15.378,1.72219
370,25.491,17.051,1.73028
371,25.5599,14.3346,1.02967
372,25.6288,16.1897,0.67002
373,25.6976,13.9369,0.65903
374,25.7665,12.8487,1.04634
375,25.8354,14.5903,1.35219
376,25.9043,15.6345,1.41211
377,25.9732,13.8234,1.70261
378,26.0421,15.6141,1.69583
379,26.111,14.9435,1.68534
380,26.1799,16.6381,1.68207
381,26.2488,15.8707,0.9265
382,26.3177,13.6552,1.17002
383,26.3866,11.5678,1.38488
384,26.4555,10.0455,1.11961
385,26.5244,10.246,0.69268
386,26.5933,8.9082,1.46893
387,26.6622,7.558,1.4965
388,26.7311,6.6268,1.11302
389,26.8,9.1493,1.16272
390,26.8689,10.4206,1.44903
391,26.9377,11.0686,1.28031
392,27.0066,12.4603,2.31394
393,27.0755,16.5011,1.78175
394,27.1444,20.5429,2.63863
395,27.2133,22.1099,2.34825
396,27.2822,21.3786,2.62991
397,27.3511,23.1205,3.21771
398,27.42,28.9262,3.85061
399,27.4889,34.6505,3.99318
400,27.5578,37.3787,4.42284
401,27.6267,36.4445,3.79583
402,27.6956,31.7735,3.03374
403,27.7645,24.1808,3.3149
404,27.8334,18.0634,2.88641
405,27.9023,18.1036,2.85348
406,27.9712,19.2488,3.00922
407,28.0401,20.0083,2.86449
408,28.109,17.7592,3.00532
409,28.1778,16.8552,2.45326
410,28.2467,14.8409,2.14632
411,28.3156,9.9817,2.1199
412,28.3845,9.2782,2.14016
413,28.4534,9.1458,2.25781
414,28.5223,8.2049,2.01773
415,28.5912,10.129,1.72395
416,28.6601,10.4375,1.83334
417,28.729,14.6516,1.48797
418,28.7979,17.9823,1.71246
419,28.8668,16.1984,1.18615
420,28.9357,17.6716,0.61073
421,29.0046,15.6155,0.92014
422,29.0735,16.3732,0.43226
423,29.1424,16.2438,0.67927
424,29.2113,13.5092,0.88801
425,29.2802,13.1151,1.49265
426,29.3491,11.296,1.94046
427,29.4179,9.1886,1.47472
428,29.4868,8.3062,1.86716
429,29.5557,7.6073,1.05711
430,29.6246,8.8935,0.97061
431,29.6935,10.0417,0.79248
432,29.7624,10.6222,0.95217
433,29.8313,10.7764,0.76604
