,position (um),Ecad intensity,Abi intensity
0,0.0,17.9339,4.26579
1,0.0689,18.9163,3.77904
2,0.1378,18.7143,3.25557
3,0.2067,18.5735,2.95492
4,0.2756,21.1257,2.3462
5,0.3445,20.3426,2.1855
6,0.4134,20.8354,2.13971
7,0.4823,19.2325,2.14676
8,0.5512,16.7682,2.23025
9,0.6201,15.3902,3.08836
10,0.6889,17.3964,2.02416
11,0.7578,18.467,2.98279
12,0.8267,18.7871,2.63789
13,0.8956,18.3113,2.7297
14,0.9645,16.4818,1.71532
15,1.0334,15.3526,1.00035
16,1.1023,15.8891,1.40123
17,1.1712,15.7564,1.20259
18,1.2401,14.7369,1.61154
19,1.309,14.6103,2.37953
20,1.3779,13.5208,1.75859
21,1.4468,14.162,1.61236
22,1.5157,13.0831,1.35488
23,1.5846,12.3173,1.92363
24,1.6535,12.4427,2.95104
25,1.7224,13.0391,3.15472
26,1.7913,11.2046,2.63478
27,1.8602,11.0779,2.94184
28,1.929,12.1057,2.45241
29,1.9979,13.1105,1.72572
30,2.0668,14.0961,1.67634
31,2.1357,12.9891,2.0024
32,2.2046,10.4503,1.87082
33,2.2735,9.5,1.44935
34,2.3424,8.3546,1.44435
35,2.4113,9.0313,1.44872
36,2.4802,11.1244,1.28927
37,2.5491,10.4084,1.07347
38,2.618,10.8982,1.41655
39,2.6869,11.6469,1.13049
40,2.7558,10.1395,1.10179
41,2.8247,11.5901,0.93333
42,2.8936,10.4695,1.09001
43,2.9625,11.6671,1.513
44,3.0314,11.4519,1.53565
45,3.1003,11.3086,1.31642
46,3.1691,10.4516,1.40184
47,3.238,9.2049,0.90517
48,3.3069,12.6458,0.92894
49,3.3758,13.9065,1.08827
50,3.4447,15.8595,0.90956
51,3.5136,15.9218,0.69486
52,3.5825,14.2903,0.76535
53,3.6514,13.8893,1.0191
54,3.7203,16.8074,1.13683
55,3.7892,18.5149,1.08814
56,3.8581,19.6266,1.16904
57,3.927,16.3113,1.45367
58,3.9959,13.0611,0.83929
59,4.0648,11.6254,0.63133
60,4.1337,8.8845,0.84385
61,4.2026,9.2703,1.49269
62,4.2715,10.2706,1.35665
63,4.3404,10.1718,1.14763
64,4.4092,9.3874,1.38785
65,4.4781,11.365,1.49597
66,4.547,14.1659,1.40224
67,4.6159,15.71,1.77305
68,4.6848,16.2645,2.01363
69,4.7537,20.3199,3.54311
70,4.8226,18.3059,4.29888
71,4.8915,15.943,2.80207
72,4.9604,14.6623,2.35706
73,5.0293,13.0876,1.9748
74,5.0982,10.2947,2.15141
75,5.1671,8.7002,1.61353
76,5.236,7.941,1.26024
77,5.3049,8.5828,1.35441
78,5.3738,8.879,1.33514
79,5.4427,8.712,1.30822
80,5.5116,10.4064,1.03741
81,5.5805,13.054,1.18457
82,5.6493,14.0551,1.29602
83,5.7182,12.011,1.56453
84,5.7871,10.5339,2.24684
85,5.856,8.6162,2.41123
86,5.9249,9.9365,1.88518
87,5.9938,12.5006,2.1964
88,6.0627,14.111,2.28421
89,6.1316,13.3134,2.02687
90,6.2005,15.5038,1.50569
91,6.2694,10.5946,1.07508
