,position (um),Ecad intensity,Abi intensity
0,0.0,6.8398,3.69787
1,0.0689,7.0249,2.91448
2,0.1378,10.8571,1.89919
3,0.2067,12.5991,1.64121
4,0.2756,15.6676,1.60774
5,0.3445,20.3422,2.44719
6,0.4134,17.9044,1.4179
7,0.4823,16.6871,1.34043
8,0.5512,11.7536,1.23135
9,0.6201,8.4774,0.92123
10,0.6889,8.6315,0.9591
11,0.7578,8.663,1.02272
12,0.8267,10.6178,0.55065
13,0.8956,10.6923,0.64699
14,0.9645,10.2755,0.9722
15,1.0334,11.2697,1.02526
16,1.1023,12.614,1.0816
17,1.1712,12.6254,1.28182
18,1.2401,15.8929,1.09808
19,1.309,14.0989,1.67477
20,1.3779,15.809,1.42438
21,1.4468,15.4429,1.30046
22,1.5157,16.98,1.64735
23,1.5846,16.6506,1.49174
24,1.6535,14.5586,1.33592
25,1.7224,16.0831,0.99873
26,1.7913,15.6933,1.27632
27,1.8602,15.5468,1.65748
28,1.929,15.4877,1.66922
29,1.9979,13.1131,1.4822
30,2.0668,13.5192,1.27897
31,2.1357,13.5286,2.36661
32,2.2046,13.6191,2.1304
33,2.2735,14.68,2.60647
34,2.3424,16.62,2.69029
35,2.4113,17.9487,2.949
36,2.4802,16.8312,2.88785
37,2.5491,16.4334,2.53171
38,2.618,17.422,1.59185
39,2.6869,18.4161,1.61985
40,2.7558,18.972,1.56949
41,2.8247,18.9532,1.09785
42,2.8936,20.5729,1.23899
43,2.9625,16.664,1.5007
44,3.0314,15.0457,1.23934
45,3.1003,13.7319,1.56209
46,3.1691,16.064,1.57771
47,3.238,13.574,1.78355
48,3.3069,14.3435,1.58284
49,3.3758,13.7799,1.57302
50,3.4447,14.1307,1.18038
51,3.5136,14.6388,1.2662
52,3.5825,15.0928,1.4331
53,3.6514,13.4007,2.24494
54,3.7203,15.7877,2.15208
55,3.7892,15.3861,2.59046
56,3.8581,20.2187,2.78805
57,3.927,24.3107,2.62744
58,3.9959,21.9533,3.4425
59,4.0648,17.1333,2.93317
60,4.1337,17.6391,2.77036
61,4.2026,17.6049,2.34526
62,4.2715,18.723,2.24018
63,4.3404,15.1333,2.53354
64,4.4092,15.1335,2.19497
65,4.4781,17.5474,2.45468
66,4.547,16.9466,2.08761
67,4.6159,16.1842,2.5394
68,4.6848,15.3492,1.98187
69,4.7537,13.536,1.69978
70,4.8226,11.1099,2.1199
71,4.8915,13.4644,2.94057
72,4.9604,13.1737,2.53098
73,5.0293,13.6052,2.30973
74,5.0982,12.1751,2.97901
75,5.1671,11.5942,3.67136
76,5.236,12.0717,3.91634
77,5.3049,14.7169,3.02341
78,5.3738,15.0943,2.71134
79,5.4427,16.2737,2.24505
80,5.5116,13.141,2.25749
81,5.5805,10.5494,2.2085
82,5.6493,9.2352,2.09124
83,5.7182,8.9633,1.76894
84,5.7871,8.3494,2.16935
85,5.856,8.0288,2.06401
86,5.9249,6.8084,2.33385
87,5.9938,7.0245,1.84119
88,6.0627,9.2086,1.66968
89,6.1316,8.2268,1.48393
90,6.2005,8.7526,1.07794
91,6.2694,10.9023,1.48828
92,6.3383,10.2891,1.36181
93,6.4072,10.727,1.02672
94,6.4761,8.6251,1.19668
95,6.545,9.1804,1.52374
96,6.6139,8.677,1.26427
97,6.6828,10.8855,1.31192
98,6.7517,10.0659,1.39692
99,6.8206,10.2512,1.79857
100,6.8894,12.3685,2.24593
101,6.9583,13.6184,2.26235
102,7.0272,16.8493,3.14902
103,7.0961,20.1331,4.06889
104,7.165,20.6422,3.69973
105,7.2339,20.8295,3.89919
106,7.3028,18.8465,3.38152
107,7.3717,17.9051,3.07705
108,7.4406,14.7834,3.26536
109,7.5095,11.7743,3.02118
110,7.5784,11.0836,3.04792
111,7.6473,10.9525,2.987
112,7.7162,13.3034,3.58952
113,7.7851,16.2645,4.4218
114,7.854,18.2402,5.04622
115,7.9229,18.9572,4.69626
116,7.9918,17.5035,4.08287
117,8.0607,16.9054,4.29062
118,8.1296,17.0053,4.15355
119,8.1984,17.1941,3.55127
120,8.2673,18.0381,2.91104
121,8.3362,21.1423,1.78566
122,8.4051,20.3252,2.22522
123,8.474,19.772,2.14563
124,8.5429,16.7554,1.51231
125,8.6118,15.5792,2.239
126,8.6807,16.2608,1.75563
127,8.7496,15.7544,1.25973
128,8.8185,15.8475,1.27657
129,8.8874,17.9774,1.40892
130,8.9563,16.8467,1.75224
131,9.0252,15.8028,1.73284
132,9.0941,13.8075,1.0459
133,9.163,13.4451,1.02743
134,9.2319,9.6061,0.68876
135,9.3008,8.3125,0.63379
136,9.3697,7.41,0.76656
137,9.4385,6.1893,1.06399
138,9.5074,6.9937,0.69691
139,9.5763,8.1319,0.76255
140,9.6452,6.5274,1.1253
141,9.7141,7.0557,0.86073
142,9.783,6.2671,1.08107
143,9.8519,5.5581,1.68904
144,9.9208,5.4281,2.14123
145,9.9897,6.0215,2.10778
146,10.0586,9.0007,1.44238
147,10.1275,8.1639,0.94044
148,10.1964,6.3274,0.97583
149,10.2653,7.286,1.04056
150,10.3342,5.3925,0.57517
151,10.4031,4.4525,1.07168
152,10.472,3.626,1.0532
153,10.5409,3.7113,0.80645
154,10.6098,4.2961,0.79425
155,10.6786,3.0945,0.95597
156,10.7475,2.3979,0.75724
157,10.8164,2.606,0.54182
158,10.8853,2.3898,0.68793
159,10.9542,1.4993,0.65151
160,11.0231,2.5371,0.56853
161,11.092,2.492,1.00006
162,11.1609,2.8459,0.91964
163,11.2298,4.3606,1.31488
164,11.2987,5.988,1.77
165,11.3676,5.2002,2.22803
166,11.4365,5.7357,1.79185
167,11.5054,5.8103,1.30307
168,11.5743,6.1387,0.90115
169,11.6432,7.4655,1.20418
170,11.7121,10.2916,1.57446
171,11.781,10.4037,2.01156
172,11.8499,9.3373,1.37899
173,11.9187,10.2839,1.12842
174,11.9876,11.2961,1.41431
175,12.0565,9.3247,1.58386
176,12.1254,10.5318,1.61118
177,12.1943,14.9838,1.87819
178,12.2632,15.7147,1.57779
179,12.3321,14.4971,1.58734
180,12.401,13.0773,1.6475
181,12.4699,12.8132,0.84156
182,12.5388,11.4556,0.80287
183,12.6077,8.3191,0.78341
184,12.6766,7.0559,1.10639
185,12.7455,6.9049,1.39711
186,12.8144,7.0443,1.01396
187,12.8833,6.8576,0.79746
188,12.9522,8.9151,0.88831
189,13.0211,10.7958,1.13587
190,13.09,8.8145,1.07433
191,13.1588,9.3382,1.34641
192,13.2277,8.5005,1.41999
193,13.2966,9.9215,1.2081
194,13.3655,10.6525,2.10974
195,13.4344,9.0629,2.30981
196,13.5033,11.8631,3.04169
197,13.5722,13.7814,3.75476
198,13.6411,13.7492,5.02615
199,13.71,13.8064,4.83283
200,13.7789,10.835,3.93208
201,13.8478,10.1959,2.60681
202,13.9167,7.9274,1.65414
203,13.9856,9.507,1.21011
204,14.0545,9.4032,0.56844
205,14.1234,7.0958,0.67689
206,14.1923,8.0512,0.84662
207,14.2612,5.9713,0.61548
208,14.3301,7.1353,1.06626
209,14.3989,7.3928,1.31554
210,14.4678,6.0876,0.61574
211,14.5367,5.4195,0.55275
212,14.6056,5.0971,0.46832
213,14.6745,7.0142,0.2267
