,position (um),Ecad intensity,Abi intensity
0,0.0,18.4511,2.10164
1,0.0689,16.8506,2.10201
2,0.1378,18.8966,1.9515
3,0.2067,15.0007,1.75071
4,0.2756,12.0613,1.59735
5,0.3445,9.995,1.35213
6,0.4134,11.7755,1.45187
7,0.4823,8.5702,1.00708
8,0.5512,8.4885,1.78497
9,0.6201,9.3485,1.21078
10,0.6889,9.8169,0.96784
11,0.7578,7.2475,0.88295
12,0.8267,7.4987,0.81508
13,0.8956,8.0361,0.69558
14,0.9645,8.9641,0.43964
15,1.0334,6.0701,0.45408
16,1.1023,8.3103,0.28712
17,1.1712,9.0337,0.56701
18,1.2401,7.0316,0.46899
19,1.309,7.231,0.26936
20,1.3779,5.8265,0.49034
21,1.4468,5.9643,1.08198
22,1.5157,7.0653,0.79011
23,1.5846,9.5047,0.8504
24,1.6535,10.2228,0.96932
25,1.7224,11.8784,1.12493
26,1.7913,13.05,0.70567
27,1.8602,12.9383,0.61288
28,1.929,11.7271,0.80278
29,1.9979,12.7389,0.87623
30,2.0668,11.4939,1.191
31,2.1357,9.038,1.77956
32,2.2046,9.7308,1.69942
33,2.2735,6.6208,1.57278
34,2.3424,5.5829,2.02536
35,2.4113,6.2978,1.75403
36,2.4802,7.5072,1.60264
37,2.5491,7.1891,1.27674
38,2.618,9.6338,1.35475
39,2.6869,9.7038,1.28379
40,2.7558,11.3219,1.38936
41,2.8247,15.5396,2.00797
42,2.8936,16.6779,2.35119
43,2.9625,17.6333,2.56564
44,3.0314,16.3781,2.33057
45,3.1003,17.6977,1.80377
46,3.1691,17.8112,1.29027
47,3.238,16.1473,1.43017
48,3.3069,13.3561,2.1137
49,3.3758,7.7491,2.21661
50,3.4447,9.0193,1.61568
51,3.5136,10.3435,1.62479
52,3.5825,11.5087,1.34534
53,3.6514,17.7463,1.27939
54,3.7203,21.2844,1.3438
55,3.7892,28.6372,1.72887
56,3.8581,28.1037,1.71335
57,3.927,25.6499,1.59883
58,3.9959,22.8195,2.12984
59,4.0648,20.7532,1.73799
60,4.1337,20.3546,1.93665
61,4.2026,23.4251,2.25934
62,4.2715,22.6721,3.45684
63,4.3404,21.9987,4.90491
64,4.4092,22.8544,4.89326
65,4.4781,23.7407,4.17399
66,4.547,21.6998,3.66808
67,4.6159,21.4273,3.72304
68,4.6848,20.2198,3.85758
69,4.7537,21.9192,3.36431
70,4.8226,18.9721,2.68275
71,4.8915,19.6064,2.44018
72,4.9604,19.6117,2.27589
73,5.0293,17.4036,1.69179
74,5.0982,16.8657,1.55902
75,5.1671,15.6816,2.14183
76,5.236,18.1973,1.34872
77,5.3049,18.9703,0.86362
78,5.3738,20.8879,1.15211
79,5.4427,17.8908,1.41792
80,5.5116,17.5741,1.77973
81,5.5805,16.1526,1.0386
82,5.6493,13.9447,0.85269
83,5.7182,13.5498,1.25922
84,5.7871,11.7852,0.99823
85,5.856,9.3422,1.2638
86,5.9249,9.011,1.13017
87,5.9938,8.9041,1.42473
88,6.0627,8.8126,1.23806
89,6.1316,12.0266,0.83168
90,6.2005,11.5625,0.52159
91,6.2694,9.9481,0.69295
92,6.3383,12.5316,1.25435
93,6.4072,15.259,1.27774
94,6.4761,12.643,1.23803
95,6.545,15.4535,1.25257
96,6.6139,13.7366,1.20718
97,6.6828,11.8319,1.1102
98,6.7517,9.6555,0.65087
99,6.8206,8.4413,0.79954
100,6.8894,7.3129,0.8415
101,6.9583,7.5152,0.91453
102,7.0272,7.8776,0.75456
103,7.0961,8.0761,0.66018
104,7.165,7.2405,0.83311
