,position (um),Ecad intensity,Abi intensity
0,0.0,15.2619,5.91978
1,0.069,16.9009,5.37844
2,0.138,15.7776,4.32867
3,0.207,15.9923,3.41472
4,0.276,14.1662,2.74305
5,0.344,15.988,2.90266
6,0.413,14.5948,2.68822
7,0.482,14.1657,2.88331
8,0.551,13.742,2.34711
9,0.62,13.2517,2.56629
10,0.689,13.7536,2.46386
11,0.758,15.4451,2.4627
12,0.827,16.0752,1.98703
13,0.896,16.7604,1.73813
14,0.965,15.9839,1.90376
15,1.033,13.8389,1.52011
16,1.102,14.2752,1.3574
17,1.171,11.3094,1.35296
18,1.24,12.08,1.20956
19,1.309,10.5545,1.27174
20,1.378,10.6137,1.57234
21,1.447,11.8353,1.98588
22,1.516,12.3251,2.40616
23,1.585,15.4307,3.38714
24,1.653,15.2097,4.0736
25,1.722,12.2577,5.1909
26,1.791,14.9552,6.52465
27,1.86,12.8733,6.65203
28,1.929,10.8814,6.19905
29,1.998,10.5785,5.44536
30,2.067,11.239,4.24101
31,2.136,12.7548,3.21827
32,2.205,17.5254,2.50121
33,2.274,22.483,1.99122
34,2.342,20.9327,2.1557
35,2.411,19.5471,1.80656
36,2.48,16.3066,1.47718
37,2.549,13.3204,1.30039
38,2.618,10.86,1.55518
39,2.687,8.1484,2.09648
40,2.756,10.5855,1.81074
41,2.825,13.3126,2.08829
42,2.894,12.2182,2.34292
43,2.962,13.4803,2.33459
44,3.031,14.5504,2.60328
45,3.1,14.3028,2.07162
46,3.169,11.4351,2.75451
47,3.238,11.8553,4.11617
48,3.307,11.3784,3.81667
49,3.376,11.3644,3.56551
50,3.445,10.7661,3.83755
51,3.514,11.3716,2.38379
52,3.583,12.5952,2.30727
53,3.651,15.8715,2.21165
54,3.72,13.5704,2.01956
55,3.789,14.3727,1.80358
56,3.858,15.3978,1.60752
57,3.927,15.2986,2.67466
58,3.996,17.3553,2.73261
59,4.065,17.5876,3.30539
60,4.134,16.2571,3.53145
61,4.203,14.6411,2.95705
62,4.271,16.6477,2.83728
63,4.34,18.4492,3.41197
64,4.409,20.2828,3.44064
65,4.478,21.4809,3.26532
66,4.547,21.6734,3.523
67,4.616,24.4599,3.93201
68,4.685,26.7586,4.47874
69,4.754,25.495,4.35462
70,4.823,21.6061,3.86988
71,4.892,21.7101,4.71754
72,4.96,19.9764,4.07517
73,5.029,20.2981,4.98382
74,5.098,19.16,4.49092
75,5.167,16.2438,4.6262
76,5.236,17.9287,3.80849
77,5.305,14.663,3.17509
78,5.374,15.6074,2.02442
79,5.443,13.1929,1.56536
80,5.512,13.1625,1.62714
81,5.58,13.2617,1.97857
82,5.649,11.9671,2.52929
83,5.718,11.1353,2.4876
84,5.787,11.7106,1.995
85,5.856,11.2618,1.54329
86,5.925,11.5163,1.38897
87,5.994,13.4861,1.41226
88,6.063,13.1011,1.1049
89,6.132,11.8112,1.05727
90,6.201,12.277,1.68199
91,6.269,12.8357,1.90188
92,6.338,11.2416,2.0431
93,6.407,10.1936,2.15913
94,6.476,8.3861,1.75656
95,6.545,8.5803,2.84428
96,6.614,11.158,1.71365
97,6.683,10.509,1.94888
98,6.752,12.8807,1.7275
99,6.821,13.1987,1.75522
100,6.889,16.3848,2.04413
101,6.958,15.9608,1.7974
102,7.027,12.9971,2.27997
103,7.096,13.6045,2.03346
104,7.165,13.6774,2.03057
105,7.234,19.8581,2.44509
106,7.303,20.8518,1.74872
107,7.372,21.3536,1.88502
108,7.441,24.1231,1.66973
109,7.51,19.0739,1.94101
110,7.578,16.1367,1.88442
111,7.647,15.8608,1.91328
112,7.716,15.5308,2.00421
113,7.785,15.7082,2.38803
