,pos_um,Fat2_mean,Abi_mean,phal_mean,Fat2_mean_rescale,Abi_mean_rescale,phal_mean_rescale,Fat2_std_rescale,Abi_std_rescale,phal_std_rescale
0,-0.37306584615384586,12.774343478260871,1.5493691304347825,18.034997826086958,0.18298241860956643,0.036889984253587874,0.0,0.24493044413982462,0.1746947281216574,0.14351232632551705
1,-0.3264326153846152,14.025398113207542,1.4821316981132082,19.052694339622644,0.21510019367567773,0.025789844100776164,0.010566822539839432,0.24764405762817965,0.20298062799610786,0.15202068510182312
2,-0.2797993846153846,16.308160714285716,1.6518614285714288,21.89740892857143,0.2737045533117261,0.05381030429881799,0.04010371672991671,0.20644910369022254,0.2188756033641047,0.15976419837890893
3,-0.23316615384615352,19.54042881355932,2.04304,23.99532881355932,0.35668514973488874,0.1183894653064366,0.061886583068379436,0.21101990359772005,0.23717780064461236,0.1945937927854647
4,-0.18653292307692293,25.56647540983607,2.4041836065573774,28.019203278688515,0.5113891919970976,0.17801019307168328,0.10366678652794506,0.2831802825936079,0.22012508932105074,0.2057915881098208
5,-0.1398996923076923,33.979798360655735,3.2031565573770497,35.177886885245904,0.7273807294925777,0.30991159718818495,0.1779959586173188,0.26685267149067843,0.2302429116405423,0.24652273403869837
6,-0.09326646153846122,41.95991475409837,4.330369180327868,44.52373934426229,0.9322507456904741,0.4960016613793755,0.275034676058582,0.2708324219035651,0.2036406960441328,0.24960214967012687
7,-0.04663323076923061,44.59889016393442,5.605439344262296,57.086885245901634,1.0,0.7065013344877932,0.4054788030837641,0.24453448961572263,0.202346231514209,0.24807686342512
8,0.0,44.05360655737706,7.38326344262295,72.49257540983609,0.9860011739428199,1.0,0.5654372896275397,0.2838388845345267,0.0,0.245313504761372
9,0.0466332307692311,37.106372131147545,5.5996532786885265,87.61079508196721,0.8076478819279627,0.705546120456195,0.7224109475589297,0.28035694308765885,0.1851469833426065,0.25560544760040965
10,0.0932664615384617,27.88410327868852,4.270678360655738,101.07057704918033,0.5708886323088528,0.4861473816824952,0.8621649170191825,0.23055127692693062,0.22561355324798674,0.22980055383933815
11,0.1398996923076923,20.259445901639353,3.6582090163934415,108.16877377049181,0.375144159004799,0.3850356151281563,0.9358660490456491,0.21341997801656137,0.2200064785457427,0.20003760442672297
12,0.1865329230769234,16.61649180327869,2.6328855737704915,112.6324918032787,0.28162020166595464,0.21576630304845815,0.9822131826881446,0.2179955567225348,0.19287962458786723,0.19367797377313348
13,0.23316615384615402,14.230328333333327,2.616439833333333,114.04000166666667,0.2203612770291871,0.2130512971735142,0.996827467744328,0.2031612710597354,0.2118712728881651,0.1594964303349979
14,0.2797993846153846,12.634593333333328,2.495485166666666,114.34555,0.17939467464150974,0.19308304874731982,1.0,0.18469745226820286,0.1958737470541941,0.16390630633166461
15,0.3264326153846157,12.381245,2.1450173333333336,112.61314833333333,0.1728905743759599,0.13522477048281809,0.9820123379259794,0.18354823191468064,0.18057791221579902,0.19559365565319925
16,0.37306584615384636,11.80828813559322,1.9623964406779664,109.11809830508474,0.15818130494874114,0.10507612510309673,0.9457229599776795,0.19692887217823063,0.20150702791937264,0.2242404297136958
17,0.41969907692307695,11.368193103448279,1.9883344827586211,106.97211379310346,0.1468829388699913,0.10935820269653888,0.923441034855849,0.18518406696212392,0.19731029221498747,0.23272722163457574
18,0.46633230769230805,10.344406896551725,1.8922281034482755,104.26344827586209,0.1205997261386045,0.09349212567530467,0.8953167488238243,0.14923128617175213,0.1941824340135009,0.2567550934403841
19,0.5129655384615387,9.922210526315792,1.7873091228070634,98.72799999999998,0.10976086453001908,0.07617118777515369,0.837841756199273,0.16164785083964026,0.19011126247759047,0.26682650203663777
20,0.5595987692307692,8.609740350877194,1.474094385964912,92.60741754385965,0.07606639532123555,0.02446297470351399,0.7742912695912423,0.1430173340686937,0.15471874642494063,0.27210704651839784
21,0.6062320000000003,8.21768148148148,1.5342642592592597,90.51777962962966,0.06600124050850249,0.034396340739115495,0.752594395603264,0.14586630363647224,0.13838223419057255,0.27930506791369303
22,0.652865230769231,7.771666037735849,1.7605237735849057,86.32627735849057,0.054550882308243225,0.0717492293489906,0.7090736995161907,0.108675377639178,0.14687965047929213,0.28248333310399193
23,0.6994984615384621,7.274926923076922,1.4944128846153844,82.16510769230771,0.04179831762761698,0.027817329189216,0.6658679492400545,0.08696759687684102,0.1396224379879921,0.2889692169775743
24,0.7461316923076927,6.61411836734694,1.536797142857143,80.77031836734695,0.024833670391725363,0.03481449119424882,0.6513857425298062,0.07839968454690462,0.14086609649482806,0.2918384544203801
25,0.7927649230769233,6.48953404255319,1.4144797872340424,77.65823829787237,0.021635271849634853,0.014621278222579867,0.6190727716327551,0.058252147279006634,0.13489490540843407,0.2982813089176431
26,0.8393981538461543,6.51632608695652,1.5085128260869567,72.64779130434783,0.02232309221468556,0.030145070167371644,0.5670489084066684,0.06609830849719833,0.17539418626415246,0.29296505306373927
27,0.886031384615385,6.258623913043478,1.4090980434782607,66.14152391304347,0.015707217716015263,0.013732813153450091,0.4994938249350707,0.07857550198170135,0.12298068019312662,0.2923645046477004
28,0.9326646153846155,6.141065116279069,1.5584867441860464,64.1260511627907,0.012689182463156042,0.03839519923583458,0.4785670136484598,0.0466577961694082,0.13809872682212312,0.26511210181851547
29,0.9792978461538467,5.646794871794869,1.32591358974359,60.93148974358976,0.0,0.0,0.44539763244262526,0.05353026980865955,0.09662646976658014,0.25594698429999996
