,pos_um,Sema5c_mean,Abi_mean,phal_mean,Sema5c_mean_rescale,Abi_mean_rescale,phal_mean_rescale,Sema5c_std_rescale,Abi_std_rescale,phal_std_rescale
0,-0.37306584615384586,7.00780303030303,3.3028490909090906,14.618436363636365,0.1457169667621365,0.031177317359079085,0.0,0.21452664545608308,0.21225106305725114,0.26371260534841645
1,-0.3264326153846152,8.022739473684211,3.174572894736842,16.635715789473682,0.1869608563996537,0.019656807400679367,0.030905962214850525,0.19901429516224728,0.19405430551184644,0.27786941187481684
2,-0.2797993846153846,10.320051219512196,3.5237334146341466,23.377956097560975,0.28031652682197983,0.051014981142871695,0.1342012328334447,0.2257674762924075,0.18332489401542307,0.2941868451645553
3,-0.23316615384615352,13.230341860465117,4.106799069767441,26.627555813953485,0.3985817707112279,0.1033802202659911,0.18398710025561868,0.26086848336761537,0.18366478613923426,0.2560515481800921
4,-0.18653292307692293,15.88728409090909,5.251765681818182,30.043777272727276,0.5065517158642703,0.20620989287690536,0.2363257153082162,0.2998353864997077,0.20024990965923448,0.2471384693208975
5,-0.1398996923076923,18.4357,6.713078636363634,34.80637272727274,0.6101114857301392,0.33745069161849994,0.30929160851941834,0.259339841579713,0.20229592071124836,0.2891842371035283
6,-0.09326646153846122,22.372420454545452,8.583842272727274,41.618086363636365,0.7700876744066643,0.5054643351911489,0.4136512532803092,0.2736635156828926,0.21752129610096504,0.2889239396920022
7,-0.04663323076923061,27.22867727272728,10.754572954545454,48.7962659090909,0.9674309874453391,0.7004180770631765,0.5236253812874629,0.284624566533756,0.18315676048689153,0.2653171456005583
8,0.0,28.030140909090903,14.09029590909091,58.086965909090914,1.0,1.0,0.6659646226795319,0.27189670180204445,0.0,0.268528475510712
9,0.0466332307692311,24.602486363636373,11.72270477272727,65.83490681818184,0.8607106812350748,0.7873661826760882,0.7846678454023167,0.2740355663427778,0.16298037337884927,0.19701418205167032
10,0.0932664615384617,19.025529545454546,9.486574772727275,74.12632045454545,0.6340803409587791,0.5865389154044263,0.9116974047539104,0.2332320087248184,0.20032728303858294,0.18655336745919718
11,0.1398996923076923,14.74309318181818,8.547974545454544,78.24080454545455,0.46005532302455393,0.5022430476759204,0.9747338330337748,0.21328520648344915,0.2215182188961284,0.22258528441613637
12,0.1865329230769234,12.674909090909091,7.567078863636363,79.8776090909091,0.37601069446500274,0.4141486170041263,0.9998106859412081,0.23065893799854573,0.2012722069898785,0.1953582005380759
13,0.23316615384615402,10.679054545454546,5.9259340909090925,79.8899659090909,0.2949053157567239,0.26675708793202807,1.0,0.1963077192623438,0.19294187887663908,0.20378881889009165
14,0.2797993846153846,9.524347727272726,5.569045681818181,77.21283863636364,0.24798158877523724,0.23470487096849785,0.9589847627078674,0.19694885975484794,0.14170470751234576,0.2513639542160212
15,0.3264326153846157,8.835418181818184,5.403187045454546,73.83192272727273,0.21998561491297985,0.21980907479640002,0.9071870504030489,0.2018455326853387,0.16454878287537125,0.2621163607742597
16,0.37306584615384636,7.847281818181818,4.948063409090909,71.51159090909091,0.17983079793462292,0.17893433309459783,0.871638139042454,0.1530169037333177,0.1775659880339284,0.31135849938689014
17,0.41969907692307695,8.127534090909093,3.9395020454545455,67.74628636363633,0.19121938672991753,0.08835524219430489,0.8139513562801095,0.1716462855930105,0.16269442166015025,0.315548408519403
18,0.46633230769230805,7.980756818181816,3.934764090909091,62.50501818181818,0.18525481064523952,0.08792972558130788,0.7336519023172884,0.17921450197230843,0.15812451692083407,0.3120275760188413
19,0.5129655384615387,7.182259090909094,3.765997045454546,58.41363181818181,0.15280632349689133,0.07277272462691406,0.6709693454333232,0.1545247167711994,0.19028400071493123,0.3124592181962222
20,0.5595987692307692,6.586956818181817,3.5453468181818195,55.43265454545453,0.12861507349552972,0.0529560850907275,0.6252989391553249,0.1856946909580761,0.1903912175721608,0.3039819218441435
21,0.6062320000000003,5.536107142857144,3.1425502380952373,54.001119047619035,0.08591178077473231,0.01678084642161634,0.6033669343776739,0.13507002145167485,0.17010537297413747,0.3113926505474415
22,0.652865230769231,4.805662499999999,3.561564250000001,52.351372500000004,0.05622876127850443,0.05441257577517334,0.5780918020327185,0.14726873749202954,0.17313561657070559,0.28823923837707566
23,0.6994984615384621,5.134997435897437,3.2166369230769236,49.56880769230769,0.06961191826189332,0.02343458591175715,0.5354611968198506,0.1694966343276455,0.15819942298773115,0.28377990899789807
24,0.7461316923076927,4.671610810810847,3.4083732432432425,47.46369729729729,0.05078131369624862,0.0406544618651795,0.5032096101070799,0.1287769415710027,0.12346857553373573,0.27593558797977247
25,0.7927649230769233,4.529218750000001,3.19037,49.772121874999996,0.044994939111278165,0.021075548476020632,0.5385760952159533,0.14299869566091616,0.1365613084301312,0.26451148813099573
26,0.8393981538461543,3.9508966666666665,3.0563423333333333,48.95070333333334,0.021493711684192025,0.009038497841458257,0.5259914576659074,0.08868827845267897,0.13819475498414782,0.24541593733977854
27,0.886031384615385,3.7134066666666667,2.9557023333333334,46.13752333333334,0.011842849885020995,0.0,0.4828918088666415,0.0676092650181518,0.13232007176179572,0.24880343360520163
28,0.9326646153846155,3.4219758620689653,3.035716551724137,43.38612758620689,0.0,0.007186092410684101,0.44073873284273124,0.07285098959754055,0.13506799438017056,0.24130765176768615
29,0.9792978461538467,4.158307407407407,3.145793333333333,43.47988148148148,0.029922245073187696,0.017072109431445173,0.44217510021342843,0.08758433935745942,0.1468649835651569,0.22901747998815578
