,cell,centroid_row,centroid_col,frame
0,7,236.6594371288407,379.72605215595144,0
1,9,236.2795264221773,251.62287034363268,0
2,12,259.4266149870801,431.9609819121447,0
3,13,272.0445557606117,332.25177959398894,0
4,14,278.07354944156907,283.02724053391444,0
5,15,272.84493916645096,189.66787470877557,0
6,16,283.46348122866897,521.1414675767918,0
7,20,311.6439745075319,233.99913093858632,0
8,21,318.5992173112339,632.3517495395948,0
9,22,316.4681933842239,459.91984732824426,0
10,23,319.38135318873424,413.39235998705084,0
11,24,344.9379974863846,364.0592096075967,0
12,27,337.1517444304329,562.5073560319462,0
13,28,325.8909626719057,131.950884086444,0
14,31,347.0888829928363,184.81347837622712,0
15,32,347.4392156862745,294.8115032679739,0
16,33,365.13327697943083,87.73851789236404,0
17,34,371.0304514480409,498.42184838160136,0
18,35,377.1636413641364,236.21754675467548,0
19,36,399.7996749288907,593.6149939049167,0
20,37,385.33351380617216,652.2855982674607,0
21,39,389.03038524145416,442.14243081931636,0
22,40,389.63413191363503,139.0561963916001,0
23,42,415.64667322189445,736.9524745984922,0
24,43,420.5290811339198,536.619257086999,0
25,44,418.54736490994,56.23782521681121,0
26,45,415.53395860284604,279.81953428201814,0
27,46,423.11105915361236,328.8433481412205,0
28,47,430.5540475036355,174.62312166747455,0
29,48,417.0489977728285,392.1224944320713,0
30,49,427.602511682243,691.7742406542056,0
31,50,439.2886279357231,105.24320148331273,0
32,51,450.31883087907187,228.0718429272646,0
33,52,444.3572,475.2308,0
34,53,453.40291390728476,627.5912582781457,0
35,55,459.01631067961165,432.2019417475728,0
36,57,476.3362162162162,369.1344864864865,0
37,59,476.93623919308357,517.9387608069164,0
38,60,481.830415379334,570.5856505320975,0
39,62,486.0465512347431,273.9960261141073,0
40,64,495.19428733031674,118.68240950226244,0
41,66,506.14775725593665,178.2139601822979,0
42,67,509.9576213260424,316.971975393028,0
43,68,505.6169985775249,474.52951635846375,0
44,69,528.4460260972717,420.69157769869514,0
45,70,531.9927053599746,223.04345068189025,0
46,72,535.5890629996802,537.1819635433322,0
47,74,555.3730158730159,362.80322128851543,0
48,77,555.5751821019771,270.2026534859521,0
0,7,236.6790251490796,379.75006481721545,1
1,9,236.49824355971896,251.3612412177986,1
2,12,259.537093495935,432.4174288617886,1
3,13,272.3066596472756,332.17609897341407,1
4,14,278.10170870626524,282.66612422023326,1
5,15,272.7203302373581,189.80856553147575,1
6,16,282.660998552822,522.9703328509406,1
7,20,311.6888694127958,233.81828805141689,1
8,21,318.5956662056247,632.4635776855694,1
9,22,315.4861235452104,461.3652641002686,1
10,23,319.06256109481916,413.17725643532094,1
11,24,344.74031443009545,363.93907916900616,1
12,27,337.42270833333333,562.355,1
13,28,325.60939553219447,132.2897503285151,1
14,31,347.0838467720332,184.91106348781142,1
15,32,347.37849856133926,294.71854564478156,1
16,33,364.6990427927928,88.13907657657657,1
17,34,370.834286925196,498.2748463657555,1
18,35,377.2075109649123,236.12253289473685,1
19,36,399.94537643207855,593.8056464811784,1
20,37,385.19039957093054,652.610083132207,1
21,39,388.6883328800653,442.0160456894207,1
22,40,389.4900740740741,139.41155555555557,1
23,43,420.4445259042033,536.594330400782,1
24,44,418.2556818181818,56.44719251336898,1
25,45,415.53292446739835,279.94092963202064,1
26,46,423.15558139534886,328.8360465116279,1
27,47,430.6082548877625,174.51894762249577,1
28,48,416.6354430379747,392.1993670886076,1
29,49,427.73880818262677,691.821820337978,1
30,50,438.89693593314763,105.31662024141133,1
31,51,450.4289221155992,227.98504798036151,1
32,52,444.48279952550416,475.2740213523132,1
33,53,453.35946666666666,627.6434666666667,1
34,55,459.339846743295,432.27203065134097,1
35,57,476.1598015958594,369.1889152469269,1
36,59,476.9837896253602,518.2496397694524,1
37,60,481.53164556962025,571.0355798836812,1
38,62,486.2171314741036,273.8508821855435,1
39,66,506.4661999034283,178.45654273297924,1
40,67,510.0198087431694,317.13627049180326,1
41,68,505.13398692810455,474.22113289760347,1
42,69,528.8925390856916,420.9424104492381,1
43,70,532.0712025316456,223.27911392405062,1
44,72,535.1285849353924,537.4405924992121,1
45,74,555.3226032190342,362.95707954280385,1
46,77,555.4762902803249,270.347393240765,1
47,118,494.72817824377455,660.2235910878113,1
0,7,237.04153605015674,379.34743991640545,2
1,9,236.62588443396226,251.00029481132074,2
2,12,259.5700101832994,432.09088594704684,2
3,13,272.86317477284877,331.9895777659006,2
4,14,278.1589261744966,282.4893959731544,2
5,15,272.6872099020113,189.45874161939145,2
6,16,282.89138240574505,523.0001795332137,2
7,20,311.5475073313783,233.52434017595309,2
8,21,318.40934320074007,632.5881128584643,2
9,22,315.2915304606241,461.22377414561663,2
10,23,319.21920940868995,413.22410976804963,2
11,24,344.7674839788242,363.74909445528004,2
12,27,337.8509394572025,562.487891440501,2
13,28,325.531914893617,132.29656301145664,2
14,31,347.1615056059797,184.68926855312333,2
15,32,347.4808197582764,294.1839201261167,2
16,33,364.6405155505744,88.1221630708882,2
17,34,370.7206692079627,498.32698009318085,2
18,35,377.3096222773642,235.77116073890267,2
19,36,400.04862665310276,594.1538148524924,2
20,37,385.1678773204197,652.5961797148237,2
21,39,388.85040871934604,442.0623978201635,2
22,40,389.63763793617653,139.1720847002684,2
23,43,420.66029518509555,536.5100411323493,2
24,44,418.086564171123,56.088569518716575,2
25,45,415.6366549182954,279.6834347965396,2
26,46,423.12960372960373,328.71491841491843,2
27,47,430.74332451286983,174.17897522251624,2
28,48,416.7612740460423,392.0652790917692,2
29,49,427.952636282395,691.4426571343462,2
30,50,439.0878648233487,104.99293394777266,2
31,51,450.54795127353265,227.778073089701,2
32,52,444.78523753435417,475.2002355712603,2
33,53,453.6342765616658,627.5888948211425,2
34,55,459.2623705408516,432.036440352896,2
35,57,476.2958171625701,369.08969383354895,2
36,59,477.2318313953488,518.2140261627907,2
37,60,481.8815018945918,570.8305201515674,2
38,62,486.6716671384093,273.5032550240589,2
39,66,506.66723300970875,178.09660194174756,2
40,67,509.9771953710007,316.89244383934647,2
41,68,504.79357459379617,474.41211225997046,2
42,69,528.9596297755022,421.05001969279243,2
43,70,532.3809825673534,222.91790808240887,2
44,72,535.6549798324543,537.6816630468508,2
45,74,555.3270984334814,362.5973813420622,2
46,77,555.7961266684114,270.1148913896886,2
47,146,415.8966079582518,736.8075668623613,2
0,7,237.3720503408495,379.70529627687466,3
1,9,236.36566070905363,251.07295634339292,3
2,12,259.709266802444,432.3197556008147,3
3,13,272.71545791424035,332.1289041821069,3
4,14,278.319623655914,282.63494623655913,3
5,15,272.64551759568457,189.5918314924223,3
6,16,283.10215053763443,522.9379928315412,3
7,20,311.5134110787172,233.64956268221573,3
8,21,318.0297951582868,632.8573091247672,3
9,22,315.50105136677684,461.2640432562331,3
10,23,319.2681967213115,413.33934426229507,3
11,24,344.5572111329772,363.8888107956143,3
12,27,337.9671685487244,562.8897950648264,3
13,28,325.3430079155673,132.51352242744062,3
14,31,346.9862755651238,184.85360602798707,3
15,32,347.4409199048374,294.3769495109701,3
16,33,364.3196105702364,88.14214186369958,3
17,34,370.6770987523789,498.26073165574115,3
18,35,377.28307097486885,236.12593206296603,3
19,36,400.0380700325733,594.0702361563518,3
20,37,385.06359001878184,652.741346927824,3
21,39,388.7619695321001,441.99211099020675,3
22,40,389.30985074626864,139.28,3
23,43,420.5820246436337,536.4375453007973,3
24,44,418.3738103052182,56.114538890712176,3
25,45,415.5741935483871,279.61290322580646,3
26,46,422.8978370915785,328.6274735388863,3
27,47,430.35236502627805,174.31390348781653,3
28,48,416.5611216131065,392.0932577189666,3
29,49,427.9889387144992,691.6346786248132,3
30,50,438.7064305684995,105.02174588381484,3
31,51,450.4449152542373,227.7250223015165,3
32,52,444.593253968254,475.22738095238094,3
33,53,453.36567164179104,627.6929637526653,3
34,55,459.1687812379854,432.039600153787,3
35,57,476.1608602150538,369.0868817204301,3
36,59,477.4840810419682,518.0394356005788,3
37,60,481.83008547008546,570.888547008547,3
38,62,486.50298380221653,273.33986928104576,3
39,66,506.51896887159535,178.2568093385214,3
40,67,509.9006756756757,316.8162162162162,3
41,68,504.5480557593544,475.1665443873808,3
42,69,528.8633431085044,421.3329423264907,3
43,70,532.204624643649,223.01678808995882,3
44,72,535.899465912661,538.4511467169337,3
45,74,555.2091272641732,362.62996941896023,3
46,77,555.6537139836109,270.13957176843775,3
47,193,495.2233091112353,119.17663499161543,3
0,7,237.66168763102726,379.4664570230608,4
1,9,236.86769049025398,250.73744831659775,4
2,12,259.8673338465486,431.77675134719016,4
3,13,273.1097012952683,331.8601638910917,4
4,14,278.518756698821,282.3102893890675,4
5,15,272.53016688061615,189.68523748395378,4
6,16,283.2261692252767,523.1720813995001,4
7,20,311.8442285041225,233.335394581861,4
8,21,318.23714416896235,632.4726813590449,4
9,22,315.3084725536993,461.18168257756565,4
10,23,319.22204161248374,412.9590377113134,4
11,24,344.97813205417606,363.52356094808124,4
12,27,338.49242424242425,562.2089646464647,4
13,28,325.44922262652995,132.5742639761826,4
14,31,346.87871420853594,184.60507833603458,4
15,32,347.51193633952255,294.0928381962865,4
16,33,364.20896358543416,87.8593837535014,4
17,34,370.71504688832056,497.8776641091219,4
18,35,377.4406267179769,235.62259483232546,4
19,36,400.3407798537774,593.980909829407,4
20,37,384.8923982869379,652.7839935760171,4
21,39,388.9668297988037,441.50135943447526,4
22,40,389.28448019064643,139.10723860589812,4
23,43,420.709082078679,536.3489558037883,4
24,44,418.39696669963735,55.980547312891524,4
25,45,415.6155819172812,279.49438922731645,4
26,46,423.103624535316,328.38127323420076,4
27,47,430.59539236861053,173.9232061435085,4
28,48,416.65623023402907,391.6337760910816,4
29,49,428.09934171155,691.5439856373429,4
30,50,438.5365627892626,104.99598889231719,4
31,51,450.40646599777034,227.53734671125974,4
32,52,444.48597038191735,474.75448168355416,4
33,53,453.5401069518717,627.6620320855615,4
34,55,459.24087024087027,431.6888111888112,4
35,57,476.1705844295881,368.8768600388182,4
36,59,477.2071911712353,517.5863296546814,4
37,60,481.6456611570248,570.8849862258953,4
38,62,486.4338426059383,273.05851830498705,4
39,66,506.6707434052758,177.87242206235013,4
40,67,509.60462002008705,316.51255440241044,4
41,68,505.3317604355717,476.0584392014519,4
42,69,528.6261645962733,421.31366459627327,4
43,70,532.2913385826772,222.7751181102362,4
44,72,535.9735849056603,538.9430817610063,4
45,74,555.2149050855402,362.5317553316147,4
46,77,555.692789968652,269.9605538140021,4
0,7,237.91901041666668,379.28151041666666,5
1,12,259.8814036885246,431.9044569672131,5
2,13,273.42232237539764,331.6002120890774,5
3,14,278.78224043715846,282.27131147540985,5
4,15,272.6260711503506,189.44533887302,5
5,16,283.3997875354108,523.4964589235127,5
6,20,312.26674500587546,233.30581668625146,5
7,21,318.09174948000924,632.6293043679224,5
8,22,315.2167997633836,461.18337769890564,5
9,23,319.28967994774655,412.83736120182886,5
10,24,344.8402944924253,363.50375194676485,5
