,cell,centroid_row,centroid_col,frame
0,5,133.29489072652098,394.576786769049,0
1,7,129.7171171171171,291.5045045045045,0
2,13,193.39397071490095,336.2062015503876,0
3,14,187.77500636294224,267.5545940442861,0
4,15,202.61692169216923,199.24212421242123,0
5,17,204.02075550020754,417.0641344956413,0
6,18,208.7336496103016,522.0186377499152,0
7,21,219.5425369332654,636.4816607233826,0
8,24,236.40442655935612,478.2213279678068,0
9,27,253.90083428138036,585.5092908608267,0
10,28,255.24212454212454,270.72032967032965,0
11,29,255.90304709141273,360.5028959959708,0
12,30,256.05041095890414,67.35397260273973,0
13,31,257.6807795698925,687.1209677419355,0
14,32,265.2851335656214,188.48025551684088,0
15,33,271.09076305220884,427.1124497991968,0
16,34,279.015687250996,134.3976593625498,0
17,35,279.0196538574362,530.6485772953945,0
18,36,288.0841916703986,641.3184057321988,0
19,38,298.09027535726733,732.2331822934821,0
20,39,307.46135831381736,318.58548009367684,0
21,40,316.811780336581,246.1596545615589,0
22,42,306.7885447885448,481.9294039294039,0
23,43,319.13864720740946,96.64748807184957,0
24,44,314.68132882190093,383.3239003383574,0
25,45,327.6213716927819,668.9373234009761,0
26,46,325.4372768995411,594.7944926058134,0
27,47,340.5959268687804,189.67160379541772,0
28,48,338.5771375464684,439.8646220570012,0
29,50,336.5173772841276,532.9831601576495,0
30,51,361.50295381310417,142.10096670247046,0
31,52,378.18950665622555,59.30352388410337,0
32,53,378.3139484040227,344.60931351115,0
33,55,371.90323556093136,290.7033565164802,0
34,56,378.62450495049507,492.16460396039605,0
35,57,373.4729981378026,397.61601489757913,0
36,58,388.19103992571956,631.6940575673166,0
37,59,397.24335499114,239.15377042724947,0
38,60,385.41884689922483,563.3735465116279,0
39,61,398.735317565772,692.7536539994685,0
40,62,404.92750373692076,433.1547085201794,0
41,65,437.0157347998778,126.47677971280172,0
42,66,441.67800995024874,188.8433830845771,0
43,67,433.5261219022103,380.589417280643,0
44,68,434.3846838824577,467.4514692787177,0
45,69,447.6580849141825,521.0458446251129,0
46,70,441.7506303580434,307.803328290469,0
47,71,444.14045214045217,593.2469937469938,0
48,72,463.55445544554453,656.9291529152915,0
49,73,458.9665645737621,723.0359877488514,0
50,74,450.01409691629954,52.52511013215859,0
51,75,466.2532152043441,247.32780794512718,0
52,76,478.3098765432099,420.5293827160494,0
53,79,490.3398463227223,353.37914379802413,0
54,80,492.52008032128515,562.1241633199464,0
55,81,489.0709055876686,471.29055876685936,0
56,82,506.5967323651452,108.45020746887967,0
57,84,498.703125,56.299172794117645,0
58,85,512.5351394849786,283.6885729613734,0
59,86,519.3134201585503,167.4844280860702,0
60,87,514.6037059175135,614.9994022713688,0
61,88,520.6177681473456,708.4338028169014,0
62,89,532.5830762450419,224.27853680035258,0
63,90,539.4764338444066,512.6289986749953,0
64,92,546.5831795412602,408.55760611653045,0
65,93,554.9477717854102,461.5350553505535,0
66,94,548.1534008683068,658.1183068017366,0
67,95,547.1145887221935,333.7855664769788,0
68,97,558.1714614499425,568.7494246260069,0
69,100,573.9241866175568,140.78330263965623,0
70,101,577.1355782011519,613.563579973416,0
