,position (um),Lar intensity,Abi intensity
0,0.0,55.5772,13.1767
1,0.0689,56.4301,12.3662
2,0.1378,53.121,12.0999
3,0.2067,51.0412,10.8747
4,0.2756,53.6728,10.2878
5,0.3445,43.8326,7.5273
6,0.4134,30.6869,6.3585
7,0.4823,27.5478,5.9471
8,0.5512,21.4414,6.4639
9,0.6201,14.4896,5.7096
10,0.6889,10.7777,5.6787
11,0.7578,10.6975,5.2983
12,0.8267,12.679,5.0179
13,0.8956,15.796,4.9472
14,0.9645,11.3085,4.8525
15,1.0334,8.6732,4.7535
16,1.1023,8.3286,4.1589
17,1.1712,10.1929,4.12
18,1.2401,14.8326,5.0215
19,1.309,18.8331,6.4958
20,1.3779,15.7352,5.8499
21,1.4468,12.7717,6.2533
22,1.5157,11.1732,4.7738
23,1.5846,9.0112,5.3707
24,1.6535,7.1219,4.7783
25,1.7224,7.0671,4.4442
26,1.7913,7.8475,4.3465
27,1.8602,7.5542,3.3066
28,1.929,9.438,3.2272
29,1.9979,6.3862,3.529
30,2.0668,3.9114,3.3571
31,2.1357,3.4778,3.5064
32,2.2046,4.7251,3.1838
33,2.2735,7.4619,4.3415
34,2.3424,8.4694,4.4581
35,2.4113,9.7008,6.653
36,2.4802,9.7547,6.054
37,2.5491,12.1294,5.3613
38,2.618,15.0236,5.8597
39,2.6869,16.6316,5.5275
40,2.7558,20.209,5.4333
41,2.8247,24.9294,5.1126
42,2.8936,30.306,6.5702
43,2.9625,31.991,8.5738
44,3.0314,30.2439,8.8963
45,3.1003,24.9831,9.1943
46,3.1691,25.0173,8.6329
47,3.238,25.5574,9.0091
48,3.3069,25.0784,7.6388
49,3.3758,27.4709,7.3965
50,3.4447,20.6825,6.7775
51,3.5136,15.0396,6.2797
52,3.5825,9.1077,4.9824
53,3.6514,6.5663,5.0019
54,3.7203,6.6792,4.5715
55,3.7892,6.977,4.8896
56,3.8581,5.8918,4.0279
57,3.927,4.9288,4.0873
58,3.9959,4.7368,3.6078
59,4.0648,5.3022,3.8763
60,4.1337,5.7918,3.7684
61,4.2026,5.0639,3.7287
62,4.2715,7.582,2.8972
63,4.3404,7.9078,3.9402
64,4.4092,10.7862,3.8364
65,4.4781,9.6087,3.5148
66,4.547,4.2898,4.0192
67,4.6159,4.9907,4.2272
68,4.6848,6.4369,4.5994
69,4.7537,7.9552,4.0066
70,4.8226,11.1185,4.1534
71,4.8915,10.7056,4.2539
72,4.9604,7.5596,3.6784
73,5.0293,4.2199,3.5813
74,5.0982,5.0259,3.6832
75,5.1671,8.0545,4.4452
76,5.236,8.9118,4.0027
77,5.3049,12.774,3.7007
78,5.3738,10.5373,3.6294
79,5.4427,10.223,2.5443
80,5.5116,6.1136,3.0621
81,5.5805,5.5809,2.317
82,5.6493,5.1475,2.3828
83,5.7182,4.4454,4.2372
84,5.7871,4.2651,4.9237
85,5.856,8.0319,3.6115
86,5.9249,11.413,3.6186
87,5.9938,11.8354,3.8049
88,6.0627,7.9584,4.8968
89,6.1316,7.2136,3.9074
90,6.2005,8.4537,3.4351
91,6.2694,9.3754,4.0607
92,6.3383,12.1069,4.1213
93,6.4072,16.0442,3.9459
94,6.4761,16.7957,3.9596
95,6.545,18.6023,4.6777
96,6.6139,17.4068,5.281
97,6.6828,21.2658,5.6599
98,6.7517,28.8554,6.3204
99,6.8206,37.8537,8.3778
100,6.8894,47.0329,9.2049
101,6.9583,40.9693,9.5294
102,7.0272,36.1176,11.6875
103,7.0961,36.6726,10.921
104,7.165,30.3621,9.6626
105,7.2339,31.7301,9.6248
106,7.3028,35.2966,10.1621
107,7.3717,31.4479,8.6857
108,7.4406,34.8257,8.8725
109,7.5095,35.3532,8.302
110,7.5784,38.8395,8.8123
111,7.6473,45.726,10.108
112,7.7162,62.5804,10.9543
113,7.7851,66.9674,11.644
114,7.854,64.7133,12.3196
115,7.9229,55.2497,11.4736
116,7.9918,40.9219,11.5422
117,8.0607,28.0312,8.8276
118,8.1296,20.9005,7.548
119,8.1984,16.5421,6.2858
120,8.2673,13.244,5.3915
121,8.3362,10.4631,4.9161
122,8.4051,6.594,5.3436
123,8.474,6.3886,4.5603
124,8.5429,5.2103,4.5417
125,8.6118,4.5655,6.3382
126,8.6807,4.6669,5.5921
127,8.7496,4.493,4.5521
128,8.8185,4.0928,4.1331
129,8.8874,5.8953,3.9379
130,8.9563,8.8754,4.1761
131,9.0252,12.4686,4.8038
132,9.0941,18.3898,5.6505
133,9.163,24.9645,6.0224
134,9.2319,25.8742,5.8775
135,9.3008,26.0387,5.5142
136,9.3697,23.5643,5.4484
137,9.4385,13.8197,5.1595
138,9.5074,12.3546,4.4099
139,9.5763,11.1527,4.4993
140,9.6452,10.0803,4.4679
141,9.7141,12.7063,5.2897
142,9.783,14.9441,6.2802
143,9.8519,15.0797,6.169
144,9.9208,18.4917,6.1402
145,9.9897,18.6459,4.8775
146,10.0586,14.9629,4.2883
147,10.1275,15.8908,4.417
148,10.1964,15.6018,4.1539
149,10.2653,16.7026,5.9376
150,10.3342,22.9846,7.6991
151,10.4031,25.1875,7.9485
152,10.472,29.2235,6.9397
153,10.5409,23.337,7.9942
154,10.6098,19.9538,8.8577
155,10.6786,19.2649,8.4583
156,10.7475,20.6385,8.405
157,10.8164,21.213,7.597
158,10.8853,21.3021,7.1984
159,10.9542,13.1625,7.7153
160,11.0231,9.7709,5.9169
161,11.092,8.1699,5.0507
162,11.1609,6.6932,5.0909
163,11.2298,10.4274,5.5932
164,11.2987,16.2516,7.2949
165,11.3676,19.8905,6.72
166,11.4365,27.1754,6.9833
167,11.5054,31.9373,7.0415
168,11.5743,42.1239,8.9214
169,11.6432,50.444,9.8932
170,11.7121,51.5111,9.5921
171,11.781,45.0515,8.0967
172,11.8499,34.2828,7.0164
173,11.9187,26.6989,6.8353
174,11.9876,22.3594,8.0533
175,12.0565,24.4667,8.9927
176,12.1254,24.2264,9.796
177,12.1943,27.5643,8.0578
178,12.2632,19.2746,7.4259
179,12.3321,14.554,6.8194
180,12.401,11.481,6.4351
181,12.4699,12.7534,6.6927
182,12.5388,8.7601,5.3634
183,12.6077,8.7674,4.0582
184,12.6766,6.7655,4.7095
185,12.7455,5.1612,5.6201
186,12.8144,5.026,4.6879
187,12.8833,6.9423,4.5028
188,12.9522,7.9602,3.8929
189,13.0211,10.0383,4.2113
190,13.09,10.7711,4.579
191,13.1588,10.2491,4.8422
192,13.2277,11.2332,4.9786
193,13.2966,7.0272,4.8821
194,13.3655,7.0152,4.0811
195,13.4344,4.2444,3.3992
196,13.5033,3.214,2.7578
197,13.5722,2.909,4.2609
198,13.6411,2.3857,3.834
199,13.71,3.433,3.1213
200,13.7789,4.4388,3.5732
201,13.8478,8.4298,4.3652
202,13.9167,9.6906,5.0244
203,13.9856,7.945,4.3033
204,14.0545,5.0884,4.3063
205,14.1234,5.7816,4.8305
206,14.1923,5.1088,4.5483
207,14.2612,2.4914,4.0049
208,14.3301,3.6024,3.6158
209,14.3989,4.079,4.5555
210,14.4678,5.2441,4.903
211,14.5367,5.134,4.9174
212,14.6056,4.2759,5.3775
213,14.6745,7.1209,4.9946
214,14.7434,7.4239,5.7701
215,14.8123,8.5673,5.2346
216,14.8812,7.4903,5.5977
217,14.9501,2.9277,4.729
218,15.019,3.7608,3.9581
219,15.0879,3.8715,3.7192
220,15.1568,3.7671,3.1541
221,15.2257,4.0106,3.2948
222,15.2946,3.9864,4.2101
223,15.3635,8.5867,3.6218
224,15.4324,12.4679,4.4238
225,15.5013,13.3424,6.2522
226,15.5702,16.6433,5.5734
227,15.6391,19.4372,4.8863
228,15.7079,21.338,5.9846
229,15.7768,18.0184,5.8807
230,15.8457,19.4531,6.5539
231,15.9146,30.0963,6.3401
232,15.9835,31.7496,7.4181
233,16.0524,35.1637,8.7323
234,16.1213,44.5193,8.1942
235,16.1902,52.7515,10.9599
236,16.2591,63.198,11.2961
237,16.328,72.6977,13.3107
238,16.3969,84.4039,11.211
239,16.4658,74.0622,10.7723
240,16.5347,55.0033,10.2186
241,16.6036,35.425,7.6747
242,16.6725,23.0392,5.6678
243,16.7414,14.5388,5.3859
244,16.8103,12.6586,5.3283
245,16.8792,11.066,4.4471
246,16.948,8.4852,5.0877
247,17.0169,8.1323,4.0871
248,17.0858,7.9194,3.6937
249,17.1547,7.5554,3.703
250,17.2236,8.8018,3.849
251,17.2925,9.2421,3.7125
252,17.3614,8.1445,3.499
253,17.4303,10.9894,4.0945
254,17.4992,9.6904,4.4058
255,17.5681,12.0682,4.3118
256,17.637,13.6538,4.8958
257,17.7059,12.8714,5.8476
258,17.7748,11.6215,4.5933
259,17.8437,12.5886,4.5232
260,17.9126,12.771,4.7064
261,17.9815,13.5711,4.757
262,18.0504,20.1986,5.1573
263,18.1193,22.1946,4.5195
264,18.1881,19.1701,4.8444
265,18.257,17.6353,4.6372
266,18.3259,17.6722,4.5849
267,18.3948,20.1197,5.8455
268,18.4637,21.2295,5.1831
269,18.5326,21.0579,5.8745
270,18.6015,15.3148,6.1041
271,18.6704,13.8254,5.3896
272,18.7393,14.1729,5.1488
273,18.8082,16.131,5.9283
274,18.8771,16.5624,5.1176
275,18.946,17.0554,4.8825
276,19.0149,17.2249,3.804
277,19.0838,17.2891,4.5894
278,19.1527,17.9659,4.3847
279,19.2216,13.2931,3.7053
280,19.2905,8.9336,4.3206
281,19.3594,6.0062,3.8188
282,19.4282,6.5801,3.6591
283,19.4971,12.5931,2.9593
284,19.566,15.4987,2.7007
285,19.6349,19.0205,3.4269
286,19.7038,20.1724,4.0291
287,19.7727,21.1756,4.4758
288,19.8416,18.1601,3.7374
289,19.9105,18.1427,4.5285
290,19.9794,20.2723,4.5673
291,20.0483,16.8904,5.2746
292,20.1172,19.0939,4.7839
293,20.1861,19.3652,4.325
294,20.255,17.167,3.9883
295,20.3239,13.6652,3.4093
296,20.3928,13.5525,3.5351
297,20.4617,17.0971,4.7469
298,20.5306,21.3555,5.5096
299,20.5995,25.1545,5.1108
300,20.6683,27.2299,5.4089
301,20.7372,22.4335,5.1761
302,20.8061,14.9025,4.0308
303,20.875,9.9354,4.1238
304,20.9439,12.993,3.6917
305,21.0128,18.7823,5.1091
306,21.0817,28.0541,6.054
307,21.1506,33.232,6.7034
308,21.2195,34.4969,6.9623
309,21.2884,27.691,6.8038
310,21.3573,21.1596,5.7454
311,21.4262,22.5973,5.594
312,21.4951,22.608,5.4248
313,21.564,19.553,6.6778
314,21.6329,19.5631,6.3783
315,21.7018,18.9831,5.7859
316,21.7707,15.0966,5.5263
317,21.8396,11.8039,4.6634
318,21.9084,12.5687,4.9065
319,21.9773,16.3599,4.5392
320,22.0462,19.9218,4.3829
321,22.1151,21.4192,4.1345
322,22.184,18.6952,3.8732
323,22.2529,13.6485,3.6458
324,22.3218,10.8171,3.2383
325,22.3907,12.6697,3.0838
326,22.4596,12.7246,2.2945
327,22.5285,11.0468,3.3637
328,22.5974,10.765,3.6475
329,22.6663,11.556,3.7089
330,22.7352,14.0907,4.1069
331,22.8041,29.555,5.3514
332,22.873,37.0765,7.145
333,22.9419,42.1284,8.0104
334,23.0108,37.7628,7.8008
335,23.0797,38.7772,7.158
336,23.1486,49.03,7.4032
337,23.2174,56.5582,9.0238
338,23.2863,63.4026,10.2534
339,23.3552,62.2626,10.3077
340,23.4241,47.2273,8.2108
341,23.493,24.5012,5.8355
342,23.5619,16.0263,5.332
343,23.6308,17.5778,4.7887
344,23.6997,21.9971,5.6367
345,23.7686,22.935,6.4404
346,23.8375,20.3016,6.2194
347,23.9064,18.1543,6.8738
348,23.9753,12.1681,6.5875
349,24.0442,13.4613,6.097
350,24.1131,12.0632,5.4814
351,24.182,10.6087,4.0299
352,24.2509,9.3366,4.1132
353,24.3198,12.9446,4.3053
354,24.3887,12.2341,4.6636
355,24.4575,10.0204,4.7073
356,24.5264,9.1103,4.3926
357,24.5953,10.934,3.8696
358,24.6642,9.842,3.8448
359,24.7331,10.6729,4.4364
360,24.802,10.5167,5.4205
361,24.8709,9.3147,5.1773
362,24.9398,8.811,4.5555
363,25.0087,8.431,3.3446
364,25.0776,5.3901,2.6208
365,25.1465,3.2966,2.4186
366,25.2154,3.0622,2.4415
367,25.2843,1.9921,2.851
368,25.3532,1.4525,3.0775
369,25.4221,1.5215,2.4283
370,25.491,1.9141,2.6205
371,25.5599,2.7888,2.6637
372,25.6288,2.4257,3.0737
373,25.6976,3.635,2.8171
374,25.7665,2.933,1.9222
375,25.8354,3.3459,2.0553
376,25.9043,3.9557,2.864
377,25.9732,3.7383,3.0484
378,26.0421,7.4971,3.1498
379,26.111,8.8833,3.6964
380,26.1799,13.7444,4.3294
381,26.2488,23.746,4.7536
382,26.3177,39.7462,6.8223
383,26.3866,48.6584,7.8617
384,26.4555,46.7618,9.6265
385,26.5244,43.8073,8.2472
386,26.5933,36.1912,8.1644
387,26.6622,29.6911,8.0959
388,26.7311,31.6297,7.7804
389,26.8,26.1447,6.6955
390,26.8689,19.4011,6.3694
391,26.9377,16.0368,5.2192
392,27.0066,17.1301,3.9129
393,27.0755,16.0723,4.9666
394,27.1444,20.1756,4.4772
395,27.2133,21.1895,5.422
396,27.2822,18.2656,4.9526
397,27.3511,13.8956,4.9415
398,27.42,9.432,4.7612
399,27.4889,7.0419,4.2758
400,27.5578,7.8969,3.77
401,27.6267,11.0051,4.3399
402,27.6956,14.5163,5.3061
403,27.7645,22.1591,6.9914
404,27.8334,20.1863,5.5754
405,27.9023,20.0469,5.709
406,27.9712,12.847,5.0789
407,28.0401,8.5391,5.2197
408,28.109,6.2046,3.5441
409,28.1778,5.6599,3.6062
410,28.2467,4.8906,3.0545
411,28.3156,2.1822,2.9401
412,28.3845,2.8233,3.6495
413,28.4534,2.8057,3.5891
414,28.5223,3.0785,2.7288
415,28.5912,4.1774,2.2236
416,28.6601,6.2645,2.9982
417,28.729,8.2224,2.642
418,28.7979,11.3477,2.8145
419,28.8668,13.7773,3.5534
420,28.9357,15.4055,4.0859
421,29.0046,11.5926,3.4578
422,29.0735,7.3807,3.2173
423,29.1424,5.5128,3.0731
424,29.2113,4.9634,4.4634
425,29.2802,5.2333,4.3548
426,29.3491,7.1024,2.9711
427,29.4179,8.1777,3.6238
428,29.4868,7.2606,3.7098
429,29.5557,5.704,3.2529
430,29.6246,4.8907,2.2488
