,position (um),Lar intensity,Abi intensity
0,0.0,19.603,3.4116
1,0.0689,26.4597,5.2085
2,0.1378,34.9206,5.70327
3,0.2067,39.7181,6.2691
4,0.2756,45.9911,8.78162
5,0.3445,50.2111,9.9527
6,0.4134,49.8511,8.01351
7,0.4823,41.9029,6.39214
8,0.5512,28.1069,5.52127
9,0.6201,17.8279,4.59253
10,0.6889,16.0777,4.90557
11,0.7578,15.9991,3.48216
12,0.8267,17.5862,2.93531
13,0.8956,23.2224,3.24447
14,0.9645,30.2875,3.30346
15,1.0334,32.0074,3.87502
16,1.1023,26.5603,3.73967
17,1.1712,15.192,3.92753
18,1.2401,11.1742,3.43192
19,1.309,8.8928,2.47876
20,1.3779,6.9265,2.62514
21,1.4468,6.7828,2.74673
22,1.5157,8.541,2.01085
23,1.5846,10.0161,2.57763
24,1.6535,7.3426,2.84625
25,1.7224,8.1413,1.86992
26,1.7913,7.0634,2.51986
27,1.8602,8.4263,2.04961
28,1.929,14.3267,2.7399
29,1.9979,14.8138,2.47406
30,2.0668,12.3266,2.6786
31,2.1357,14.0335,2.59791
32,2.2046,13.8812,2.40155
33,2.2735,14.1907,3.41031
34,2.3424,15.0485,3.54107
35,2.4113,16.9405,2.95089
36,2.4802,18.6217,2.89502
37,2.5491,22.4789,3.61172
38,2.618,29.0895,4.0177
39,2.6869,40.7602,6.43462
40,2.7558,54.7068,6.58559
41,2.8247,72.923,8.02497
42,2.8936,79.8438,8.18556
43,2.9625,65.4241,7.16185
44,3.0314,41.5171,5.45458
45,3.1003,24.3502,4.78127
46,3.1691,15.6399,3.63718
47,3.238,7.6107,2.77503
48,3.3069,5.8382,2.47766
49,3.3758,5.4417,2.59285
50,3.4447,5.9019,1.94633
51,3.5136,6.6151,2.46672
52,3.5825,7.9187,2.13124
53,3.6514,8.1195,2.26023
54,3.7203,9.3876,2.37172
55,3.7892,12.286,2.99454
56,3.8581,14.6695,3.58174
57,3.927,20.8797,4.3137
58,3.9959,23.2654,5.15637
59,4.0648,21.8589,5.90626
60,4.1337,21.9929,5.39929
61,4.2026,22.0319,5.51825
62,4.2715,25.6282,5.24073
63,4.3404,28.1169,6.58796
64,4.4092,24.7503,6.18767
65,4.4781,14.1348,4.94459
66,4.547,9.6742,4.84247
67,4.6159,8.8042,4.19449
68,4.6848,7.1558,3.71821
69,4.7537,8.9297,4.53538
70,4.8226,9.4068,4.44865
71,4.8915,17.9618,3.78316
72,4.9604,29.3819,3.80545
73,5.0293,34.284,4.93935
74,5.0982,31.6653,3.85648
75,5.1671,23.0408,3.71417
76,5.236,12.1859,3.10142
77,5.3049,7.9103,2.02647
78,5.3738,6.3026,3.96537
79,5.4427,7.6527,3.80651
80,5.5116,5.8783,4.39279
81,5.5805,7.0272,5.0481
82,5.6493,11.6709,3.7334
83,5.7182,12.9861,4.34021
84,5.7871,14.5089,5.68939
85,5.856,13.3787,6.37714
86,5.9249,12.3778,5.87333
87,5.9938,9.4009,4.70712
88,6.0627,6.6989,3.34877
89,6.1316,5.1703,2.41442
90,6.2005,7.1198,3.25101
91,6.2694,5.4198,3.75503
92,6.3383,7.1293,3.05712
93,6.4072,9.6489,2.5226
94,6.4761,14.0695,3.98549
95,6.545,16.51,4.58972
96,6.6139,19.381,5.32045
97,6.6828,20.834,4.16607
98,6.7517,15.0619,2.54706
99,6.8206,13.3036,2.91377
100,6.8894,8.7785,4.05164
