,position (um),Lar intensity,Abi intensity
219,15.0879,66.0033,11.3606
220,15.1568,68.5032,11.7569
221,15.2257,63.5559,9.2811
222,15.2946,49.724,9.1741
223,15.3635,36.4776,8.1281
224,15.4324,32.0598,5.9723
225,15.5013,29.6186,5.9338
226,15.5702,24.6177,6.7322
227,15.6391,23.3753,5.8964
228,15.7079,21.518,5.2746
229,15.7768,18.8272,6.6258
230,15.8457,17.3627,5.4422
231,15.9146,16.6161,4.7656
232,15.9835,16.4535,5.1248
233,16.0524,18.2922,5.1065
234,16.1213,17.1101,4.3194
235,16.1902,14.8516,5.7891
236,16.2591,12.6008,4.2861
237,16.328,13.3908,5.19
238,16.3969,16.1817,6.6592
239,16.4658,17.1045,6.3833
240,16.5347,21.5177,7.2872
241,16.6036,24.6622,7.8789
242,16.6725,22.3476,9.4681
243,16.7414,24.5401,9.6556
244,16.8103,27.5654,7.2293
245,16.8792,23.0326,7.2928
246,16.948,17.9766,6.5976
247,17.0169,15.0488,5.872
248,17.0858,10.6274,5.5446
249,17.1547,8.1425,5.2188
250,17.2236,7.3076,5.1862
251,17.2925,7.9877,6.8772
252,17.3614,8.066,6.0583
253,17.4303,7.3043,5.6233
254,17.4992,7.282,5.8467
255,17.5681,8.6916,4.9156
256,17.637,10.5309,4.9085
257,17.7059,11.7887,3.7109
258,17.7748,11.6348,3.4321
259,17.8437,9.4769,3.3899
260,17.9126,7.1292,3.8192
261,17.9815,7.7208,3.3993
262,18.0504,11.184,4.5755
263,18.1193,15.1817,5.442
264,18.1881,22.267,4.8773
265,18.257,31.2899,4.6356
266,18.3259,36.8776,6.0548
267,18.3948,40.2833,8.2627
268,18.4637,40.9132,8.5868
269,18.5326,32.5496,7.9889
270,18.6015,25.3506,6.7128
271,18.6704,17.9634,5.1101
272,18.7393,12.9321,4.8843
273,18.8082,9.8732,4.6657
274,18.8771,13.1888,5.0771
275,18.946,15.3629,5.8948
276,19.0149,17.4626,5.9099
277,19.0838,23.4314,5.624
278,19.1527,27.0819,5.8938
279,19.2216,29.5631,6.2984
280,19.2905,26.3207,6.0443
281,19.3594,25.6349,5.6179
282,19.4282,20.8088,6.9377
283,19.4971,22.5184,7.5874
284,19.566,26.1566,8.6396
285,19.6349,28.7753,8.372
286,19.7038,31.4014,8.5975
287,19.7727,33.1936,8.6638
288,19.8416,36.5133,9.6445
289,19.9105,29.984,8.5813
290,19.9794,27.8264,8.6843
291,20.0483,24.7364,7.8105
292,20.1172,22.3509,7.7244
293,20.1861,24.152,8.4569
294,20.255,27.7597,7.7796
295,20.3239,29.1158,6.2505
296,20.3928,25.1642,5.2569
297,20.4617,19.9062,5.7246
298,20.5306,22.101,6.2551
299,20.5995,31.9096,5.5152
300,20.6683,37.5362,7.68
301,20.7372,43.7313,8.6161
302,20.8061,48.2713,8.543
303,20.875,32.2501,9.107
304,20.9439,25.5013,6.9285
305,21.0128,14.7339,4.8411
306,21.0817,12.6874,3.8526
307,21.1506,8.5198,3.427
308,21.2195,6.6944,3.9627
309,21.2884,7.0063,4.2333
310,21.3573,5.6579,4.4541
311,21.4262,4.6821,3.8695
312,21.4951,6.9097,3.7162
313,21.564,11.2353,3.804
314,21.6329,16.2743,3.7361
315,21.7018,17.3266,3.8311
316,21.7707,17.8735,4.6699
317,21.8396,18.4309,5.2419
318,21.9084,16.8523,4.5149
319,21.9773,13.6737,4.725
320,22.0462,9.1238,5.053
321,22.1151,7.1,5.0294
322,22.184,4.5486,3.7592
323,22.2529,5.1186,3.9985
324,22.3218,6.3305,3.7776
325,22.3907,7.4595,3.566
326,22.4596,7.9935,3.4199
327,22.5285,7.8045,3.9306
328,22.5974,8.1795,4.255
329,22.6663,8.5705,3.7609
330,22.7352,10.8288,3.968
331,22.8041,18.003,4.1209
332,22.873,25.0559,5.6274
333,22.9419,30.2674,7.1128
334,23.0108,32.6395,8.5647
335,23.0797,25.9373,7.9899
336,23.1486,18.273,7.2164
337,23.2174,14.2132,6.0027
338,23.2863,14.2794,6.1009
339,23.3552,19.8582,5.1232
340,23.4241,25.8702,4.5969
341,23.493,28.3703,4.8973
342,23.5619,31.3885,3.7065
343,23.6308,29.4498,5.1428
344,23.6997,23.1551,4.7234
345,23.7686,17.0311,4.1126
346,23.8375,18.5172,4.483
347,23.9064,18.8671,5.1931
348,23.9753,21.7325,5.4064
349,24.0442,26.6954,6.2411
350,24.1131,33.1362,8.2109
351,24.182,46.0316,9.4831
352,24.2509,55.2651,11.4394
353,24.3198,59.0572,13.4624
354,24.3887,49.497,12.3722
355,24.4575,35.3125,10.2797
356,24.5264,24.3677,8.4288
357,24.5953,16.8401,7.3356
358,24.6642,18.2501,7.2962
359,24.7331,17.2703,5.8778
360,24.802,27.0556,7.2964
361,24.8709,39.3582,7.6577
362,24.9398,55.874,10.6235
363,25.0087,70.8583,14.0411
364,25.0776,81.7432,16.7834
365,25.1465,90.2773,18.6883
366,25.2154,89.3795,19.3587
367,25.2843,76.9659,15.7335
368,25.3532,57.9349,12.7305
369,25.4221,37.4726,9.5262
370,25.491,30.528,7.752
371,25.5599,36.8293,10.7481
372,25.6288,45.7287,13.5529
373,25.6976,57.6301,12.9599
374,25.7665,60.6036,12.3263
375,25.8354,57.5263,11.375
376,25.9043,44.8898,8.9891
377,25.9732,45.6833,7.5279
378,26.0421,47.0211,7.3226
379,26.111,47.1905,6.6912
380,26.1799,37.4038,6.5863
381,26.2488,27.9976,5.2574
382,26.3177,22.8489,5.0931
383,26.3866,17.9053,5.6299
384,26.4555,19.3368,5.0141
385,26.5244,24.4771,5.2406
386,26.5933,29.8819,4.8484
387,26.6622,30.3698,5.5807
388,26.7311,20.4851,5.4538
389,26.8,10.9968,4.203
390,26.8689,9.1206,4.4767
391,26.9377,10.2727,4.2302
392,27.0066,11.5357,3.889
393,27.0755,15.5168,4.2259
394,27.1444,18.9168,4.8706
395,27.2133,19.2316,4.8215
396,27.2822,20.1151,4.9026
397,27.3511,17.0442,6.2423
398,27.42,15.1852,5.6748
399,27.4889,11.8282,5.3308
400,27.5578,10.7326,5.8153
401,27.6267,11.0094,5.6694
402,27.6956,9.0626,5.4714
403,27.7645,8.3989,5.8733
404,27.8334,7.4164,5.9045
405,27.9023,7.0119,4.9446
406,27.9712,4.379,4.4756
407,28.0401,3.2574,3.9427
408,28.109,3.5264,4.7501
409,28.1778,5.577,4.8276
410,28.2467,5.8981,4.5331
411,28.3156,7.3213,5.737
412,28.3845,11.3079,5.4199
413,28.4534,12.8963,6.5196
414,28.5223,12.301,7.6416
415,28.5912,11.0289,7.3049
416,28.6601,9.6269,5.9506
417,28.729,9.7094,6.4016
418,28.7979,11.2156,7.0468
419,28.8668,10.3973,5.1612
420,28.9357,11.5705,5.6276
421,29.0046,13.2962,5.6075
422,29.0735,14.685,6.2898
423,29.1424,19.7867,7.7733
424,29.2113,24.3815,7.3795
425,29.2802,23.14,7.6762
426,29.3491,19.4404,5.891
427,29.4179,14.8029,4.8984
428,29.4868,10.366,4.4199
429,29.5557,11.5153,4.3755
430,29.6246,12.7322,4.092
431,29.6935,15.3483,4.4029
432,29.7624,17.1224,4.7489
433,29.8313,11.8984,4.7079
434,29.9002,7.3456,5.1635
435,29.9691,6.1601,4.5692
436,30.038,6.0782,4.8943
437,30.1069,10.6899,5.4648
438,30.1758,17.3469,4.0535
439,30.2447,16.017,4.669
440,30.3136,16.1696,5.0526
441,30.3825,14.1672,4.6982
442,30.4514,10.6212,5.3658
443,30.5203,9.6986,5.0846
444,30.5892,7.1214,4.3365
445,30.6581,4.5161,4.2249
446,30.7269,4.4427,4.9874
447,30.7958,4.2775,4.7014
448,30.8647,5.4124,3.9882
449,30.9336,8.1606,4.6326
450,31.0025,12.2758,4.8293
451,31.0714,14.7142,6.2218
452,31.1403,14.4434,5.4112
453,31.2092,16.6023,5.8587
454,31.2781,14.9472,7.5027
455,31.347,14.8095,6.2793
456,31.4159,15.4195,5.8677
457,31.4848,18.2532,6.2662
458,31.5537,21.6786,6.4595
459,31.6226,22.7606,7.0488
460,31.6915,22.8603,7.3779
461,31.7604,23.9016,7.1165
462,31.8293,20.6735,6.3778
463,31.8982,14.5142,3.5877
464,31.967,12.3564,3.6814
465,32.0359,16.4079,4.4174
466,32.1048,24.2819,4.7373
467,32.1737,30.7149,5.9301
468,32.2426,32.6397,7.2682
469,32.3115,30.7536,7.3339
470,32.3804,24.6851,7.9307
471,32.4493,23.4642,6.6015
472,32.5182,20.7402,6.1172
473,32.5871,22.4331,6.7436
474,32.656,31.1545,7.292
475,32.7249,41.8944,7.6842
476,32.7938,51.8863,8.6766
477,32.8627,61.3116,10.9252
478,32.9316,72.0309,12.8578
479,33.0005,74.2837,14.1971
480,33.0694,77.4075,16.0408
481,33.1383,68.244,16.8153
482,33.2071,50.2468,12.9442
483,33.276,27.7149,9.8677
484,33.3449,17.4135,7.0737
485,33.4138,11.4792,5.7
486,33.4827,9.6187,4.5146
487,33.5516,7.4561,5.2936
488,33.6205,9.5532,5.8439
489,33.6894,10.4811,4.535
490,33.7583,10.2478,4.3345
491,33.8272,11.4131,5.8385
492,33.8961,13.6558,5.9883
493,33.965,17.188,6.1532
494,34.0339,18.6392,5.9952
495,34.1028,20.6383,6.7917
496,34.1717,18.1993,6.2229
497,34.2406,17.3882,5.7725
498,34.3095,17.4504,5.9731
499,34.3784,25.6932,6.7808
500,34.4472,37.4091,7.9413
501,34.5161,44.0585,10.3228
502,34.585,43.8713,10.6915
503,34.6539,34.4658,9.8416
504,34.7228,19.5667,7.274
505,34.7917,13.7387,5.681
506,34.8606,10.3805,5.5602
507,34.9295,8.5753,4.7823
508,34.9984,7.0337,3.3801
509,35.0673,11.2603,3.3567
510,35.1362,10.0541,2.8653
511,35.2051,8.9723,3.6464
512,35.274,9.8341,3.0503
513,35.3429,9.955,3.4405
514,35.4118,7.8067,3.1193
515,35.4807,7.3553,2.8994
516,35.5496,4.057,3.4366
517,35.6185,3.0542,3.1366
518,35.6873,4.1582,3.6178
519,35.7562,5.7628,3.8829
520,35.8251,7.6895,4.5837
521,35.894,9.4683,3.8249
522,35.9629,10.2828,3.6928
523,36.0318,10.8532,4.0433
524,36.1007,9.6142,4.7538
525,36.1696,9.0189,4.456
526,36.2385,7.7903,5.1174
527,36.3074,7.7936,4.1573
528,36.3763,6.9746,4.7005
529,36.4452,6.509,3.877
530,36.5141,4.7326,3.2196
531,36.583,4.0654,3.2435
532,36.6519,6.0196,3.1896
533,36.7208,6.6003,3.8801
534,36.7897,6.1802,3.7072
535,36.8586,5.9767,3.2427
536,36.9274,9.1837,3.3144
537,36.9963,15.6896,4.1828
538,37.0652,25.5114,5.8205
539,37.1341,34.4463,6.7121
540,37.203,39.8391,7.7184
541,37.2719,38.6008,7.3053
542,37.3408,34.4921,8.3609
543,37.4097,35.2205,8.339
544,37.4786,40.715,9.5427
545,37.5475,38.5608,7.7635
546,37.6164,31.6655,6.593
547,37.6853,24.5002,6.1364
548,37.7542,20.783,4.9705
549,37.8231,19.5017,5.2149
550,37.892,19.2723,5.7615
551,37.9609,21.0053,5.979
552,38.0298,17.9707,7.5915
553,38.0987,22.2684,7.2413
554,38.1675,20.1861,8.0984
555,38.2364,19.3653,8.5142
556,38.3053,21.5267,8.3557
557,38.3742,29.4814,6.5827
558,38.4431,31.1378,4.7534
559,38.512,28.9001,4.6258
560,38.5809,27.9493,6.2455
561,38.6498,22.9433,6.6736
562,38.7187,20.1031,5.5695
563,38.7876,19.884,6.8528
564,38.8565,21.885,6.69
565,38.9254,19.5962,5.8789
566,38.9943,13.9932,5.9866
567,39.0632,10.1493,4.9588
568,39.1321,7.7533,3.962
569,39.201,5.3557,3.65
570,39.2699,4.2699,2.9344
571,39.3388,3.7064,3.6311
572,39.4076,5.4356,3.5474
573,39.4765,7.6662,3.6693
574,39.5454,13.3342,3.767
575,39.6143,16.48,4.6784
576,39.6832,19.4632,5.8501
577,39.7521,20.9029,6.6002
578,39.821,19.5882,6.9516
579,39.8899,18.2301,7.836
580,39.9588,16.934,6.9547
581,40.0277,18.8821,7.3295
582,40.0966,24.403,8.4242
583,40.1655,32.5815,10.7237
584,40.2344,37.5155,11.239
585,40.3033,26.4779,9.416
586,40.3722,23.316,7.4455
587,40.4411,20.1424,6.374
588,40.51,26.7158,6.9708
589,40.5789,32.1329,8.5717
590,40.6478,37.2819,9.5085
591,40.7166,37.3266,9.9967
592,40.7855,29.2292,8.1584
593,40.8544,19.3494,7.3973
594,40.9233,12.0301,6.5811
595,40.9922,8.4711,4.788
596,41.0611,8.3235,2.8879
597,41.13,9.2436,4.3086
598,41.1989,7.2459,4.5173
599,41.2678,6.5803,4.7368
600,41.3367,6.0121,3.9272
601,41.4056,6.8312,3.1529
602,41.4745,9.3803,2.525
603,41.5434,8.5035,3.3112
604,41.6123,11.8878,4.2771
605,41.6812,15.2176,5.2626
606,41.7501,15.8661,3.5678
607,41.819,15.923,3.7778
608,41.8879,17.0586,3.0513
609,41.9567,17.7899,5.0416
610,42.0256,26.217,6.2085
611,42.0945,35.6747,8.69
612,42.1634,46.0278,10.2504
613,42.2323,57.0683,13.6675
614,42.3012,66.0182,15.2816
615,42.3701,62.468,14.349
616,42.439,54.055,12.0914
617,42.5079,50.1184,12.4367
618,42.5768,60.9236,12.164
619,42.6457,69.6327,15.5191
620,42.7146,61.0724,14.705
621,42.7835,56.345,13.2282
622,42.8524,51.0354,11.7788
623,42.9213,47.1072,12.6577
624,42.9902,46.6921,10.9544
625,43.0591,40.4549,8.1959
626,43.128,30.1588,6.6561
627,43.1968,21.8989,6.7338
628,43.2657,16.5463,6.2683
629,43.3346,16.9104,6.5943
630,43.4035,15.9698,5.7185
631,43.4724,16.0085,6.217
632,43.5413,26.61,6.7221
633,43.6102,32.9992,6.2826
634,43.6791,41.4358,6.8966
635,43.748,41.4851,6.6557
636,43.8169,31.347,7.3263
637,43.8858,21.3553,6.7943
638,43.9547,20.4342,5.0202
639,44.0236,19.4795,6.4022
640,44.0925,19.7712,4.9429
641,44.1614,17.4168,5.3303
642,44.2303,18.4562,5.3276
643,44.2992,16.0096,5.0245
644,44.3681,15.0158,5.3217
645,44.437,12.4459,5.1283
646,44.5058,11.8891,5.3292
647,44.5747,12.5228,5.0632
648,44.6436,13.3008,5.2572
649,44.7125,14.6712,7.6655
650,44.7814,18.1371,6.977
651,44.8503,20.0003,7.4448
652,44.9192,19.4842,7.6914
653,44.9881,19.459,6.9037
654,45.057,13.7856,7.0781
655,45.1259,15.1791,7.4103
656,45.1948,13.7876,8.0229
657,45.2637,13.3092,6.9755
658,45.3326,10.4419,6.0066
659,45.4015,13.7922,6.1102
660,45.4704,14.9674,6.2363
661,45.5393,21.2734,6.1512
662,45.6082,27.6967,5.88
663,45.6771,27.5889,7.0564
664,45.7459,32.1226,6.2546
665,45.8148,37.1459,8.0164
666,45.8837,41.6245,10.1399
667,45.9526,51.8454,12.6774
668,46.0215,44.4396,13.8843
669,46.0904,36.1756,15.9104
670,46.1593,27.1519,12.4195
671,46.2282,17.7964,8.9248
672,46.2971,17.4269,6.3752
673,46.366,15.7671,4.3235
674,46.4349,14.9175,3.9823
675,46.5038,12.2738,2.8844
676,46.5727,12.0115,2.5869
677,46.6416,9.4703,2.5052
938,0.0,23.363,8.3862
939,0.0689,29.098,8.1173
940,0.1378,30.765,7.9081
941,0.2067,36.468,10.0896
942,0.2756,32.395,10.4542
943,0.3445,25.307,9.9488
944,0.4134,18.529,6.4186
945,0.4823,14.506,5.0004
946,0.5512,13.907,4.913
947,0.6201,9.303,4.3461
948,0.6889,6.136,5.1359
949,0.7578,5.083,4.9975
950,0.8267,6.972,4.6137
951,0.8956,6.862,4.9465
952,0.9645,8.37,3.9403
953,1.0334,10.461,3.9091
954,1.1023,12.635,4.6186
955,1.1712,13.12,4.7956
956,1.2401,13.689,5.6903
957,1.309,14.013,5.107
958,1.3779,14.21,5.1081
959,1.4468,15.623,5.8494
960,1.5157,12.25,5.2679
961,1.5846,10.783,3.9455
962,1.6535,8.124,2.9661
963,1.7224,9.118,3.4395
964,1.7913,8.28,3.1457
965,1.8602,8.841,4.0202
966,1.929,9.8,4.6558
967,1.9979,13.683,7.1086
968,2.0668,16.415,7.7809
969,2.1357,18.433,9.1484
970,2.2046,13.03,8.3632
971,2.2735,13.527,6.5815
972,2.3424,8.947,4.9612
973,2.4113,6.368,4.9418
974,2.4802,7.865,4.9441
975,2.5491,7.744,5.7229
976,2.618,9.24,5.3154
977,2.6869,15.044,7.3933
978,2.7558,19.526,6.5503
979,2.8247,15.505,5.1311
980,2.8936,10.081,4.7742
981,2.9625,6.132,3.2376
982,3.0314,5.608,4.5715
983,3.1003,10.353,4.9147
984,3.1691,10.983,5.8879
985,3.238,16.215,6.5052
986,3.3069,15.358,5.7014
987,3.3758,19.647,6.1062
988,3.4447,25.746,6.4452
989,3.5136,33.686,7.4569
990,3.5825,52.327,12.26
991,3.6514,70.648,14.6467
992,3.7203,82.128,18.1864
993,3.7892,91.348,20.7283
994,3.8581,86.366,19.7087
995,3.927,75.26,17.0615
996,3.9959,61.77,15.0696
997,4.0648,56.184,12.2088
998,4.1337,46.406,9.2814
999,4.2026,28.928,7.4613
1000,4.2715,18.635,7.3144
1001,4.3404,16.207,6.4616
1002,4.4092,17.068,7.0572
1003,4.4781,18.794,8.0147
1004,4.547,19.402,7.8825
1005,4.6159,19.735,7.1528
1006,4.6848,21.377,6.0755
1007,4.7537,20.953,6.1429
1008,4.8226,17.725,5.487
1009,4.8915,15.636,4.8658
1010,4.9604,13.102,4.4288
1011,5.0293,9.214,4.5784
1012,5.0982,5.574,3.9479
1013,5.1671,8.833,4.2564
1014,5.236,11.589,4.1997
1015,5.3049,16.801,4.3251
1016,5.3738,20.688,5.4414
1017,5.4427,20.698,5.4462
1018,5.5116,22.154,5.1038
1019,5.5805,21.662,5.1403
1020,5.6493,22.287,5.6717
1021,5.7182,22.128,5.5853
1022,5.7871,22.09,6.8525
1023,5.856,24.868,7.0828
1024,5.9249,24.856,10.6845
1025,5.9938,23.637,10.1339
1026,6.0627,24.557,9.6191
1027,6.1316,24.216,7.6131
1028,6.2005,22.495,7.1392
1029,6.2694,23.509,7.0613
1030,6.3383,20.504,6.4884
1031,6.4072,11.645,5.3005
1032,6.4761,9.383,3.9093
1033,6.545,12.09,3.6455
1034,6.6139,13.998,3.139
1035,6.6828,11.726,4.5264
1036,6.7517,10.521,4.3822
1037,6.8206,9.061,4.4908
1038,6.8894,8.189,5.025
1039,6.9583,10.549,5.9948
1040,7.0272,11.662,5.7198
1041,7.0961,12.902,5.5148
1042,7.165,13.07,5.9108
1043,7.2339,15.812,4.6873
1044,7.3028,16.682,5.2651
1045,7.3717,17.609,5.9204
1046,7.4406,20.283,5.6727
1047,7.5095,19.148,6.3019
1048,7.5784,24.664,6.0346
1049,7.6473,26.234,4.9843
1050,7.7162,25.9,4.9618
1051,7.7851,24.534,5.7586
1052,7.854,24.097,6.0598
1053,7.9229,26.9,7.1382
1054,7.9918,29.298,7.89
1055,8.0607,28.942,6.6892
1056,8.1296,26.237,5.9089
1057,8.1984,27.24,5.7053
1058,8.2673,29.884,6.944
1059,8.3362,39.981,7.4151
1060,8.4051,49.098,8.868
1061,8.474,57.191,8.7947
1062,8.5429,54.104,8.3167
1063,8.6118,52.118,9.2245
1064,8.6807,48.61,9.406
1065,8.7496,44.892,10.4576
1066,8.8185,38.204,9.4143
1067,8.8874,29.692,9.6661
1068,8.9563,23.188,9.6524
1069,9.0252,25.053,8.1265
1070,9.0941,25.978,7.9341
1071,9.163,26.342,7.8673
1072,9.2319,26.208,6.7742
1073,9.3008,28.226,6.1961
1074,9.3697,27.137,6.6272
1075,9.4385,24.212,6.0207
1076,9.5074,21.305,6.65
1077,9.5763,19.737,7.0382
1078,9.6452,16.767,6.3728
1079,9.7141,15.97,6.1334
1080,9.783,12.224,5.6939
1081,9.8519,10.962,5.2641
1082,9.9208,10.416,4.3511
1083,9.9897,13.452,4.0205
1084,10.0586,17.323,4.0865
1085,10.1275,22.803,4.9431
1086,10.1964,26.87,5.888
1087,10.2653,34.229,6.6671
1088,10.3342,43.375,7.9153
1089,10.4031,48.952,9.421
1090,10.472,46.684,9.0419
1091,10.5409,48.212,7.701
1092,10.6098,38.387,7.0282
1093,10.6786,36.822,7.3823
1094,10.7475,41.283,8.6866
1095,10.8164,48.328,9.0318
1096,10.8853,67.644,11.0178
1097,10.9542,88.842,13.758
