,position (um),Lar intensity,Abi intensity
0,0.0,25.7648,5.4092
1,0.0689,21.4807,4.554
2,0.1378,16.0382,5.0277
3,0.2067,16.5413,5.6796
4,0.2756,14.6633,4.9002
5,0.3445,12.1347,6.0788
6,0.4134,6.0867,4.7999
7,0.4823,4.5548,3.9982
8,0.5512,4.0462,4.2451
9,0.6201,2.4371,3.8374
10,0.6889,4.3032,3.8997
11,0.7578,6.6751,3.2252
12,0.8267,9.2198,3.6902
13,0.8956,11.4561,3.9093
14,0.9645,9.3529,3.9344
15,1.0334,9.1635,3.372
16,1.1023,13.0277,2.8298
17,1.1712,16.611,3.1429
18,1.2401,16.8669,2.6639
19,1.309,12.3242,2.58
20,1.3779,8.6408,3.1465
21,1.4468,9.0797,3.284
22,1.5157,9.0801,4.1925
23,1.5846,7.9201,3.3912
24,1.6535,8.515,3.0214
25,1.7224,6.5642,3.0368
26,1.7913,7.2743,3.4573
27,1.8602,8.4567,4.562
28,1.929,8.5887,3.3383
29,1.9979,11.2729,4.2788
30,2.0668,13.6364,4.3858
31,2.1357,19.3159,5.3063
32,2.2046,19.056,4.8211
33,2.2735,19.7867,4.6411
34,2.3424,21.1829,4.3756
35,2.4113,22.8429,5.3493
36,2.4802,25.3203,5.8164
37,2.5491,33.8324,8.3847
38,2.618,42.3345,9.8162
39,2.6869,52.844,10.4725
40,2.7558,55.4398,11.1758
41,2.8247,49.3095,11.0508
42,2.8936,38.21,9.9583
43,2.9625,31.015,8.6266
44,3.0314,26.0515,7.7126
45,3.1003,22.0018,6.6673
46,3.1691,20.0526,5.7362
47,3.238,13.6008,5.8654
48,3.3069,13.2408,5.0461
49,3.3758,12.7027,5.7705
50,3.4447,14.0003,6.2576
51,3.5136,17.5081,6.256
52,3.5825,18.8099,5.4527
53,3.6514,14.4602,4.3821
54,3.7203,10.2895,4.3229
55,3.7892,6.8455,4.2141
56,3.8581,5.9336,3.3612
57,3.927,8.6027,3.3643
58,3.9959,9.6321,3.699
59,4.0648,11.2263,3.6918
60,4.1337,9.4943,3.474
61,4.2026,7.0401,3.6085
62,4.2715,7.3645,3.5733
63,4.3404,6.0994,2.7713
64,4.4092,4.2368,2.2417
65,4.4781,5.0182,2.9263
66,4.547,6.0266,2.6875
67,4.6159,7.7254,3.2276
68,4.6848,9.5157,2.893
69,4.7537,10.8957,3.4336
70,4.8226,12.7007,3.387
71,4.8915,12.2328,3.5889
72,4.9604,10.949,3.9226
73,5.0293,15.9661,4.3846
74,5.0982,19.9429,5.9058
75,5.1671,21.8478,5.2581
76,5.236,25.0119,5.8694
77,5.3049,28.3041,6.208
78,5.3738,34.0763,7.1928
79,5.4427,36.686,7.6411
80,5.5116,37.0688,6.5573
81,5.5805,34.2504,6.7114
82,5.6493,29.8485,6.3628
83,5.7182,24.7592,6.042
84,5.7871,16.9446,5.1936
85,5.856,11.9147,4.2562
86,5.9249,9.2356,3.494
87,5.9938,7.3524,3.2071
88,6.0627,8.0122,3.0914
89,6.1316,11.1016,2.994
90,6.2005,16.1297,3.6542
91,6.2694,20.072,4.826
92,6.3383,19.4305,6.2023
93,6.4072,15.4883,5.0483
94,6.4761,13.6564,4.2512
95,6.545,9.7247,4.4737
96,6.6139,7.2077,4.5183
97,6.6828,5.915,4.7092
98,6.7517,7.1938,4.3785
99,6.8206,7.804,3.7445
100,6.8894,8.8056,3.2844
101,6.9583,8.1304,3.1791
102,7.0272,9.3623,3.5052
103,7.0961,12.002,3.2687
104,7.165,15.9699,4.0401
105,7.2339,18.3723,5.2125
106,7.3028,18.1287,6.3462
107,7.3717,19.725,5.7294
108,7.4406,17.2525,6.5316
109,7.5095,11.511,5.6778
110,7.5784,8.133,4.9602
111,7.6473,5.0743,4.2241
112,7.7162,5.7021,3.472
113,7.7851,4.5901,3.0549
114,7.854,3.3939,3.2169
115,7.9229,3.6751,2.5726
116,7.9918,3.3863,2.0956
117,8.0607,4.4234,2.8653
118,8.1296,6.0684,3.4446
119,8.1984,10.4318,4.347
120,8.2673,12.3429,4.8889
121,8.3362,15.5789,4.9286
122,8.4051,21.3473,5.6088
123,8.474,24.1287,7.6822
124,8.5429,28.7159,8.1103
125,8.6118,32.8744,8.5668
126,8.6807,39.7051,8.8308
127,8.7496,39.5163,7.473
128,8.8185,36.8921,8.0386
129,8.8874,29.0687,6.2566
130,8.9563,20.891,5.7785
131,9.0252,21.6532,4.7821
132,9.0941,22.2191,4.2561
133,9.163,25.4455,5.4732
134,9.2319,25.8164,6.0279
135,9.3008,20.329,5.409
136,9.3697,18.7157,5.0549
137,9.4385,17.1269,4.7381
138,9.5074,17.3858,5.1086
139,9.5763,15.8202,4.5908
140,9.6452,13.1081,4.7827
141,9.7141,10.9919,4.4529
142,9.783,8.6013,4.4617
143,9.8519,5.304,4.4163
144,9.9208,8.7909,3.4247
145,9.9897,11.0406,2.8178
146,10.0586,18.2971,3.42
147,10.1275,18.5942,4.2726
148,10.1964,18.9106,3.9107
149,10.2653,17.3852,4.8363
150,10.3342,19.1767,5.4296
151,10.4031,17.2037,5.5174
152,10.472,18.2157,6.9286
153,10.5409,19.9445,6.0559
154,10.6098,22.7178,6.6164
155,10.6786,23.6716,7.5336
156,10.7475,20.8145,6.7395
157,10.8164,17.8072,7.3737
158,10.8853,15.0724,7.5741
159,10.9542,13.7484,6.9418
160,11.0231,13.1109,4.1458
161,11.092,12.6049,4.8938
162,11.1609,11.0539,3.8513
163,11.2298,7.4087,3.8563
164,11.2987,6.617,4.006
165,11.3676,6.198,3.6622
166,11.4365,5.3865,2.5602
167,11.5054,6.3627,2.8883
168,11.5743,8.512,2.4202
169,11.6432,4.5202,2.4553
170,11.7121,4.1075,2.7895
171,11.781,5.011,1.8744
172,11.8499,4.5369,1.7618
173,11.9187,3.2734,1.8041
174,11.9876,3.5042,2.6645
175,12.0565,5.3735,2.6696
176,12.1254,7.8309,3.3652
177,12.1943,10.5689,4.1507
178,12.2632,8.4543,3.9882
179,12.3321,9.2892,4.5282
180,12.401,10.179,4.6549
181,12.4699,13.0613,4.6216
182,12.5388,12.939,5.8142
183,12.6077,13.2786,5.1037
184,12.6766,14.1678,4.1143
185,12.7455,19.2684,2.9095
186,12.8144,30.0397,4.8915
187,12.8833,31.8769,6.3562
188,12.9522,21.7348,5.9036
189,13.0211,16.9919,5.8662
190,13.09,14.6746,6.4374
191,13.1588,16.3724,4.7268
192,13.2277,11.7245,4.8621
193,13.2966,10.6502,3.1676
194,13.3655,13.2793,3.0745
195,13.4344,18.6338,2.7961
196,13.5033,23.2582,3.6474
197,13.5722,32.2429,4.0632
198,13.6411,48.9675,5.3793
199,13.71,63.3633,8.6294
200,13.7789,61.628,11.5164
201,13.8478,51.3121,11.0598
202,13.9167,42.6407,9.9507
203,13.9856,32.74,7.5774
204,14.0545,27.2199,7.2029
205,14.1234,27.0989,6.7909
206,14.1923,26.7929,5.6901
207,14.2612,25.3629,5.6098
208,14.3301,26.7749,6.675
209,14.3989,26.961,6.3197
210,14.4678,31.5348,7.021
211,14.5367,30.5233,5.8874
212,14.6056,22.3333,6.2421
213,14.6745,19.2917,4.6315
214,14.7434,9.8959,4.322
215,14.8123,8.2359,4.1394
216,14.8812,8.7271,3.6361
217,14.9501,10.6702,3.4901
218,15.019,14.1069,3.9655
219,15.0879,14.4132,3.762
220,15.1568,13.9045,4.3328
221,15.2257,11.9366,3.3309
222,15.2946,8.2151,4.466
223,15.3635,9.1673,4.342
224,15.4324,7.6003,5.4634
225,15.5013,6.8919,4.4667
226,15.5702,8.9091,2.4831
227,15.6391,11.0621,2.5794
228,15.7079,14.689,3.4428
229,15.7768,18.8238,4.5785
230,15.8457,24.2871,5.0961
231,15.9146,27.1103,5.7342
232,15.9835,28.4478,6.5603
233,16.0524,28.5189,7.197
