,position (um),Lar intensity,Abi intensity
0,0.0,21.485,6.2304
1,0.0689,22.321,5.4466
2,0.1378,19.687,5.6289
3,0.2067,19.552,4.2714
4,0.2756,25.62,5.0069
5,0.3445,27.486,6.8615
6,0.4134,31.945,6.8401
7,0.4823,32.943,7.2422
8,0.5512,29.317,6.5079
9,0.6201,26.921,6.4304
10,0.6889,24.565,5.4469
11,0.7578,19.56,5.7092
12,0.8267,16.999,5.5416
13,0.8956,17.525,4.8845
14,0.9645,18.99,4.5791
15,1.0334,18.318,5.4623
16,1.1023,17.585,6.1493
17,1.1712,19.146,6.2008
18,1.2401,21.923,6.3038
19,1.309,29.983,9.0014
20,1.3779,30.292,9.4129
21,1.4468,29.106,9.2807
22,1.5157,24.513,7.7279
23,1.5846,19.32,6.0739
24,1.6535,18.303,6.1274
25,1.7224,15.529,3.9398
26,1.7913,14.588,4.7613
27,1.8602,12.198,4.4799
28,1.929,11.307,4.8588
29,1.9979,13.13,5.202
30,2.0668,7.4,4.811
31,2.1357,6.78,3.6807
32,2.2046,6.703,2.6965
33,2.2735,8.559,2.9079
34,2.3424,8.667,2.963
35,2.4113,8.457,2.1497
36,2.4802,8.871,2.5389
37,2.5491,10.433,2.9708
38,2.618,13.878,3.6034
39,2.6869,15.612,4.5384
40,2.7558,19.804,5.4216
41,2.8247,16.941,6.3733
42,2.8936,20.019,8.3273
43,2.9625,28.708,9.6753
44,3.0314,31.809,12.1377
45,3.1003,34.524,13.8713
46,3.1691,24.828,12.9419
47,3.238,16.415,9.9925
48,3.3069,9.652,6.8016
49,3.3758,8.411,4.8149
50,3.4447,8.537,4.5991
51,3.5136,7.932,3.6284
52,3.5825,8.017,4.0135
53,3.6514,7.449,3.7205
54,3.7203,9.742,4.5756
55,3.7892,16.203,5.5778
56,3.8581,20.35,7.3481
57,3.927,23.216,9.0532
58,3.9959,27.859,9.8333
59,4.0648,27.412,8.3968
60,4.1337,24.097,7.4899
61,4.2026,19.598,5.6999
62,4.2715,17.474,4.2209
63,4.3404,13.838,3.7177
64,4.4092,12.318,4.1922
65,4.4781,12.934,4.6744
66,4.547,16.414,4.8762
67,4.6159,14.688,4.3361
68,4.6848,15.166,3.9323
69,4.7537,12.797,3.684
70,4.8226,14.537,4.3696
71,4.8915,12.732,4.2317
72,4.9604,14.731,4.7115
73,5.0293,23.032,4.7453
74,5.0982,26.178,6.1523
75,5.1671,25.578,7.181
76,5.236,23.502,6.6305
77,5.3049,22.455,7.2452
78,5.3738,19.202,7.13
79,5.4427,19.854,6.5067
80,5.5116,28.301,7.4682
81,5.5805,44.214,9.4067
82,5.6493,49.931,11.2972
83,5.7182,50.044,13.874
84,5.7871,45.172,12.1868
85,5.856,39.19,9.2485
86,5.9249,35.833,7.9855
87,5.9938,30.546,7.0692
88,6.0627,26.081,6.6572
89,6.1316,24.434,5.9747
90,6.2005,24.247,5.3496
91,6.2694,20.983,6.0035
92,6.3383,18.573,4.9163
93,6.4072,19.059,5.0121
94,6.4761,21.09,5.2742
95,6.545,22.978,5.9208
96,6.6139,22.822,6.2996
97,6.6828,22.247,7.1338
98,6.7517,22.554,6.5626
99,6.8206,22.44,6.6651
100,6.8894,23.901,5.9122
101,6.9583,22.633,6.8915
102,7.0272,17.847,4.7424
103,7.0961,11.954,3.711
104,7.165,5.86,3.3572
105,7.2339,6.756,3.5686
106,7.3028,6.739,3.3234
107,7.3717,5.916,1.7543
108,7.4406,5.326,1.521
109,7.5095,4.676,1.8372
110,7.5784,5.744,1.559
111,7.6473,3.474,1.8304
112,7.7162,3.186,1.502
113,7.7851,3.271,2.3986
114,7.854,3.794,2.9995
115,7.9229,4.138,2.3769
116,7.9918,4.662,2.1807
117,8.0607,3.52,2.4431
118,8.1296,4.81,2.8672
119,8.1984,7.763,2.8526
120,8.2673,12.838,3.8323
121,8.3362,19.164,4.693
122,8.4051,30.326,6.1549
123,8.474,44.116,9.7926
124,8.5429,71.873,13.2246
125,8.6118,83.37,16.0693
126,8.6807,70.14,14.6058
