,position (um),Lar intensity,Abi intensity
0,0.0,9.2239,4.5821
1,0.0689,7.3681,3.8415
2,0.1378,6.2762,3.5626
3,0.2067,5.6858,2.8489
4,0.2756,6.4383,3.3703
5,0.3445,9.85,3.2155
6,0.4134,16.0955,2.7997
7,0.4823,25.9869,3.0999
8,0.5512,33.9964,4.1685
9,0.6201,35.9403,4.0009
10,0.6889,32.1837,4.4407
11,0.7578,29.3544,6.637
12,0.8267,35.2395,7.0635
13,0.8956,37.5434,6.8369
14,0.9645,39.6149,7.992
15,1.0334,29.393,7.3711
16,1.1023,30.1219,7.3578
17,1.1712,33.167,6.2575
18,1.2401,42.3611,5.8779
19,1.309,51.5378,6.3888
20,1.3779,54.2849,7.6472
21,1.4468,58.5222,7.8128
22,1.5157,56.5301,8.8006
23,1.5846,55.0568,8.9375
24,1.6535,55.5455,9.5079
25,1.7224,36.868,8.4135
26,1.7913,27.342,7.2799
27,1.8602,18.7626,6.669
28,1.929,19.4701,6.3213
29,1.9979,28.3214,5.9567
30,2.0668,47.4113,6.5316
31,2.1357,59.9239,7.5887
32,2.2046,54.0492,7.742
33,2.2735,37.47,7.1262
34,2.3424,23.5068,6.0624
35,2.4113,19.2755,5.1819
36,2.4802,17.6117,6.7647
37,2.5491,20.2133,6.695
38,2.618,21.6961,7.1874
39,2.6869,20.218,6.0519
40,2.7558,18.7258,4.8623
41,2.8247,17.1549,3.9407
42,2.8936,17.442,3.9328
43,2.9625,14.733,3.1906
44,3.0314,13.3353,2.8498
45,3.1003,12.7089,2.9164
46,3.1691,10.6876,3.6216
47,3.238,11.3607,4.089
48,3.3069,11.6133,4.8368
49,3.3758,14.8261,4.9245
50,3.4447,17.0315,5.9183
51,3.5136,18.008,5.6364
52,3.5825,14.2771,4.9952
53,3.6514,11.5244,4.402
54,3.7203,9.2791,3.886
55,3.7892,8.7897,3.4253
56,3.8581,6.8234,3.594
57,3.927,8.0888,3.3347
58,3.9959,13.8873,3.675
59,4.0648,23.4041,3.8701
60,4.1337,30.1603,4.4154
61,4.2026,34.6152,5.2536
62,4.2715,36.6731,5.9845
63,4.3404,33.7038,5.9045
64,4.4092,31.52,5.2076
65,4.4781,32.1366,4.6401
66,4.547,32.087,3.1617
67,4.6159,27.8972,3.535
68,4.6848,20.401,3.2981
69,4.7537,17.9902,3.6853
70,4.8226,17.3042,3.9191
71,4.8915,17.2579,4.8279
72,4.9604,17.2822,4.2835
73,5.0293,20.0437,4.3637
74,5.0982,22.9952,4.6461
75,5.1671,24.4011,5.0317
76,5.236,27.5802,4.4296
77,5.3049,28.4632,4.5788
78,5.3738,32.6036,5.1673
79,5.4427,38.8985,5.8397
80,5.5116,46.7299,6.4236
81,5.5805,52.941,8.4447
82,5.6493,63.0571,10.2317
83,5.7182,56.4233,9.398
84,5.7871,47.4688,9.1586
85,5.856,34.2852,8.2608
86,5.9249,21.7512,7.1298
87,5.9938,15.0397,4.5997
88,6.0627,11.3328,3.1973
89,6.1316,11.3572,3.6754
90,6.2005,14.2388,3.8692
91,6.2694,15.1178,4.9566
92,6.3383,22.0105,4.9874
93,6.4072,25.8091,4.4678
94,6.4761,26.5023,5.5244
95,6.545,27.3748,5.8838
96,6.6139,22.7822,5.9049
97,6.6828,17.3443,6.2935
98,6.7517,14.76,5.2359
99,6.8206,10.9722,5.1523
100,6.8894,9.6027,4.4441
101,6.9583,7.4082,4.2805
102,7.0272,10.1474,4.7999
103,7.0961,12.1047,4.263
104,7.165,16.9756,5.5056
105,7.2339,16.0462,5.5398
106,7.3028,19.3661,6.7612
107,7.3717,15.3807,4.4999
108,7.4406,13.3266,3.082
109,7.5095,11.6928,3.3983
110,7.5784,10.0709,2.979
111,7.6473,10.9305,3.4612
112,7.7162,10.8335,3.0088
113,7.7851,9.3997,2.3751
114,7.854,9.8463,2.5038
115,7.9229,9.7038,2.5691
116,7.9918,7.8946,3.0345
117,8.0607,9.4435,4.1245
118,8.1296,12.5697,5.0146
119,8.1984,14.7413,3.2603
120,8.2673,18.5022,3.3459
121,8.3362,22.6001,4.8933
122,8.4051,30.4915,4.9678
123,8.474,30.982,5.3727
124,8.5429,25.733,6.0821
125,8.6118,28.2218,6.2431
126,8.6807,34.0821,8.3496
127,8.7496,36.7915,10.9269
128,8.8185,42.6443,11.846
129,8.8874,44.8097,11.6883
130,8.9563,38.008,10.3902
131,9.0252,34.4327,8.8216
132,9.0941,25.7624,6.9017
133,9.163,25.127,6.6778
134,9.2319,20.9943,5.5617
135,9.3008,17.0954,6.1677
136,9.3697,13.1798,3.9786
137,9.4385,9.4165,2.55
138,9.5074,8.9865,3.5033
139,9.5763,7.3164,3.056
140,9.6452,6.9586,3.3034
141,9.7141,5.0899,3.1924
142,9.783,4.939,3.205
143,9.8519,5.9396,3.1467
144,9.9208,5.6574,2.8526
145,9.9897,5.7724,2.6186
146,10.0586,11.284,2.7616
147,10.1275,18.0107,3.3019
148,10.1964,21.9374,4.1795
149,10.2653,18.2591,4.5335
150,10.3342,9.5366,3.1831
151,10.4031,8.0676,2.6006
152,10.472,11.1293,2.9593
153,10.5409,11.1867,2.8209
154,10.6098,8.9521,3.4389
155,10.6786,6.3748,2.8677
156,10.7475,6.1156,3.1738
157,10.8164,5.5211,4.9616
158,10.8853,8.0071,4.5316
159,10.9542,11.6765,5.2305
160,11.0231,17.625,5.9861
161,11.092,24.4882,5.9689
162,11.1609,30.4743,8.5813
163,11.2298,34.1171,9.6127
164,11.2987,33.4642,10.5595
165,11.3676,28.2038,11.3124
166,11.4365,29.8171,8.9555
167,11.5054,34.0624,8.7399
168,11.5743,32.3827,7.4852
169,11.6432,38.6668,9.0304
170,11.7121,44.5276,10.9282
171,11.781,58.1069,14.5095
172,11.8499,65.0957,18.3966
173,11.9187,61.5998,18.1886
174,11.9876,51.7549,17.4639
175,12.0565,40.0769,14.6996
176,12.1254,29.4834,10.9874
177,12.1943,25.4832,7.4643
178,12.2632,21.5965,6.1146
179,12.3321,18.2286,5.2772
180,12.401,14.9038,5.169
181,12.4699,13.8256,4.5521
182,12.5388,9.8944,4.0114
183,12.6077,9.0223,3.7235
184,12.6766,9.6806,3.4987
185,12.7455,11.8367,3.5722
186,12.8144,9.3231,3.1446
187,12.8833,8.6535,3.7967
188,12.9522,5.6165,3.0485
189,13.0211,4.884,3.0837
190,13.09,4.2256,2.7028
191,13.1588,5.0447,1.8804
192,13.2277,5.0233,1.9952
193,13.2966,5.6554,2.4743
194,13.3655,8.6011,3.0683
195,13.4344,8.0646,2.9107
196,13.5033,8.05,2.8772
197,13.5722,7.0878,3.4849
198,13.6411,6.9167,3.6793
199,13.71,11.9449,3.2847
200,13.7789,13.2631,3.6139
201,13.8478,15.193,5.1824
202,13.9167,15.3213,4.6183
203,13.9856,13.5119,5.8278
204,14.0545,16.9246,6.3213
205,14.1234,19.9202,6.3529
206,14.1923,18.4237,7.3406
207,14.2612,19.3758,8.5381
208,14.3301,16.6833,7.868
209,14.3989,10.3602,5.8188
210,14.4678,8.4057,5.3205
211,14.5367,8.2079,3.347
212,14.6056,8.1512,3.7563
213,14.6745,8.9323,2.8577
214,14.7434,9.9836,3.4387
215,14.8123,9.928,3.1976
216,14.8812,9.6074,3.6325
217,14.9501,9.2839,5.2146
218,15.019,9.6541,4.6707
219,15.0879,12.0899,4.4706
220,15.1568,12.7888,4.8964
221,15.2257,15.218,3.7775
222,15.2946,18.2768,4.0047
223,15.3635,25.4785,4.7259
224,15.4324,33.3814,6.5964
225,15.5013,35.8758,9.2425
226,15.5702,31.6115,8.7904
227,15.6391,25.3944,8.1184
228,15.7079,24.7979,7.472
229,15.7768,22.7585,7.4018
230,15.8457,26.7346,9.8819
231,15.9146,27.7717,10.1218
232,15.9835,22.8956,9.8864
233,16.0524,17.6318,9.5461
234,16.1213,17.1759,7.4228
235,16.1902,15.7377,6.621
236,16.2591,12.2171,5.7588
237,16.328,10.6952,4.7815
238,16.3969,9.1277,4.4362
239,16.4658,12.6631,3.2875
240,16.5347,11.6983,2.7949
241,16.6036,7.516,2.7959
242,16.6725,7.2235,4.0238
243,16.7414,6.8693,3.0114
244,16.8103,5.8821,2.2804
245,16.8792,4.1823,2.9806
246,16.948,5.5404,2.4621
247,17.0169,10.5659,2.2805
248,17.0858,9.6218,2.417
249,17.1547,12.6855,2.2756
250,17.2236,11.8886,2.8671
251,17.2925,8.0512,3.2417
252,17.3614,5.4602,3.2753
253,17.4303,6.0475,3.6574
254,17.4992,5.7723,3.1302
255,17.5681,3.7211,3.6008
256,17.637,4.7261,4.641
257,17.7059,9.4274,4.4768
258,17.7748,11.9847,5.7589
259,17.8437,12.4852,6.74
260,17.9126,19.6589,5.6101
261,17.9815,22.8503,3.7681
262,18.0504,17.763,2.8091
263,18.1193,13.8997,3.6367
264,18.1881,12.3541,3.5032
265,18.257,7.9474,3.281
266,18.3259,9.1231,3.6312
267,18.3948,7.4623,3.0057
268,18.4637,3.8879,3.4057
269,18.5326,7.3022,2.7622
270,18.6015,6.6923,2.5163
271,18.6704,9.1484,3.0375
272,18.7393,6.9265,3.3023
273,18.8082,5.7652,3.4372
274,18.8771,5.8369,3.4658
275,18.946,5.851,3.6813
276,19.0149,5.2666,3.0692
277,19.0838,10.0061,3.3193
278,19.1527,9.0278,2.9148
279,19.2216,12.6731,3.1105
280,19.2905,11.6765,3.1806
281,19.3594,9.0043,3.1976
282,19.4282,7.9267,4.3256
283,19.4971,10.4,4.66
284,19.566,10.8904,4.9549
285,19.6349,11.2953,4.3548
286,19.7038,12.4682,4.3969
287,19.7727,11.3046,3.8011
288,19.8416,16.0673,4.0513
289,19.9105,18.9717,4.2173
290,19.9794,18.7315,4.417
291,20.0483,16.9806,3.8455
292,20.1172,16.3065,4.61
293,20.1861,19.9481,5.6476
294,20.255,24.122,5.3211
295,20.3239,21.7603,6.4823
296,20.3928,20.2365,8.217
297,20.4617,18.9574,6.0928
298,20.5306,15.2997,5.5282
299,20.5995,13.5175,6.6718
300,20.6683,14.4336,8.2683
301,20.7372,13.2687,9.9328
302,20.8061,17.2973,9.9338
303,20.875,23.8038,10.3744
304,20.9439,29.7813,11.539
305,21.0128,36.2742,12.0024
306,21.0817,32.0905,10.8336
307,21.1506,27.3799,10.2924
308,21.2195,23.5078,7.2515
309,21.2884,19.1645,6.6482
310,21.3573,14.1862,6.469
311,21.4262,9.3012,4.9788
312,21.4951,9.9282,5.4929
313,21.564,9.8284,4.4984
314,21.6329,8.9531,4.3971
315,21.7018,8.2156,4.0263
316,21.7707,9.4156,4.1768
317,21.8396,11.2181,4.695
318,21.9084,11.2472,5.1713
319,21.9773,13.7835,5.981
320,22.0462,14.8276,6.6029
321,22.1151,18.6457,6.4733
322,22.184,17.7574,5.9906
323,22.2529,17.2722,5.8313
324,22.3218,13.7177,4.4982
325,22.3907,14.1057,4.6423
326,22.4596,12.6391,4.2571
327,22.5285,10.4905,5.4873
328,22.5974,15.1552,4.5116
329,22.6663,23.1102,5.4552
330,22.7352,34.7091,5.261
331,22.8041,38.1695,5.6467
332,22.873,32.9138,4.7983
333,22.9419,22.0524,4.8759
334,23.0108,15.7716,3.8967
335,23.0797,16.9895,4.3504
